CodeInd2,2010pop,state,stateCode,zipCode,StateAbbr,2010.SSrecip,fips,IRS_rtrns
C2067567,526,Kansas,20,67567,KS,120,20,256
C2067568,309,Kansas,20,67568,KS,90,20,133
C2067570,1338,Kansas,20,67570,KS,300,20,600
C2067572,456,Kansas,20,67572,KS,145,20,236
C2067573,170,Kansas,20,67573,KS,35,20,
C2067574,252,Kansas,20,67574,KS,60,20,129
C2067575,465,Kansas,20,67575,KS,165,20,220
C2067576,1915,Kansas,20,67576,KS,435,20,856
C2067578,1405,Kansas,20,67578,KS,405,20,659
C2067579,3095,Kansas,20,67579,KS,615,20,1201
C2067581,416,Kansas,20,67581,KS,105,20,176
C2067583,1022,Kansas,20,67583,KS,255,20,408
C2067584,269,Kansas,20,67584,KS,90,20,135
C2067601,23797,Kansas,20,67601,KS,3835,20,10983
C2067621,393,Kansas,20,67621,KS,115,20,184
C2067622,599,Kansas,20,67622,KS,155,20,262
C2067623,270,Kansas,20,67623,KS,95,20,126
C2067625,257,Kansas,20,67625,KS,90,20,107
C2067626,145,Kansas,20,67626,KS,50,20,
C2067628,78,Kansas,20,67628,KS,25,20,
C2067629,143,Kansas,20,67629,KS,30,20,
C2067631,249,Kansas,20,67631,KS,70,20,112
C2067632,227,Kansas,20,67632,KS,70,20,112
C2067634,301,Kansas,20,67634,KS,90,20,133
C2067635,169,Kansas,20,67635,KS,40,20,
C2067637,2651,Kansas,20,67637,KS,500,20,1244
C2067638,230,Kansas,20,67638,KS,85,20,102
C2067639,193,Kansas,20,67639,KS,55,20,
C2067640,505,Kansas,20,67640,KS,110,20,240
C2067642,1729,Kansas,20,67642,KS,540,20,925
C2067643,195,Kansas,20,67643,KS,80,20,116
C2067644,264,Kansas,20,67644,KS,65,20,101
C2067645,546,Kansas,20,67645,KS,155,20,240
C2067646,718,Kansas,20,67646,KS,210,20,323
C2067647,256,Kansas,20,67647,KS,55,20,113
C2067648,549,Kansas,20,67648,KS,180,20,239
C2067649,297,Kansas,20,67649,KS,95,20,139
C2067650,258,Kansas,20,67650,KS,95,20,114
C2067651,507,Kansas,20,67651,KS,165,20,243
C2067653,298,Kansas,20,67653,KS,95,20,128
C2067654,4362,Kansas,20,67654,KS,910,20,1838
C2067656,156,Kansas,20,67656,KS,40,20,
C2067657,429,Kansas,20,67657,KS,135,20,176
C2067658,120,Kansas,20,67658,KS,25,20,
C2067659,154,Kansas,20,67659,KS,45,20,
C2067660,81,Kansas,20,67660,KS,,,
C2067661,3483,Kansas,20,67661,KS,935,20,1622
C2067663,2615,Kansas,20,67663,KS,635,20,1255
C2067664,305,Kansas,20,67664,KS,70,20,126
C2067665,5162,Kansas,20,67665,KS,1390,20,2444
C2067667,204,Kansas,20,67667,KS,35,20,
C2067669,1725,Kansas,20,67669,KS,480,20,815
C2067671,1714,Kansas,20,67671,KS,390,20,820
C2067672,2359,Kansas,20,67672,KS,660,20,1207
C2067673,108,Kansas,20,67673,KS,30,20,
C2067674,55,Kansas,20,67674,KS,15,20,
C2067675,217,Kansas,20,67675,KS,65,20,
C2067701,6502,Kansas,20,67701,KS,1155,20,3063
C2067730,1612,Kansas,20,67730,KS,510,20,776
C2067731,675,Kansas,20,67731,KS,210,20,281
C2067732,543,Kansas,20,67732,KS,120,20,251
C2067733,149,Kansas,20,67733,KS,40,20,
C2067734,182,Kansas,20,67734,KS,40,20,
C2067735,5476,Kansas,20,67735,KS,1255,20,2556
C2067736,228,Kansas,20,67736,KS,40,20,100
C2067737,444,Kansas,20,67737,KS,125,20,239
C2067738,520,Kansas,20,67738,KS,170,20,288
C2067739,258,Kansas,20,67739,KS,85,20,
C2067740,1724,Kansas,20,67740,KS,425,20,901
C2067741,326,Kansas,20,67741,KS,95,20,131
C2067743,158,Kansas,20,67743,KS,30,20,
C2067744,185,Kansas,20,67744,KS,55,20,102
C2067745,322,Kansas,20,67745,KS,100,20,150
C2067747,158,Kansas,20,67747,KS,30,20,
C2067748,2544,Kansas,20,67748,KS,600,20,1250
C2067749,2317,Kansas,20,67749,KS,720,20,1080
C2067751,259,Kansas,20,67751,KS,65,20,101
C2067752,1399,Kansas,20,67752,KS,360,20,672
C2067753,530,Kansas,20,67753,KS,95,20,229
C2067756,2016,Kansas,20,67756,KS,600,20,991
C2067757,482,Kansas,20,67757,KS,105,20,223
C2067758,1016,Kansas,20,67758,KS,245,20,496
C2067761,249,Kansas,20,67761,KS,60,20,105
C2067762,288,Kansas,20,67762,KS,40,20,136
C2067764,345,Kansas,20,67764,KS,70,20,153
C2067801,30559,Kansas,20,67801,KS,3330,20,14017
C2067831,1117,Kansas,20,67831,KS,265,20,485
C2067834,964,Kansas,20,67834,KS,185,20,442
C2067835,2954,Kansas,20,67835,KS,400,20,1336
C2067836,147,Kansas,20,67836,KS,20,20,
C2067837,903,Kansas,20,67837,KS,100,20,364
C2067838,982,Kansas,20,67838,KS,155,20,439
C2067839,1416,Kansas,20,67839,KS,395,20,731
C2067840,103,Kansas,20,67840,KS,35,20,
C2067841,339,Kansas,20,67841,KS,60,20,156
C2067842,427,Kansas,20,67842,KS,85,20,206
C2067843,165,Kansas,20,67843,KS,75,20,
C2067844,894,Kansas,20,67844,KS,200,20,403
C2067846,33696,Kansas,20,67846,KS,3955,20,15232
C2067849,380,Kansas,20,67849,KS,90,20,202
C2067850,335,Kansas,20,67850,KS,75,20,155
C2067851,2691,Kansas,20,67851,KS,215,20,1116
C2067853,860,Kansas,20,67853,KS,120,20,388
C2067854,1407,Kansas,20,67854,KS,290,20,655
C2067855,1976,Kansas,20,67855,KS,290,20,880
C2067857,174,Kansas,20,67857,KS,55,20,
C2067859,735,Kansas,20,67859,KS,85,20,246
C2067860,2878,Kansas,20,67860,KS,465,20,1295
C2067861,1962,Kansas,20,67861,KS,380,20,909
C2067862,302,Kansas,20,67862,KS,70,20,118
C2067863,305,Kansas,20,67863,KS,80,20,172
C2067864,2227,Kansas,20,67864,KS,500,20,992
C2067865,1081,Kansas,20,67865,KS,270,20,507
C2067867,1578,Kansas,20,67867,KS,280,20,715
C2067868,198,Kansas,20,67868,KS,30,20,95
C2067869,1492,Kansas,20,67869,KS,185,20,620
C2067870,1765,Kansas,20,67870,KS,270,20,679
C2067871,4973,Kansas,20,67871,KS,1035,20,2332
C2067876,1156,Kansas,20,67876,KS,235,20,589
C2067877,2255,Kansas,20,67877,KS,290,20,982
C2067878,2436,Kansas,20,67878,KS,380,20,1019
C2067879,1247,Kansas,20,67879,KS,290,20,645
C2067880,7878,Kansas,20,67880,KS,1065,20,3204
C2067882,346,Kansas,20,67882,KS,75,20,177
C2067901,22073,Kansas,20,67901,KS,2080,20,8949
C2067950,2412,Kansas,20,67950,KS,500,20,1094
C2067951,4981,Kansas,20,67951,KS,745,20,1998
C2067952,710,Kansas,20,67952,KS,110,20,268
C2067953,144,Kansas,20,67953,KS,35,20,
C2067954,661,Kansas,20,67954,KS,115,20,332
C2068325,34,Kansas,20,68325,KS,,,
C2068978,70,Kansas,20,68978,KS,,,
C2138079,18,Kentucky,21,38079,KY,,,
C2140003,1902,Kentucky,21,40003,KY,365,21,841
C2140004,28245,Kentucky,21,40004,KY,5165,21,13107
C2140006,5084,Kentucky,21,40006,KY,1115,21,2150
C2140007,166,Kentucky,21,40007,KY,70,21,107
C2140008,3476,Kentucky,21,40008,KY,855,21,1645
C2140009,1051,Kentucky,21,40009,KY,245,21,426
C2140010,587,Kentucky,21,40010,KY,80,21,323
C2140011,2549,Kentucky,21,40011,KY,535,21,1024
C2140012,589,Kentucky,21,40012,KY,170,21,243
C2140013,5369,Kentucky,21,40013,KY,905,21,2409
C2140014,19986,Kentucky,21,40014,KY,2700,21,8709
C2140019,3789,Kentucky,21,40019,KY,755,21,1589
C2140020,109,Kentucky,21,40020,KY,65,21,
C2140022,834,Kentucky,21,40022,KY,170,21,394
C2140023,4118,Kentucky,21,40023,KY,590,21,1986
C2140025,59,Kentucky,21,40025,KY,50,21,
C2140026,5458,Kentucky,21,40026,KY,565,21,2369
C2140031,22863,Kentucky,21,40031,KY,3135,21,8379
C2140033,12355,Kentucky,21,40033,KY,2660,21,4990
C2140036,223,Kentucky,21,40036,KY,50,21,
C2140037,2864,Kentucky,21,40037,KY,600,21,1209
C2140040,531,Kentucky,21,40040,KY,140,21,227
C2140041,286,Kentucky,21,40041,KY,230,21,
C2140045,3451,Kentucky,21,40045,KY,725,21,1292
C2140046,1741,Kentucky,21,40046,KY,320,21,727
C2140047,19345,Kentucky,21,40047,KY,3285,21,8830
C2140048,113,Kentucky,21,40048,KY,480,21,
C2140049,115,Kentucky,21,40049,KY,165,21,
C2140050,1389,Kentucky,21,40050,KY,450,21,684
C2140051,4799,Kentucky,21,40051,KY,895,21,1980
C2140052,515,Kentucky,21,40052,KY,115,21,252
C2140055,1752,Kentucky,21,40055,KY,360,21,867
C2140056,3263,Kentucky,21,40056,KY,620,21,1586
C2140057,3354,Kentucky,21,40057,KY,745,21,1439
C2140058,64,Kentucky,21,40058,KY,25,21,
C2140059,16708,Kentucky,21,40059,KY,2495,21,7516
C2140060,1184,Kentucky,21,40060,KY,235,21,438
C2140062,301,Kentucky,21,40062,KY,65,21,125
C2140063,789,Kentucky,21,40063,KY,,,
C2140065,28025,Kentucky,21,40065,KY,4630,21,12688
C2140067,5114,Kentucky,21,40067,KY,840,21,2229
C2140068,2131,Kentucky,21,40068,KY,395,21,1006
C2140069,8276,Kentucky,21,40069,KY,1780,21,3488
C2140070,582,Kentucky,21,40070,KY,105,21,255
C2140071,14292,Kentucky,21,40071,KY,2480,21,6161
C2140075,1323,Kentucky,21,40075,KY,255,21,496
C2140076,2516,Kentucky,21,40076,KY,545,21,1236
C2140077,564,Kentucky,21,40077,KY,115,21,276
C2140078,2200,Kentucky,21,40078,KY,535,21,934
C2140104,1336,Kentucky,21,40104,KY,255,21,469
C2140107,2067,Kentucky,21,40107,KY,455,21,951
C2140108,11583,Kentucky,21,40108,KY,2290,21,5113
C2140109,1990,Kentucky,21,40109,KY,660,21,1291
C2140110,60,Kentucky,21,40110,KY,40,21,
C2140111,1682,Kentucky,21,40111,KY,495,21,590
C2140115,727,Kentucky,21,40115,KY,180,21,297
C2140117,2299,Kentucky,21,40117,KY,560,21,1177
C2140118,9724,Kentucky,21,40118,KY,1970,21,4309
C2140119,1797,Kentucky,21,40119,KY,550,21,729
C2140121,10124,Kentucky,21,40121,KY,170,21,3035
C2140140,787,Kentucky,21,40140,KY,205,21,279
C2140142,2304,Kentucky,21,40142,KY,460,21,928
C2140143,5939,Kentucky,21,40143,KY,1335,21,2243
C2140144,1866,Kentucky,21,40144,KY,395,21,705
C2140145,908,Kentucky,21,40145,KY,215,21,280
C2140146,3745,Kentucky,21,40146,KY,870,21,1427
C2140150,4103,Kentucky,21,40150,KY,875,21,1951
C2140152,604,Kentucky,21,40152,KY,215,21,297
C2140155,947,Kentucky,21,40155,KY,165,21,457
C2140157,876,Kentucky,21,40157,KY,235,21,425
C2140160,23574,Kentucky,21,40160,KY,3660,21,9658
C2140161,178,Kentucky,21,40161,KY,30,21,
C2140162,6056,Kentucky,21,40162,KY,790,21,2477
C2140165,32726,Kentucky,21,40165,KY,6090,21,14685
C2140170,344,Kentucky,21,40170,KY,75,21,118
C2140171,243,Kentucky,21,40171,KY,65,21,118
C2140175,13070,Kentucky,21,40175,KY,2155,21,5818
C2140176,931,Kentucky,21,40176,KY,225,21,493
C2140177,1463,Kentucky,21,40177,KY,345,21,630
C2140178,468,Kentucky,21,40178,KY,125,21,167
C2140202,6772,Kentucky,21,40202,KY,875,21,2136
C2140203,19694,Kentucky,21,40203,KY,3585,21,6652
C2140204,14236,Kentucky,21,40204,KY,2065,21,7620
C2140205,23678,Kentucky,21,40205,KY,4010,21,11913
C2140206,18865,Kentucky,21,40206,KY,3255,21,10087
C2140207,29745,Kentucky,21,40207,KY,6130,21,15656
