CodeInd2,2010pop,state,stateCode,zipCode,StateAbbr,2010.SSrecip,fips,IRS_rtrns
C3728403,36063,North Carolina,37,28403,NC,5050,37,14564
C3728405,29152,North Carolina,37,28405,NC,5810,37,14744
C3728409,31296,North Carolina,37,28409,NC,5765,37,13614
C3728411,31962,North Carolina,37,28411,NC,5455,37,14475
C3728412,35573,North Carolina,37,28412,NC,6875,37,16361
C3728420,3886,North Carolina,37,28420,NC,730,37,1307
C3728421,1521,North Carolina,37,28421,NC,405,37,648
C3728422,6641,North Carolina,37,28422,NC,1745,37,2733
C3728423,2290,North Carolina,37,28423,NC,555,37,812
C3728424,128,North Carolina,37,28424,NC,125,37,
C3728425,10906,North Carolina,37,28425,NC,2275,37,4212
C3728428,6033,North Carolina,37,28428,NC,1260,37,3065
C3728429,8026,North Carolina,37,28429,NC,1530,37,3607
C3728430,1900,North Carolina,37,28430,NC,480,37,731
C3728431,7102,North Carolina,37,28431,NC,1860,37,2681
C3728432,1968,North Carolina,37,28432,NC,515,37,743
C3728433,5050,North Carolina,37,28433,NC,1205,37,1825
C3728434,1329,North Carolina,37,28434,NC,335,37,487
C3728435,2490,North Carolina,37,28435,NC,595,37,979
C3728436,2203,North Carolina,37,28436,NC,490,37,867
C3728438,1845,North Carolina,37,28438,NC,450,37,672
C3728439,1595,North Carolina,37,28439,NC,470,37,649
C3728441,3198,North Carolina,37,28441,NC,805,37,1350
C3728442,1647,North Carolina,37,28442,NC,480,37,684
C3728443,17512,North Carolina,37,28443,NC,3935,37,7640
C3728444,2085,North Carolina,37,28444,NC,500,37,915
C3728445,5676,North Carolina,37,28445,NC,1355,37,3070
C3728447,1391,North Carolina,37,28447,NC,300,37,539
C3728448,1243,North Carolina,37,28448,NC,285,37,354
C3728449,1692,North Carolina,37,28449,NC,590,37,913
C3728450,2438,North Carolina,37,28450,NC,595,37,953
C3728451,27112,North Carolina,37,28451,NC,5285,37,11937
C3728452,694,North Carolina,37,28452,NC,200,37,299
C3728453,3829,North Carolina,37,28453,NC,580,37,1788
C3728454,2545,North Carolina,37,28454,NC,585,37,1192
C3728455,2117,North Carolina,37,28455,NC,465,37,765
C3728456,3658,North Carolina,37,28456,NC,980,37,1714
C3728457,9905,North Carolina,37,28457,NC,1730,37,4239
C3728458,6444,North Carolina,37,28458,NC,1295,37,4639
C3728460,7652,North Carolina,37,28460,NC,1565,37,3807
C3728461,16126,North Carolina,37,28461,NC,5490,37,7612
C3728462,11680,North Carolina,37,28462,NC,3405,37,4707
C3728463,9799,North Carolina,37,28463,NC,1990,37,2891
C3728464,2457,North Carolina,37,28464,NC,425,37,1987
C3728465,6531,North Carolina,37,28465,NC,2195,37,3219
C3728466,10103,North Carolina,37,28466,NC,2275,37,8663
C3728467,8703,North Carolina,37,28467,NC,3995,37,4208
C3728468,4375,North Carolina,37,28468,NC,2000,37,2020
C3728469,5839,North Carolina,37,28469,NC,2230,37,3028
C3728470,10644,North Carolina,37,28470,NC,2080,37,3599
C3728472,19658,North Carolina,37,28472,NC,4685,37,7234
C3728478,4588,North Carolina,37,28478,NC,1105,37,2170
C3728479,4903,North Carolina,37,28479,NC,1180,37,1996
C3728480,2473,North Carolina,37,28480,NC,485,37,1388
C3728501,20389,North Carolina,37,28501,NC,4590,37,7585
C3728504,21642,North Carolina,37,28504,NC,5235,37,9063
C3728508,2737,North Carolina,37,28508,NC,285,37,1161
C3728510,1502,North Carolina,37,28510,NC,470,37,738
C3728511,694,North Carolina,37,28511,NC,205,37,279
C3728512,2896,North Carolina,37,28512,NC,1055,37,1624
C3728513,10346,North Carolina,37,28513,NC,2370,37,4060
C3728515,2915,North Carolina,37,28515,NC,575,37,825
C3728516,11431,North Carolina,37,28516,NC,2970,37,5200
C3728518,7909,North Carolina,37,28518,NC,1525,37,3314
C3728519,404,North Carolina,37,28519,NC,280,37,
C3728520,327,North Carolina,37,28520,NC,85,37,130
C3728521,2287,North Carolina,37,28521,NC,490,37,892
C3728523,2456,North Carolina,37,28523,NC,630,37,1126
C3728524,426,North Carolina,37,28524,NC,105,37,159
C3728525,3132,North Carolina,37,28525,NC,670,37,1324
C3728526,2489,North Carolina,37,28526,NC,660,37,1004
C3728527,1140,North Carolina,37,28527,NC,275,37,531
C3728528,644,North Carolina,37,28528,NC,130,37,273
C3728529,2193,North Carolina,37,28529,NC,475,37,843
C3728530,7332,North Carolina,37,28530,NC,1770,37,2991
C3728531,1207,North Carolina,37,28531,NC,460,37,581
C3728532,23320,North Carolina,37,28532,NC,2575,37,9874
C3728533,2952,North Carolina,37,28533,NC,,,
C3728537,137,North Carolina,37,28537,NC,60,37,
C3728538,2175,North Carolina,37,28538,NC,450,37,862
C3728539,15469,North Carolina,37,28539,NC,1775,37,6558
C3728540,49252,North Carolina,37,28540,NC,5940,37,20974
C3728543,4699,North Carolina,37,28543,NC,65,37,1523
C3728544,5368,North Carolina,37,28544,NC,480,37,2375
C3728546,42696,North Carolina,37,28546,NC,4530,37,18142
C3728547,21884,North Carolina,37,28547,NC,70,37,2072
C3728551,14093,North Carolina,37,28551,NC,2630,37,5601
C3728552,254,North Carolina,37,28552,NC,55,37,
C3728553,454,North Carolina,37,28553,NC,140,37,216
C3728554,243,North Carolina,37,28554,NC,140,37,
C3728555,5175,North Carolina,37,28555,NC,1005,37,2295
C3728556,963,North Carolina,37,28556,NC,305,37,408
C3728557,14429,North Carolina,37,28557,NC,3815,37,7432
C3728560,28921,North Carolina,37,28560,NC,6335,37,11681
C3728562,36176,North Carolina,37,28562,NC,8775,37,16463
C3728570,21432,North Carolina,37,28570,NC,4100,37,9296
C3728571,2585,North Carolina,37,28571,NC,1080,37,1274
C3728572,6531,North Carolina,37,28572,NC,1265,37,2489
C3728573,2176,North Carolina,37,28573,NC,615,37,939
C3728574,15102,North Carolina,37,28574,NC,2150,37,6567
C3728575,316,North Carolina,37,28575,NC,140,37,
C3728577,522,North Carolina,37,28577,NC,125,37,147
C3728578,6363,North Carolina,37,28578,NC,670,37,2440
C3728579,622,North Carolina,37,28579,NC,150,37,254
C3728580,12657,North Carolina,37,28580,NC,2145,37,4112
C3728581,214,North Carolina,37,28581,NC,60,37,
C3728582,1588,North Carolina,37,28582,NC,315,37,746
C3728583,281,North Carolina,37,28583,NC,80,37,
C3728584,11396,North Carolina,37,28584,NC,2555,37,5383
C3728585,3942,North Carolina,37,28585,NC,965,37,1596
C3728586,8218,North Carolina,37,28586,NC,1580,37,2964
C3728587,369,North Carolina,37,28587,NC,90,37,135
C3728589,180,North Carolina,37,28589,NC,50,37,
C3728590,23407,North Carolina,37,28590,NC,3005,37,10711
C3728594,3655,North Carolina,37,28594,NC,1140,37,2021
C3728601,50026,North Carolina,37,28601,NC,9595,37,21787
C3728602,28981,North Carolina,37,28602,NC,5245,37,11638
C3728604,6249,North Carolina,37,28604,NC,1320,37,2606
C3728605,3412,North Carolina,37,28605,NC,1065,37,1791
C3728606,2158,North Carolina,37,28606,NC,570,37,795
C3728607,33059,North Carolina,37,28607,NC,3895,37,9833
C3728609,5864,North Carolina,37,28609,NC,1295,37,2494
C3728610,9913,North Carolina,37,28610,NC,1820,37,4273
C3728611,885,North Carolina,37,28611,NC,200,37,328
C3728612,12397,North Carolina,37,28612,NC,2205,37,4235
C3728613,22759,North Carolina,37,28613,NC,4520,37,10037
C3728615,1876,North Carolina,37,28615,NC,630,37,727
C3728616,493,North Carolina,37,28616,NC,150,37,
C3728617,2261,North Carolina,37,28617,NC,490,37,772
C3728618,2352,North Carolina,37,28618,NC,485,37,974
C3728619,1520,North Carolina,37,28619,NC,730,37,
C3728621,10472,North Carolina,37,28621,NC,2710,37,4005
C3728622,2527,North Carolina,37,28622,NC,590,37,928
C3728623,1653,North Carolina,37,28623,NC,420,37,634
C3728624,1639,North Carolina,37,28624,NC,465,37,615
C3728625,36189,North Carolina,37,28625,NC,7570,37,15655
C3728626,2714,North Carolina,37,28626,NC,490,37,957
C3728627,1152,North Carolina,37,28627,NC,370,37,465
C3728628,479,North Carolina,37,28628,NC,615,37,
C3728629,75,North Carolina,37,28629,NC,85,37,110
C3728630,20041,North Carolina,37,28630,NC,4035,37,8118
C3728631,637,North Carolina,37,28631,NC,155,37,232
C3728634,5225,North Carolina,37,28634,NC,1175,37,2045
C3728635,3901,North Carolina,37,28635,NC,955,37,1490
C3728636,5522,North Carolina,37,28636,NC,1175,37,2143
C3728637,1746,North Carolina,37,28637,NC,840,37,1140
C3728638,12302,North Carolina,37,28638,NC,2865,37,5255
C3728640,4719,North Carolina,37,28640,NC,1435,37,1969
C3728642,5745,North Carolina,37,28642,NC,1450,37,2214
C3728643,3521,North Carolina,37,28643,NC,935,37,1297
C3728644,1494,North Carolina,37,28644,NC,440,37,565
C3728645,47703,North Carolina,37,28645,NC,11340,37,17878
C3728646,342,North Carolina,37,28646,NC,215,37,
C3728647,89,North Carolina,37,28647,NC,75,37,
C3728649,993,North Carolina,37,28649,NC,285,37,376
C3728650,11883,North Carolina,37,28650,NC,2550,37,5325
C3728651,7132,North Carolina,37,28651,NC,1645,37,2673
C3728652,46,North Carolina,37,28652,NC,75,37,
C3728654,3495,North Carolina,37,28654,NC,900,37,1730
C3728655,54996,North Carolina,37,28655,NC,11375,37,19488
C3728657,9488,North Carolina,37,28657,NC,2135,37,3027
C3728658,27022,North Carolina,37,28658,NC,5435,37,11251
C3728659,21134,North Carolina,37,28659,NC,5225,37,7911
C3728660,2249,North Carolina,37,28660,NC,415,37,912
C3728662,140,North Carolina,37,28662,NC,105,37,
C3728663,614,North Carolina,37,28663,NC,180,37,262
C3728665,2571,North Carolina,37,28665,NC,570,37,970
C3728666,368,North Carolina,37,28666,NC,370,37,
C3728667,559,North Carolina,37,28667,NC,225,37,
C3728668,300,North Carolina,37,28668,NC,120,37,150
C3728669,3146,North Carolina,37,28669,NC,760,37,1213
C3728670,2719,North Carolina,37,28670,NC,745,37,1086
C3728671,597,North Carolina,37,28671,NC,305,37,
C3728672,35,North Carolina,37,28672,NC,20,37,
C3728673,5919,North Carolina,37,28673,NC,1270,37,2704
C3728675,6621,North Carolina,37,28675,NC,1860,37,2577
C3728676,3483,North Carolina,37,28676,NC,960,37,1453
C3728677,32940,North Carolina,37,28677,NC,6740,37,13564
C3728678,5226,North Carolina,37,28678,NC,1140,37,2065
C3728679,2064,North Carolina,37,28679,NC,485,37,820
C3728681,25910,North Carolina,37,28681,NC,5490,37,10056
C3728682,1129,North Carolina,37,28682,NC,280,37,547
C3728683,1697,North Carolina,37,28683,NC,460,37,663
C3728684,2141,North Carolina,37,28684,NC,455,37,714
C3728685,2076,North Carolina,37,28685,NC,555,37,731
C3728689,1712,North Carolina,37,28689,NC,440,37,851
C3728690,9295,North Carolina,37,28690,NC,2320,37,3726
C3728692,4067,North Carolina,37,28692,NC,845,37,1647
C3728693,1700,North Carolina,37,28693,NC,445,37,575
C3728694,7744,North Carolina,37,28694,NC,2165,37,3298
C3728697,12930,North Carolina,37,28697,NC,3025,37,5018
C3728698,2256,North Carolina,37,28698,NC,485,37,832
C3728701,3635,North Carolina,37,28701,NC,800,37,1611
C3728702,366,North Carolina,37,28702,NC,140,37,190
C3728704,18821,North Carolina,37,28704,NC,3250,37,9132
C3728705,6715,North Carolina,37,28705,NC,1940,37,2380
C3728707,94,North Carolina,37,28707,NC,160,37,
C3728708,754,North Carolina,37,28708,NC,165,37,216
C3728709,2225,North Carolina,37,28709,NC,605,37,956
C3728711,13209,North Carolina,37,28711,NC,3260,37,5595
C3728712,19347,North Carolina,37,28712,NC,5615,37,7298
C3728713,8686,North Carolina,37,28713,NC,2420,37,3773
C3728714,16753,North Carolina,37,28714,NC,4425,37,5947
C3728715,24582,North Carolina,37,28715,NC,5080,37,10738
C3728716,17477,North Carolina,37,28716,NC,4595,37,7211
C3728717,1729,North Carolina,37,28717,NC,705,37,1258
C3728718,553,North Carolina,37,28718,NC,205,37,284
C3728719,8048,North Carolina,37,28719,NC,1265,37,3887
C3728720,114,North Carolina,37,28720,NC,40,37,
C3728721,10063,North Carolina,37,28721,NC,2475,37,4148
C3728722,6371,North Carolina,37,28722,NC,2060,37,2719
C3728723,11329,North Carolina,37,28723,NC,1155,37,2725
C3728725,43,North Carolina,37,28725,NC,295,37,
C3728726,3203,North Carolina,37,28726,NC,755,37,1414
C3728729,2894,North Carolina,37,28729,NC,1245,37,1722
C3728730,9133,North Carolina,37,28730,NC,1870,37,4037
C3728731,7778,North Carolina,37,28731,NC,2575,37,3567
C3728732,16491,North Carolina,37,28732,NC,3010,37,7441
C3728733,21,North Carolina,37,28733,NC,25,37,
C3728734,27040,North Carolina,37,28734,NC,7535,37,10737
C3728735,256,North Carolina,37,28735,NC,65,37,110
C3728736,787,North Carolina,37,28736,NC,215,37,309
C3728739,19786,North Carolina,37,28739,NC,5900,37,8107
C3728740,1364,North Carolina,37,28740,NC,675,37,842
C3728741,3197,North Carolina,37,28741,NC,1205,37,1654
C3728742,2710,North Carolina,37,28742,NC,735,37,1340
C3728743,2125,North Carolina,37,28743,NC,600,37,751
C3728745,551,North Carolina,37,28745,NC,595,37,724
C3728746,2388,North Carolina,37,28746,NC,870,37,1014
C3728747,2198,North Carolina,37,28747,NC,515,37,796
C3728748,11334,North Carolina,37,28748,NC,2640,37,5145
C3728749,50,North Carolina,37,28749,NC,160,37,
C3728751,2916,North Carolina,37,28751,NC,1290,37,1498
C3728752,30600,North Carolina,37,28752,NC,7330,37,11988
C3728753,11670,North Carolina,37,28753,NC,2755,37,4342
C3728754,7679,North Carolina,37,28754,NC,1960,37,2930
C3728756,4504,North Carolina,37,28756,NC,890,37,1554
C3728757,280,North Carolina,37,28757,NC,235,37,
C3728759,6922,North Carolina,37,28759,NC,1585,37,3101
C3728761,7816,North Carolina,37,28761,NC,1960,37,3013
C3728762,6857,North Carolina,37,28762,NC,1895,37,2964
C3728763,2725,North Carolina,37,28763,NC,830,37,1101
C3728766,1262,North Carolina,37,28766,NC,420,37,709
C3728768,6813,North Carolina,37,28768,NC,2015,37,2936
C3728771,8558,North Carolina,37,28771,NC,2290,37,3143
C3728772,1239,North Carolina,37,28772,NC,585,37,861
C3728773,3378,North Carolina,37,28773,NC,925,37,1301
C3728774,1013,North Carolina,37,28774,NC,315,37,396
C3728775,296,North Carolina,37,28775,NC,160,37,241
C3728777,10638,North Carolina,37,28777,NC,2425,37,3627
C3728778,10381,North Carolina,37,28778,NC,2120,37,4354
C3728779,16111,North Carolina,37,28779,NC,3170,37,5883
C3728781,939,North Carolina,37,28781,NC,335,37,363
C3728782,6584,North Carolina,37,28782,NC,1990,37,2590
C3728783,1593,North Carolina,37,28783,NC,340,37,503
C3728785,7338,North Carolina,37,28785,NC,1910,37,2879
C3728786,20714,North Carolina,37,28786,NC,5965,37,8490
C3728787,19718,North Carolina,37,28787,NC,4595,37,9036
C3728789,5097,North Carolina,37,28789,NC,1290,37,2328
C3728790,3205,North Carolina,37,28790,NC,630,37,1217
C3728791,14171,North Carolina,37,28791,NC,4440,37,5973
C3728792,32689,North Carolina,37,28792,NC,7400,37,12047
C3728801,15019,North Carolina,37,28801,NC,2370,37,6039
C3728803,28693,North Carolina,37,28803,NC,6340,37,13496
C3728804,20507,North Carolina,37,28804,NC,4250,37,9232
C3728805,17620,North Carolina,37,28805,NC,4015,37,8245
C3728806,38550,North Carolina,37,28806,NC,6790,37,18639
C3728901,5354,North Carolina,37,28901,NC,1680,37,2100
C3728902,1373,North Carolina,37,28902,NC,375,37,545
C3728904,8533,North Carolina,37,28904,NC,2670,37,3325
C3728905,3129,North Carolina,37,28905,NC,870,37,1153
C3728906,18475,North Carolina,37,28906,NC,5815,37,7141
C3728909,1030,North Carolina,37,28909,NC,290,37,393
C3856744,78,North Dakota,38,56744,ND,20,38,
C3857638,246,North Dakota,38,57638,ND,,,
C3857641,23,North Dakota,38,57641,ND,,,
C3857642,36,North Dakota,38,57642,ND,,,
C3857645,90,North Dakota,38,57645,ND,,,
C3857648,15,North Dakota,38,57648,ND,,,
C3857660,23,North Dakota,38,57660,ND,,,
C3858001,55,North Dakota,38,58001,ND,50,38,
C3858002,23,North Dakota,38,58002,ND,,,
C3858004,266,North Dakota,38,58004,ND,50,38,111
C3858005,854,North Dakota,38,58005,ND,105,38,361
C3858006,427,North Dakota,38,58006,ND,95,38,212
C3858007,119,North Dakota,38,58007,ND,30,38,
C3858008,229,North Dakota,38,58008,ND,40,38,125
C3858009,102,North Dakota,38,58009,ND,15,38,
C3858011,391,North Dakota,38,58011,ND,95,38,198
C3858012,2474,North Dakota,38,58012,ND,350,38,1119
C3858013,101,North Dakota,38,58013,ND,30,38,
C3858015,291,North Dakota,38,58015,ND,30,38,151
C3858016,192,North Dakota,38,58016,ND,55,38,
C3858017,313,North Dakota,38,58017,ND,75,38,131
C3858018,324,North Dakota,38,58018,ND,65,38,166
C3858021,447,North Dakota,38,58021,ND,60,38,218
C3858027,1391,North Dakota,38,58027,ND,285,38,648
C3858029,129,North Dakota,38,58029,ND,35,38,
C3858030,649,North Dakota,38,58030,ND,135,38,348
C3858031,414,North Dakota,38,58031,ND,75,38,191
C3858032,722,North Dakota,38,58032,ND,180,38,363
C3858033,374,North Dakota,38,58033,ND,85,38,194
C3858035,262,North Dakota,38,58035,ND,55,38,144
C3858036,274,North Dakota,38,58036,ND,60,38,165
C3858038,332,North Dakota,38,58038,ND,50,38,167
C3858040,920,North Dakota,38,58040,ND,180,38,488
C3858041,1545,North Dakota,38,58041,ND,360,38,751
C3858042,1386,North Dakota,38,58042,ND,155,38,614
C3858043,167,North Dakota,38,58043,ND,60,38,
C3858045,2230,North Dakota,38,58045,ND,440,38,1050
C3858046,583,North Dakota,38,58046,ND,150,38,281
C3858047,3560,North Dakota,38,58047,ND,320,38,1583
C3858048,418,North Dakota,38,58048,ND,95,38,226
C3858049,289,North Dakota,38,58049,ND,80,38,132
C3858051,1458,North Dakota,38,58051,ND,195,38,672
C3858052,581,North Dakota,38,58052,ND,130,38,294
C3858053,1171,North Dakota,38,58053,ND,350,38,560
C3858054,3128,North Dakota,38,58054,ND,730,38,1546
C3858056,191,North Dakota,38,58056,ND,45,38,
C3858057,147,North Dakota,38,58057,ND,35,38,
C3858058,123,North Dakota,38,58058,ND,35,38,
C3858059,1168,North Dakota,38,58059,ND,120,38,569
C3858060,1329,North Dakota,38,58060,ND,275,38,612
C3858061,413,North Dakota,38,58061,ND,70,38,210
C3858062,174,North Dakota,38,58062,ND,45,38,
C3858063,340,North Dakota,38,58063,ND,65,38,161
C3858064,450,North Dakota,38,58064,ND,115,38,227
C3858065,22,North Dakota,38,58065,ND,,,
C3858067,243,North Dakota,38,58067,ND,60,38,123
C3858068,321,North Dakota,38,58068,ND,85,38,154
C3858069,176,North Dakota,38,58069,ND,45,38,
C3858071,409,North Dakota,38,58071,ND,75,38,205
C3858072,7997,North Dakota,38,58072,ND,1995,38,3784
C3858075,9276,North Dakota,38,58075,ND,1380,38,3889
C3858076,236,North Dakota,38,58076,ND,,,
C3858077,787,North Dakota,38,58077,ND,125,38,338
C3858078,26321,North Dakota,38,58078,ND,3070,38,13067
C3858079,530,North Dakota,38,58079,ND,90,38,221
C3858081,845,North Dakota,38,58081,ND,175,38,402
C3858102,29850,North Dakota,38,58102,ND,4135,38,13586
C3858103,47302,North Dakota,38,58103,ND,6360,38,23971
C3858104,28322,North Dakota,38,58104,ND,2870,38,14108
C3858105,2483,North Dakota,38,58105,ND,15,38,
C3858201,34880,North Dakota,38,58201,ND,5370,38,17309
C3858202,1839,North Dakota,38,58202,ND,,,
C3858203,18229,North Dakota,38,58203,ND,1645,38,7091
C3858204,2107,North Dakota,38,58204,ND,,,474
C3858205,260,North Dakota,38,58205,ND,,,
C3858210,322,North Dakota,38,58210,ND,85,38,176
C3858212,474,North Dakota,38,58212,ND,170,38,230
C3858214,367,North Dakota,38,58214,ND,55,38,204
C3858216,153,North Dakota,38,58216,ND,30,38,
C3858218,700,North Dakota,38,58218,ND,125,38,332
C3858219,47,North Dakota,38,58219,ND,,,
C3858220,2360,North Dakota,38,58220,ND,565,38,1142
C3858222,295,North Dakota,38,58222,ND,55,38,149
C3858223,212,North Dakota,38,58223,ND,55,38,116
C3858224,41,North Dakota,38,58224,ND,,,
C3858225,1054,North Dakota,38,58225,ND,230,38,553
C3858227,504,North Dakota,38,58227,ND,145,38,250
C3858228,880,North Dakota,38,58228,ND,155,38,455
C3858229,114,North Dakota,38,58229,ND,50,38,
C3858230,663,North Dakota,38,58230,ND,185,38,346
C3858231,490,North Dakota,38,58231,ND,110,38,245
C3858233,283,North Dakota,38,58233,ND,60,38,160
C3858235,418,North Dakota,38,58235,ND,70,38,223
C3858237,5499,North Dakota,38,58237,ND,1280,38,2603
C3858238,167,North Dakota,38,58238,ND,50,38,
C3858239,71,North Dakota,38,58239,ND,20,38,
C3858240,1276,North Dakota,38,58240,ND,310,38,566
C3858241,126,North Dakota,38,58241,ND,35,38,
C3858243,539,North Dakota,38,58243,ND,125,38,276
C3858244,194,North Dakota,38,58244,ND,40,38,100
C3858249,2574,North Dakota,38,58249,ND,735,38,1334
C3858250,241,North Dakota,38,58250,ND,75,38,108
C3858251,2049,North Dakota,38,58251,ND,390,38,973
C3858254,513,North Dakota,38,58254,ND,180,38,283
C3858256,872,North Dakota,38,58256,ND,105,38,424
C3858257,2239,North Dakota,38,58257,ND,480,38,949
C3858258,290,North Dakota,38,58258,ND,40,38,160
C3858259,454,North Dakota,38,58259,ND,145,38,235
C3858260,173,North Dakota,38,58260,ND,55,38,
C3858261,1112,North Dakota,38,58261,ND,220,38,547
C3858262,134,North Dakota,38,58262,ND,45,38,
C3858265,519,North Dakota,38,58265,ND,110,38,238
C3858266,203,North Dakota,38,58266,ND,75,38,120
C3858267,1520,North Dakota,38,58267,ND,370,38,680
C3858269,207,North Dakota,38,58269,ND,70,38,102
C3858270,1950,North Dakota,38,58270,ND,525,38,912
C3858271,708,North Dakota,38,58271,ND,125,38,376
C3858272,312,North Dakota,38,58272,ND,75,38,134
C3858273,264,North Dakota,38,58273,ND,70,38,123
C3858274,953,North Dakota,38,58274,ND,240,38,493
C3858275,733,North Dakota,38,58275,ND,130,38,390
C3858276,503,North Dakota,38,58276,ND,115,38,278
C3858277,225,North Dakota,38,58277,ND,70,38,
C3858278,1988,North Dakota,38,58278,ND,225,38,949
C3858281,124,North Dakota,38,58281,ND,35,38,
C3858282,1441,North Dakota,38,58282,ND,395,38,677
C3858301,9864,North Dakota,38,58301,ND,2170,38,4793
C3858311,60,North Dakota,38,58311,ND,15,38,
C3858316,6486,North Dakota,38,58316,ND,880,38,2381
C3858317,226,North Dakota,38,58317,ND,75,38,115
C3858318,3684,North Dakota,38,58318,ND,990,38,1846
C3858321,161,North Dakota,38,58321,ND,55,38,
C3858323,47,North Dakota,38,58323,ND,20,38,
C3858324,1345,North Dakota,38,58324,ND,410,38,698
C3858325,92,North Dakota,38,58325,ND,25,38,
C3858327,390,North Dakota,38,58327,ND,55,38,156
C3858329,3313,North Dakota,38,58329,ND,405,38,1118
C3858330,341,North Dakota,38,58330,ND,135,38,187
C3858331,122,North Dakota,38,58331,ND,30,38,
C3858332,320,North Dakota,38,58332,ND,120,38,147
C3858335,1694,North Dakota,38,58335,ND,195,38,
C3858338,105,North Dakota,38,58338,ND,25,38,
C3858339,47,North Dakota,38,58339,ND,,,
C3858341,2597,North Dakota,38,58341,ND,775,38,1259
C3858343,81,North Dakota,38,58343,ND,30,38,
C3858344,958,North Dakota,38,58344,ND,305,38,513
C3858345,158,North Dakota,38,58345,ND,55,38,
C3858346,650,North Dakota,38,58346,ND,185,38,336
C3858348,727,North Dakota,38,58348,ND,210,38,383
C3858351,478,North Dakota,38,58351,ND,125,38,202
C3858352,435,North Dakota,38,58352,ND,115,38,220
C3858353,140,North Dakota,38,58353,ND,15,38,
C3858355,84,North Dakota,38,58355,ND,15,38,
C3858356,1751,North Dakota,38,58356,ND,490,38,843
C3858357,364,North Dakota,38,58357,ND,55,38,106
C3858361,190,North Dakota,38,58361,ND,80,38,
C3858362,82,North Dakota,38,58362,ND,20,38,
C3858363,83,North Dakota,38,58363,ND,40,38,
C3858365,304,North Dakota,38,58365,ND,55,38,140
C3858366,1080,North Dakota,38,58366,ND,245,38,483
C3858367,1707,North Dakota,38,58367,ND,410,38,880
C3858368,3801,North Dakota,38,58368,ND,960,38,1799
C3858369,1231,North Dakota,38,58369,ND,150,38,366
C3858370,1280,North Dakota,38,58370,ND,170,38,425
C3858372,106,North Dakota,38,58372,ND,30,38,
C3858374,640,North Dakota,38,58374,ND,150,38,242
C3858377,334,North Dakota,38,58377,ND,65,38,144
C3858379,360,North Dakota,38,58379,ND,20,38,
C3858380,442,North Dakota,38,58380,ND,125,38,198
C3858381,317,North Dakota,38,58381,ND,60,38,151
C3858382,163,North Dakota,38,58382,ND,35,38,
C3858384,549,North Dakota,38,58384,ND,145,38,274
C3858385,225,North Dakota,38,58385,ND,40,38,
C3858386,134,North Dakota,38,58386,ND,30,38,
C3858401,17142,North Dakota,38,58401,ND,3315,38,7889
C3858402,260,North Dakota,38,58402,ND,440,38,
C3858405,427,North Dakota,38,58405,ND,,,
C3858413,1150,North Dakota,38,58413,ND,455,38,541
C3858415,145,North Dakota,38,58415,ND,35,38,
C3858416,440,North Dakota,38,58416,ND,130,38,220
C3858418,353,North Dakota,38,58418,ND,130,38,184
C3858420,314,North Dakota,38,58420,ND,35,38,154
C3858421,2850,North Dakota,38,58421,ND,685,38,1430
C3858422,195,North Dakota,38,58422,ND,45,38,
C3858423,78,North Dakota,38,58423,ND,35,38,
C3858424,301,North Dakota,38,58424,ND,80,38,144
C3858425,1379,North Dakota,38,58425,ND,410,38,697
C3858426,200,North Dakota,38,58426,ND,35,38,
C3858428,271,North Dakota,38,58428,ND,55,38,116
C3858429,357,North Dakota,38,58429,ND,75,38,150
C3858430,112,North Dakota,38,58430,ND,25,38,
C3858431,132,North Dakota,38,58431,ND,45,38,
C3858433,1092,North Dakota,38,58433,ND,275,38,529
C3858436,1965,North Dakota,38,58436,ND,465,38,816
C3858438,625,North Dakota,38,58438,ND,205,38,362
C3858439,148,North Dakota,38,58439,ND,45,38,
C3858440,181,North Dakota,38,58440,ND,35,38,
C3858441,389,North Dakota,38,58441,ND,65,38,223
C3858442,478,North Dakota,38,58442,ND,190,38,206
C3858443,200,North Dakota,38,58443,ND,55,38,109
C3858444,192,North Dakota,38,58444,ND,75,38,104
C3858445,160,North Dakota,38,58445,ND,30,38,
C3858448,347,North Dakota,38,58448,ND,105,38,164
C3858451,185,North Dakota,38,58451,ND,50,38,
C3858452,27,North Dakota,38,58452,ND,,,
C3858454,360,North Dakota,38,58454,ND,100,38,160
C3858455,303,North Dakota,38,58455,ND,75,38,146
C3858456,523,North Dakota,38,58456,ND,175,38,267
C3858458,1397,North Dakota,38,58458,ND,285,38,544
C3858460,230,North Dakota,38,58460,ND,90,38,96
C3858461,413,North Dakota,38,58461,ND,135,38,212
C3858463,651,North Dakota,38,58463,ND,235,38,297
C3858464,242,North Dakota,38,58464,ND,90,38,113
C3858466,355,North Dakota,38,58466,ND,90,38,181
C3858467,606,North Dakota,38,58467,ND,165,38,265
C3858472,419,North Dakota,38,58472,ND,105,38,204
C3858474,2681,North Dakota,38,58474,ND,645,38,1218
C3858475,150,North Dakota,38,58475,ND,50,38,
C3858476,271,North Dakota,38,58476,ND,70,38,130
C3858477,148,North Dakota,38,58477,ND,45,38,
C3858478,135,North Dakota,38,58478,ND,50,38,
C3858479,192,North Dakota,38,58479,ND,45,38,109
C3858480,340,North Dakota,38,58480,ND,60,38,150
C3858481,272,North Dakota,38,58481,ND,50,38,135
C3858482,1003,North Dakota,38,58482,ND,235,38,430
