P0010001,state,zip code tabulation area
1275,13,31077
3566,13,31078
2398,13,31079
251,13,31081
10408,13,31082
362,13,31083
129,13,31084
1043,13,31085
9656,13,31087
50163,13,31088
4838,13,31089
1038,13,31090
5189,13,31091
7420,13,31092
28087,13,31093
1114,13,31094
7395,13,31096
1302,13,31097
2888,13,31098
8761,13,31201
31482,13,31204
29072,13,31206
974,13,31207
30968,13,31210
16282,13,31211
0,13,31213
16109,13,31216
18408,13,31217
13839,13,31220
4591,13,31301
7853,13,31302
1999,13,31303
132,13,31304
5989,13,31305
998,13,31307
7305,13,31308
1210,13,31309
16443,13,31312
40302,13,31313
1931,13,31314
7488,13,31315
9749,13,31316
341,13,31318
8794,13,31320
6326,13,31321
21137,13,31322
1762,13,31323
20495,13,31324
19269,13,31326
195,13,31327
3306,13,31328
9034,13,31329
7856,13,31331
21696,13,31401
31024,13,31404
37207,13,31405
33965,13,31406
7244,13,31407
9952,13,31408
652,13,31409
23654,13,31410
8384,13,31411
12091,13,31415
50954,13,31419
15576,13,31501
21116,13,31503
9848,13,31510
2248,13,31512
16084,13,31513
14735,13,31516
704,13,31518
3569,13,31519
22336,13,31520
14447,13,31522
13229,13,31523
0,13,31524
28247,13,31525
805,13,31527
727,13,31532
17494,13,31533
11264,13,31535
10097,13,31537
14468,13,31539
2811,13,31542
4796,13,31543
994,13,31544
16133,13,31545
8095,13,31546
1293,13,31547
20020,13,31548
2239,13,31549
780,13,31550
1020,13,31551
932,13,31552
5237,13,31553
7076,13,31554
2868,13,31555
67,13,31556
3043,13,31557
20373,13,31558
2842,13,31560
298,13,31561
2177,13,31562
1324,13,31563
1841,13,31565
3471,13,31566
782,13,31567
1273,13,31568
5580,13,31569
32730,13,31601
34702,13,31602
20188,13,31605
3861,13,31606
10690,13,31620
2178,13,31622
120,13,31623
1273,13,31624
1171,13,31625
3463,13,31626
239,13,31627
902,13,31629
419,13,31630
559,13,31631
10295,13,31632
5844,13,31634
6560,13,31635
9539,13,31636
2848,13,31637
1045,13,31638
10537,13,31639
1831,13,31641
4898,13,31642
8709,13,31643
5147,13,31645
3535,13,31647
1040,13,31648
1056,13,31649
3311,13,31650
2223,13,31698
621,13,31699
20552,13,31701
35565,13,31705
25299,13,31707
16019,13,31709
867,13,31711
1263,13,31712
6474,13,31714
2896,13,31716
10977,13,31719
455,13,31720
20095,13,31721
494,13,31722
9682,13,31730
1580,13,31733
817,13,31735
2102,13,31738
630,13,31743
3202,13,31744
281,13,31747
2783,13,31749
18687,13,31750
966,13,31756
10451,13,31757
23304,13,31763
1296,13,31764
2647,13,31765
23617,13,31768
5666,13,31771
482,13,31772
3729,13,31773
6714,13,31774
2979,13,31775
2562,13,31778
9927,13,31779
2285,13,31780
1752,13,31781
1107,13,31783
781,13,31784
1488,13,31787
10602,13,31788
1236,13,31789
2078,13,31790
12354,13,31791
23835,13,31792
9043,13,31793
27153,13,31794
2010,13,31795
1112,13,31796
983,13,31798
3008,13,31801
5662,13,31803
5934,13,31804
3191,13,31805
4962,13,31806
2483,13,31807
6679,13,31808
225,13,31810
5103,13,31811
565,13,31812
272,13,31814
3675,13,31815
6091,13,31816
8473,13,31820
250,13,31821
5429,13,31822
754,13,31823
1838,13,31824
2312,13,31825
2350,13,31826
2134,13,31827
1370,13,31829
2191,13,31830
3095,13,31831
217,13,31832
6900,13,31833
1154,13,31836
8638,13,31901
20128,13,31903
32871,13,31904
16035,13,31905
21757,13,31906
55332,13,31907
35177,13,31909
2110,13,39813
1686,13,39815
10894,13,39817
11282,13,39819
8550,13,39823
544,13,39824
1461,13,39825
418,13,39826
3842,13,39827
15150,13,39828
2138,13,39834
461,13,39836
6166,13,39837
5726,13,39840
878,13,39841
8357,13,39842
7871,13,39845
2440,13,39846
2388,13,39851
2592,13,39854
1281,13,39859
1003,13,39861
1326,13,39862
2122,13,39866
321,13,39867
2238,13,39870
500,13,39877
76,13,39885
1616,13,39886
3430,13,39897
40281,15,96701
2368,15,96703
6505,15,96704
2319,15,96705
62730,15,96706
38817,15,96707
10220,15,96708
613,15,96710
7352,15,96712
1990,15,96713
1390,15,96714
2823,15,96716
5555,15,96717
1692,15,96719
46165,15,96720
2484,15,96722
3592,15,96725
661,15,96726
4878,15,96727
610,15,96728
1303,15,96729
1541,15,96730
3292,15,96731
24816,15,96732
50746,15,96734
4552,15,96737
6609,15,96738
33321,15,96740
5929,15,96741
90,15,96742
12160,15,96743
54247,15,96744
18319,15,96746
749,15,96747
4503,15,96748
17047,15,96749
3793,15,96750
175,15,96751
3680,15,96752
26892,15,96753
4084,15,96754
3575,15,96755
5190,15,96756
758,15,96757
457,15,96759
3001,15,96760
22156,15,96761
6419,15,96762
3135,15,96763
799,15,96764
553,15,96765
14683,15,96766
17668,15,96768
464,15,96769
691,15,96770
8339,15,96771
2304,15,96772
210,15,96773
342,15,96774
1490,15,96776
1479,15,96777
14409,15,96778
3088,15,96779
557,15,96780
1670,15,96781
40496,15,96782
2060,15,96783
2646,15,96785
40859,15,96786
54129,15,96789
8065,15,96790
8014,15,96791
48519,15,96792
29549,15,96793
10034,15,96795
1881,15,96796
72289,15,96797
22881,15,96813
18721,15,96814
31470,15,96815
49368,15,96816
54628,15,96817
50586,15,96818
49492,15,96819
19856,15,96821
45007,15,96822
30263,15,96825
30842,15,96826
0,15,96850
462,15,96853
2522,15,96857
156,15,96859
1124,15,96860
52,15,96863
52,16,59847
54,16,83111
112,16,83120
37199,16,83201
21608,16,83202
309,16,83203
18026,16,83204
1175,16,83209
3449,16,83210
6374,16,83211
137,16,83212
1644,16,83213
671,16,83214
26,16,83215
843,16,83217
338,16,83218
137,16,83220
27021,16,83221
139,16,83223
2504,16,83226
142,16,83227
522,16,83228
467,16,83232
109,16,83233
1213,16,83234
99,16,83235
2275,16,83236
1146,16,83237
109,16,83238
572,16,83239
1980,16,83241
80,16,83243
358,16,83244
2257,16,83245
1069,16,83246
1637,16,83250
1097,16,83251
4154,16,83252
165,16,83253
3617,16,83254
1213,16,83255
536,16,83261
1386,16,83262
9258,16,83263
531,16,83271
313,16,83272
9246,16,83274
4097,16,83276
111,16,83277
186,16,83278
93,16,83281
147,16,83283
131,16,83285
1241,16,83286
299,16,83287
52010,16,83301
196,16,83302
562,16,83311
143,16,83312
3625,16,83313
898,16,83314
9626,16,83316
17226,16,83318
1006,16,83320
550,16,83321
42,16,83322
1951,16,83323
788,16,83324
918,16,83325
970,16,83327
5347,16,83328
6599,16,83330
2361,16,83332
10472,16,83333
2060,16,83334
1840,16,83335
4951,16,83336
33,16,83337
19782,16,83338
4682,16,83340
6491,16,83341
1298,16,83342
1128,16,83344
1442,16,83346
3258,16,83347
132,16,83348
1062,16,83349
12268,16,83350
3330,16,83352
1335,16,83353
18,16,83354
5405,16,83355
37966,16,83401
26069,16,83402
21606,16,83404
15902,16,83406
2539,16,83420
319,16,83421
3392,16,83422
860,16,83423
290,16,83424
581,16,83425
1372,16,83427
416,16,83428
1048,16,83429
876,16,83431
44,16,83433
1741,16,83434
653,16,83435
491,16,83436
34610,16,83440
19250,16,83442
1107,16,83443
1381,16,83444
7406,16,83445
48,16,83446
2451,16,83448
249,16,83449
1104,16,83450
791,16,83451
1484,16,83452
531,16,83454
4970,16,83455
860,16,83460
464,16,83462
130,16,83463
345,16,83464
109,16,83465
273,16,83466
6270,16,83467
170,16,83468
32,16,83469
34230,16,83501
194,16,83520
2215,16,83522
759,16,83523
989,16,83524
376,16,83525
278,16,83526
5404,16,83530
178,16,83533
1089,16,83535
4230,16,83536
1044,16,83537
2001,16,83539
2190,16,83540
1076,16,83541
129,16,83542
717,16,83543
6092,16,83544
484,16,83545
587,16,83546
219,16,83547
117,16,83548
908,16,83549
1225,16,83552
1100,16,83553
638,16,83554
564,16,83555
41,16,83601
24,16,83602
762,16,83604
39649,16,83605
21732,16,83607
946,16,83610
2453,16,83611
1925,16,83612
1571,16,83615
22780,16,83616
15422,16,83617
7201,16,83619
1737,16,83622
1517,16,83623
1195,16,83624
1192,16,83626
620,16,83627
4329,16,83628
1721,16,83629
1333,16,83631
214,16,83632
540,16,83633
24494,16,83634
153,16,83636
206,16,83637
5903,16,83638
3300,16,83639
3438,16,83641
37008,16,83642
129,16,83643
9976,16,83644
636,16,83645
47098,16,83646
20789,16,83647
3238,16,83648
552,16,83650
28611,16,83651
1672,16,83654
4397,16,83655
582,16,83656
174,16,83657
5890,16,83660
9881,16,83661
52,16,83666
7365,16,83669
553,16,83670
33,16,83671
8583,16,83672
4347,16,83676
44,16,83677
46224,16,83686
29697,16,83687
22293,16,83702
16565,16,83703
39628,16,83704
26631,16,83705
29732,16,83706
50034,16,83709
8148,16,83712
28103,16,83713
20290,16,83714
14523,16,83716
6150,16,83801
68,16,83802
744,16,83803
1254,16,83804
7437,16,83805
220,16,83806
147,16,83808
401,16,83809
1189,16,83810
1411,16,83811
66,16,83812
1158,16,83813
23371,16,83814
31015,16,83815
210,16,83821
2006,16,83822
1318,16,83823
348,16,83824
190,16,83825
45,16,83826
143,16,83827
733,16,83830
1524,16,83832
1164,16,83833
254,16,83834
19990,16,83835
1033,16,83836
3063,16,83837
1417,16,83839
227,16,83840
338,16,83841
148,16,83842
25866,16,83843
1353,16,83844
1742,16,83845
770,16,83846
1719,16,83847
137,16,83848
1925,16,83849
2129,16,83850
1691,16,83851
884,16,83852
37245,16,83854
2111,16,83855
6340,16,83856
691,16,83857
13656,16,83858
6119,16,83860
6360,16,83861
17076,16,83864
320,16,83866
616,16,83867
769,16,83868
4161,16,83869
312,16,83870
1938,16,83871
705,16,83872
1591,16,83873
64,16,83874
1442,16,83876
356,16,89832
68,16,97910
4,16,97913
43,16,99128
24299,17,60002
50582,17,60004
29308,17,60005
33820,17,60007
22717,17,60008
44095,17,60010
11120,17,60012
26872,17,60013
48550,17,60014
26800,17,60015
59690,17,60016
30099,17,60018
9825,17,60020
5545,17,60021
8153,17,60022
39105,17,60025
13335,17,60026
482,17,60029
36056,17,60030
37947,17,60031
13922,17,60033
2040,17,60034
29763,17,60035
5431,17,60040
9250,17,60041
8547,17,60042
2513,17,60043
9792,17,60044
20925,17,60045
35111,17,60046
41669,17,60047
29095,17,60048
31620,17,60050
25192,17,60051
23260,17,60053
55219,17,60056
37189,17,60060
25748,17,60061
39936,17,60062
15407,17,60064
38585,17,60067
37475,17,60068
8384,17,60069
16001,17,60070
3598,17,60071
928,17,60072
60002,17,60073
38985,17,60074
33415,17,60076
26825,17,60077
10079,17,60081
9838,17,60083
16771,17,60084
71714,17,60085
26978,17,60087
15761,17,60088
41533,17,60089
37633,17,60090
27020,17,60091
19570,17,60093
6897,17,60096
11250,17,60097
32228,17,60098
31104,17,60099
39119,17,60101
32193,17,60102
41928,17,60103
19038,17,60104
20309,17,60106
39927,17,60107
22735,17,60108
560,17,60109
38557,17,60110
258,17,60111
4560,17,60112
337,17,60113
46272,17,60115
15851,17,60118
10371,17,60119
50955,17,60120
47405,17,60123
18935,17,60124
46371,17,60126
242,17,60129
14167,17,60130
18097,17,60131
38103,17,60133
28565,17,60134
7248,17,60135
7013,17,60136
37805,17,60137
34381,17,60139
14341,17,60140
224,17,60141
26447,17,60142
10360,17,60143
58,17,60144
2627,17,60145
2713,17,60146
51468,17,60148
1794,17,60150
4061,17,60151
12533,17,60152
24106,17,60153
16773,17,60154
7927,17,60155
28987,17,60156
2380,17,60157
25432,17,60160
8111,17,60162
5209,17,60163
22048,17,60164
4946,17,60165
33847,17,60169
10246,17,60171
24537,17,60172
12217,17,60173
30752,17,60174
25564,17,60175
11795,17,60176
22659,17,60177
21840,17,60178
1694,17,60180
28836,17,60181
2448,17,60184
36527,17,60185
29016,17,60187
42656,17,60188
30472,17,60189
10663,17,60190
14310,17,60191
16343,17,60192
39188,17,60193
19777,17,60194
4769,17,60195
43125,17,60201
31361,17,60202
4523,17,60203
2539,17,60301
32108,17,60302
17231,17,60304
11172,17,60305
7797,17,60401
63448,17,60402
17529,17,60403
17395,17,60404
25460,17,60406
1684,17,60407
5696,17,60408
37186,17,60409
12687,17,60410
58136,17,60411
14139,17,60415
9397,17,60416
15547,17,60417
22788,17,60419
6102,17,60420
3968,17,60421
9403,17,60422
30423,17,60423
2440,17,60424
9117,17,60425
29594,17,60426
12203,17,60428
15630,17,60429
20094,17,60430
22577,17,60431
21403,17,60432
17160,17,60433
48899,17,60435
18315,17,60436
187,17,60437
28884,17,60438
22919,17,60439
52911,17,60440
36869,17,60441
9924,17,60442
21145,17,60443
1761,17,60444
26057,17,60445
39807,17,60446
13709,17,60447
24423,17,60448
9217,17,60449
20332,17,60450
34063,17,60451
27969,17,60452
56855,17,60453
16446,17,60455
4349,17,60456
14049,17,60457
14428,17,60458
28929,17,60459
1522,17,60460
4836,17,60461
38723,17,60462
14671,17,60463
9620,17,60464
17495,17,60465
22115,17,60466
26046,17,60467
6116,17,60468
5930,17,60469
616,17,60470
14101,17,60471
5390,17,60472
22439,17,60473
760,17,60474
9870,17,60475
2391,17,60476
38161,17,60477
16833,17,60478
760,17,60479
5246,17,60480
11851,17,60481
11063,17,60482
6829,17,60484
26928,17,60487
20463,17,60490
22743,17,60491
11626,17,60501
21873,17,60502
16717,17,60503
37919,17,60504
76573,17,60505
53013,17,60506
28897,17,60510
1793,17,60511
1111,17,60512
19047,17,60513
9708,17,60514
27503,17,60515
29084,17,60516
32038,17,60517
3580,17,60518
88,17,60519
2886,17,60520
17597,17,60521
9890,17,60523
31168,17,60525
13576,17,60526
27486,17,60527
649,17,60530
1902,17,60531
27066,17,60532
10649,17,60534
126,17,60536
665,17,60537
26619,17,60538
341,17,60539
42910,17,60540
3148,17,60541
17099,17,60542
36156,17,60543
25959,17,60544
12940,17,60545
15668,17,60546
12218,17,60548
643,17,60549
1440,17,60550
5062,17,60551
4448,17,60552
782,17,60553
11796,17,60554
13538,17,60555
2007,17,60556
155,17,60557
12960,17,60558
24852,17,60559
22415,17,60560
23115,17,60561
35922,17,60563
41312,17,60564
40524,17,60565
22311,17,60585
46251,17,60586
11110,17,60601
1204,17,60602
493,17,60603
570,17,60604
24668,17,60605
2308,17,60606
23897,17,60607
82739,17,60608
64906,17,60609
37726,17,60610
28718,17,60611
33472,17,60612
48281,17,60613
66617,17,60614
40603,17,60615
48433,17,60616
84155,17,60617
92084,17,60618
63825,17,60619
72216,17,60620
35912,17,60621
52548,17,60622
92108,17,60623
38105,17,60624
78651,17,60625
50139,17,60626
72202,17,60628
113916,17,60629
54093,17,60630
28641,17,60631
91326,17,60632
12927,17,60633
74298,17,60634
40916,17,60636
49503,17,60637
55026,17,60638
90407,17,60639
65790,17,60640
71663,17,60641
18480,17,60642
49952,17,60643
48648,17,60644
45274,17,60645
27177,17,60646
87291,17,60647
46650,17,60649
64267,17,60651
40959,17,60652
29908,17,60653
14875,17,60654
28550,17,60655
27613,17,60656
65996,17,60657
38104,17,60659
42752,17,60660
7792,17,60661
23134,17,60706
42920,17,60707
12590,17,60712
29931,17,60714
22285,17,60803
84573,17,60804
19852,17,60805
27946,17,60827
37157,17,60901
538,17,60910
1372,17,60911
599,17,60912
1617,17,60913
29107,17,60914
10774,17,60915
574,17,60917
898,17,60918
558,17,60919
178,17,60920
1519,17,60921
2459,17,60922
1635,17,60924
67,17,60926
2404,17,60927
709,17,60928
730,17,60929
918,17,60930
615,17,60931
78,17,60932
302,17,60933
273,17,60934
1064,17,60935
4321,17,60936
2131,17,60938
3369,17,60940
2039,17,60941
6181,17,60942
153,17,60945
426,17,60946
1533,17,60948
636,17,60949
12168,17,60950
961,17,60951
684,17,60952
2469,17,60953
6104,17,60954
1901,17,60955
5615,17,60957
2135,17,60958
1082,17,60959
1064,17,60960
700,17,60961
524,17,60962
1807,17,60963
4968,17,60964
1526,17,60966
433,17,60968
65,17,60969
7190,17,60970
385,17,60973
283,17,60974
1179,17,61001
1759,17,61006
534,17,61007
34311,17,61008
8032,17,61010
2945,17,61011
2175,17,61012
528,17,61013
1173,17,61014
946,17,61015
4837,17,61016
1080,17,61018
3550,17,61019
3108,17,61020
23745,17,61021
2620,17,61024
4867,17,61025
52,17,61027
1989,17,61028
2205,17,61030
1656,17,61031
31651,17,61032
6821,17,61036
140,17,61037
1354,17,61038
802,17,61039
1327,17,61041
527,17,61042
131,17,61043
232,17,61044
2831,17,61046
1711,17,61047
4360,17,61048
585,17,61049
376,17,61050
1574,17,61051
1148,17,61052
2852,17,61053
3973,17,61054
168,17,61057
141,17,61059
1432,17,61060
7009,17,61061
1983,17,61062
4132,17,61063
3868,17,61064
11156,17,61065
811,17,61067
14858,17,61068
1130,17,61070
14381,17,61071
11797,17,61072
20052,17,61073
4431,17,61074
958,17,61075
73,17,61077
1374,17,61078
188,17,61079
10599,17,61080
21934,17,61081
3175,17,61084
3443,17,61085
1670,17,61087
6020,17,61088
867,17,61089
63,17,61091
21593,17,61101
20538,17,61102
24578,17,61103
19269,17,61104
30439,17,61107
28550,17,61108
28333,17,61109
23492,17,61111
86,17,61112
15776,17,61114
23180,17,61115
39116,17,61201
1232,17,61230
5627,17,61231
1284,17,61232
1258,17,61234
1391,17,61235
193,17,61236
3247,17,61238
1219,17,61239
5870,17,61240
7124,17,61241
1145,17,61242
264,17,61243
24053,17,61244
2737,17,61250
347,17,61251
5436,17,61252
11414,17,61254
1822,17,61256
1210,17,61257
204,17,61258
1276,17,61259
856,17,61260
975,17,61261
1188,17,61262
530,17,61263
10548,17,61264
45099,17,61265
7306,17,61270
1504,17,61272
3316,17,61273
351,17,61274
4347,17,61275
138,17,61276
3355,17,61277
412,17,61278
1061,17,61279
2597,17,61281
7809,17,61282
1640,17,61283
2292,17,61284
1631,17,61285
10588,17,61301
3970,17,61310
232,17,61311
474,17,61312
282,17,61313
807,17,61314
322,17,61315
282,17,61316
513,17,61317
700,17,61318
1293,17,61319
710,17,61320
282,17,61321
1647,17,61322
111,17,61323
109,17,61324
1073,17,61325
2452,17,61326
1235,17,61327
42,17,61328
1303,17,61329
1483,17,61330
55,17,61331
134,17,61332
381,17,61333
741,17,61334
532,17,61335
628,17,61336
478,17,61337
284,17,61338
292,17,61340
8234,17,61341
9216,17,61342
374,17,61344
846,17,61345
75,17,61346
4696,17,61348
977,17,61349
24246,17,61350
1333,17,61353
10870,17,61354
11281,17,61356
478,17,61358
312,17,61359
3393,17,61360
1409,17,61361
5911,17,61362
220,17,61363
20133,17,61364
864,17,61367
1489,17,61368
1711,17,61369
1460,17,61370
145,17,61372
2031,17,61373
119,17,61374
1156,17,61375
2280,17,61376
1457,17,61377
512,17,61378
1359,17,61379
34788,17,61401
3912,17,61410
378,17,61411
1321,17,61412
1075,17,61413
854,17,61414
1747,17,61415
235,17,61416
259,17,61417
673,17,61418
128,17,61419
1067,17,61420
1392,17,61421
3416,17,61422
682,17,61423
100,17,61424
483,17,61425
107,17,61426
2329,17,61427
986,17,61428
828,17,61430
371,17,61431
676,17,61432
74,17,61433
3312,17,61434
116,17,61435
951,17,61436
818,17,61437
760,17,61438
269,17,61439
766,17,61440
897,17,61441
762,17,61442
14214,17,61443
924,17,61447
3823,17,61448
512,17,61449
1742,17,61450
393,17,61451
293,17,61452
781,17,61453
725,17,61454
22086,17,61455
822,17,61458
433,17,61459
291,17,61460
11643,17,61462
1213,17,61465
342,17,61466
1048,17,61467
104,17,61468
2184,17,61469
547,17,61470
140,17,61471
648,17,61472
1667,17,61473
292,17,61474
205,17,61475
407,17,61476
631,17,61477
290,17,61478
165,17,61479
1324,17,61480
650,17,61482
1961,17,61483
825,17,61484
560,17,61485
1552,17,61486
1120,17,61488
900,17,61489
1091,17,61490
2197,17,61491
1921,17,61501
720,17,61516
3259,17,61517
233,17,61519
17839,17,61520
11204,17,61523
262,17,61524
9021,17,61525
1088,17,61526
2668,17,61528
2880,17,61529
6713,17,61530
3379,17,61531
534,17,61532
2427,17,61533
1737,17,61534
1629,17,61535
2919,17,61536
2974,17,61537
205,17,61539
2916,17,61540
136,17,61541
3794,17,61542
151,17,61543
713,17,61544
646,17,61545
4276,17,61546
3779,17,61547
12085,17,61548
17721,17,61550
239,17,61552
213,17,61553
43810,17,61554
3332,17,61559
754,17,61560
2788,17,61561
46,17,61562
526,17,61563
1077,17,61564
1504,17,61565
624,17,61567
4459,17,61568
1220,17,61569
1879,17,61570
23744,17,61571
1068,17,61572
1055,17,61602
17600,17,61603
31647,17,61604
16303,17,61605
8051,17,61606
10941,17,61607
5476,17,61610
25268,17,61611
27628,17,61614
22432,17,61615
6116,17,61616
385,17,61625
36105,17,61701
35981,17,61704
12263,17,61705
236,17,61720
613,17,61721
549,17,61722
2321,17,61723
536,17,61724
1547,17,61725
2544,17,61726
10015,17,61727
1410,17,61728
1073,17,61729
379,17,61730
280,17,61731
2096,17,61732
1124,17,61733
2867,17,61734
420,17,61735
1808,17,61736
516,17,61737
4212,17,61738
4897,17,61739
1634,17,61740
1746,17,61741
1144,17,61742
212,17,61743
2031,17,61744
4408,17,61745
1560,17,61747
2782,17,61748
556,17,61749
133,17,61750
124,17,61751
4339,17,61752
3012,17,61753
1261,17,61754
4669,17,61755
2337,17,61756
1534,17,61759
2544,17,61760
52879,17,61761
14460,17,61764
619,17,61769
1108,17,61770
860,17,61771
351,17,61772
477,17,61773
962,17,61774
307,17,61775
1409,17,61776
952,17,61777
683,17,61778
30937,17,61801
19052,17,61802
361,17,61810
703,17,61811
375,17,61812
1971,17,61813
1157,17,61814
228,17,61815
509,17,61816
2583,17,61817
1665,17,61818
36964,17,61820
30174,17,61821
21608,17,61822
478,17,61830
157,17,61831
37290,17,61832
2124,17,61833
8454,17,61834
586,17,61839
709,17,61840
1386,17,61841
2984,17,61842
2363,17,61843
970,17,61844
364,17,61845
5101,17,61846
1256,17,61847
227,17,61848
1842,17,61849
671,17,61850
436,17,61851
261,17,61852
13206,17,61853
1438,17,61854
96,17,61855
7433,17,61856
153,17,61857
3124,17,61858
1297,17,61859
510,17,61862
814,17,61863
1715,17,61864
1391,17,61865
14048,17,61866
1327,17,61870
284,17,61871
760,17,61872
6250,17,61873
7114,17,61874
761,17,61875
800,17,61876
1627,17,61877
1433,17,61878
4183,17,61880
713,17,61882
4438,17,61883
1244,17,61884
4463,17,61910
4860,17,61911
1344,17,61912
1684,17,61913
1920,17,61914
591,17,61917
813,17,61919
25594,17,61920
2449,17,61924
912,17,61925
757,17,61928
769,17,61929
515,17,61930
1255,17,61931
456,17,61932
1141,17,61933
243,17,61936
2022,17,61937
22409,17,61938
258,17,61940
57,17,61941
1202,17,61942
1637,17,61943
12908,17,61944
179,17,61949
8017,17,61951
6216,17,61953
157,17,61955
2909,17,61956
1869,17,61957
1752,17,62001
32704,17,62002
648,17,62006
1810,17,62009
11186,17,62010
284,17,62011
6654,17,62012
552,17,62013
4122,17,62014
487,17,62015
3816,17,62016
1185,17,62017
3604,17,62018
490,17,62019
936,17,62021
1138,17,62022
91,17,62023
9775,17,62024
33748,17,62025
536,17,62027
1276,17,62028
114,17,62030
970,17,62031
749,17,62032
4894,17,62033
13819,17,62034
16494,17,62035
704,17,62036
1993,17,62037
43735,17,62040
2009,17,62044
647,17,62045
713,17,62046
1555,17,62047
1459,17,62048
8470,17,62049
473,17,62050
950,17,62051
13002,17,62052
650,17,62053
872,17,62054
8930,17,62056
843,17,62058
746,17,62059
4847,17,62060
1718,17,62061
7658,17,62062
1214,17,62063
97,17,62065
2401,17,62067
3313,17,62069
37,17,62070
1087,17,62074
3458,17,62075
135,17,62076
347,17,62077
119,17,62078
256,17,62079
2508,17,62080
298,17,62081
3109,17,62082
295,17,62083
1606,17,62084
209,17,62085
1437,17,62086
2087,17,62087
6960,17,62088
489,17,62089
1189,17,62090
337,17,62091
2979,17,62092
435,17,62093
1152,17,62094
11237,17,62095
2828,17,62097
91,17,62098
7547,17,62201
8209,17,62203
7960,17,62204
9329,17,62205
16509,17,62206
8750,17,62207
17376,17,62208
1229,17,62214
1872,17,62215
2526,17,62216
807,17,62217
1481,17,62218
1009,17,62219
20504,17,62220
27858,17,62221
17560,17,62223
5381,17,62225
29744,17,62226
6194,17,62230
7589,17,62231
7260,17,62232
10037,17,62233
33430,17,62234
12562,17,62236
2659,17,62237
696,17,62238
4954,17,62239
1966,17,62240
1061,17,62241
1526,17,62242
5910,17,62243
1156,17,62244
1794,17,62245
10355,17,62246
320,17,62248
15971,17,62249
504,17,62250
696,17,62253
6089,17,62254
1001,17,62255
3214,17,62257
9199,17,62258
7290,17,62260
152,17,62261
1810,17,62262
5387,17,62263
3338,17,62264
4353,17,62265
254,17,62266
738,17,62268
31348,17,62269
2077,17,62271
1674,17,62272
426,17,62273
8410,17,62274
3621,17,62275
1314,17,62277
6690,17,62278
69,17,62279
444,17,62280
2155,17,62281
471,17,62282
636,17,62284
4484,17,62285
6008,17,62286
2918,17,62288
350,17,62289
947,17,62292
4748,17,62293
14367,17,62294
1599,17,62295
452,17,62297
16609,17,62298
33758,17,62301
18052,17,62305
860,17,62311
2162,17,62312
389,17,62313
611,17,62314
660,17,62316
264,17,62319
2185,17,62320
4091,17,62321
290,17,62323
1361,17,62324
403,17,62325
2478,17,62326
1769,17,62330
172,17,62334
47,17,62336
1473,17,62338
874,17,62339
1715,17,62340
3610,17,62341
712,17,62343
138,17,62344
357,17,62345
178,17,62346
2282,17,62347
170,17,62348
636,17,62349
1856,17,62351
271,17,62352
5637,17,62353
1684,17,62354
820,17,62355
571,17,62356
245,17,62357
752,17,62358
166,17,62359
1656,17,62360
539,17,62361
399,17,62362
6353,17,62363
647,17,62365
1408,17,62366
1345,17,62367
520,17,62370
300,17,62373
298,17,62374
369,17,62375
1198,17,62376
896,17,62378
2049,17,62379
401,17,62380
19096,17,62401
985,17,62410
4430,17,62411
421,17,62413
1886,17,62414
3064,17,62417
2133,17,62418
410,17,62419
4759,17,62420
778,17,62421
1156,17,62422
724,17,62423
2092,17,62424
649,17,62425
1085,17,62426
1702,17,62427
3104,17,62428
1232,17,62431
571,17,62432
998,17,62433
330,17,62434
562,17,62436
433,17,62438
7536,17,62439
1316,17,62440
7395,17,62441
2421,17,62442
1623,17,62443
387,17,62444
907,17,62445
414,17,62446
3404,17,62447
5834,17,62448
3175,17,62449
12218,17,62450
2156,17,62451
400,17,62452
11467,17,62454
2228,17,62458
243,17,62459
1231,17,62460
854,17,62461
1149,17,62462
1294,17,62463
858,17,62465
4848,17,62466
3741,17,62467
2564,17,62468
419,17,62469
10233,17,62471
1422,17,62473
848,17,62474
387,17,62475
1734,17,62476
946,17,62477
398,17,62478
820,17,62479
787,17,62480
386,17,62481
2661,17,62501
1669,17,62510
500,17,62512
1766,17,62513
252,17,62514
961,17,62515
226,17,62517
457,17,62518
94,17,62519
1529,17,62520
35851,17,62521
16630,17,62522
1237,17,62523
34075,17,62526
1532,17,62530
1792,17,62531
105,17,62532
973,17,62533
1130,17,62534
3534,17,62535
912,17,62536
92,17,62537
378,17,62538
1358,17,62539
1492,17,62540
57,17,62541
540,17,62543
1776,17,62544
1246,17,62545
1630,17,62546
804,17,62547
2258,17,62548
6269,17,62549
2869,17,62550
837,17,62551
437,17,62553
1563,17,62554
540,17,62555
422,17,62556
7607,17,62557
3590,17,62558
1508,17,62560
5315,17,62561
5686,17,62563
7538,17,62565
1154,17,62567
16355,17,62568
512,17,62570
1532,17,62571
666,17,62572
1513,17,62573
434,17,62601
199,17,62610
1067,17,62611
1915,17,62612
3872,17,62613
5748,17,62615
762,17,62617
7955,17,62618
1171,17,62621
49,17,62622
546,17,62624
855,17,62625
8354,17,62626
992,17,62627
896,17,62628
12949,17,62629
532,17,62630
262,17,62631
647,17,62633
821,17,62634
738,17,62635
1337,17,62638
316,17,62639
3756,17,62640
1440,17,62642
526,17,62643
5385,17,62644
488,17,62649
26992,17,62650
568,17,62655
20405,17,62656
