P0010001,state,zip code tabulation area
573,34,08224
8659,34,08225
11701,34,08226
5599,34,08230
19292,34,08232
42532,34,08234
2371,34,08240
1103,34,08241
3216,34,08242
2114,34,08243
10849,34,08244
92,34,08246
925,34,08247
158,34,08248
10364,34,08251
13661,34,08260
8492,34,08270
46872,34,08302
1670,34,08310
2057,34,08311
7875,34,08312
2511,34,08314
400,34,08316
1344,34,08317
12702,34,08318
1253,34,08319
1256,34,08320
247,34,08321
10524,34,08322
804,34,08323
526,34,08324
1761,34,08326
3070,34,08327
1347,34,08328
221,34,08329
28167,34,08330
36768,34,08332
979,34,08340
2239,34,08341
5030,34,08343
5847,34,08344
805,34,08345
843,34,08346
275,34,08348
2347,34,08349
825,34,08350
448,34,08352
516,34,08353
43355,34,08360
17352,34,08361
39554,34,08401
6354,34,08402
997,34,08403
10650,34,08406
6582,34,08501
11317,34,08502
17736,34,08505
5231,34,08510
826,34,08511
10105,34,08512
4477,34,08514
4637,34,08515
4986,34,08518
27869,34,08520
4767,34,08525
54392,34,08527
315,34,08528
8071,34,08530
6945,34,08533
12929,34,08534
5385,34,08535
20073,34,08536
47115,34,08540
5189,34,08542
19445,34,08550
5532,34,08551
682,34,08553
3818,34,08554
877,34,08555
6629,34,08558
4982,34,08559
3656,34,08560
226,34,08561
5371,34,08562
983,34,08608
13546,34,08609
30468,34,08610
28038,34,08611
38229,34,08618
22723,34,08619
14693,34,08620
9054,34,08628
12331,34,08629
22832,34,08638
7716,34,08640
3553,34,08641
32263,34,08648
18567,34,08690
15104,34,08691
92843,34,08701
843,34,08720
20512,34,08721
11045,34,08722
31641,34,08723
42352,34,08724
4774,34,08730
20009,34,08731
1484,34,08732
2752,34,08733
7651,34,08734
3114,34,08735
12578,34,08736
1042,34,08738
2010,34,08740
2488,34,08741
24405,34,08742
3528,34,08750
4212,34,08751
2074,34,08752
63678,34,08753
25302,34,08755
33217,34,08757
7043,34,08758
33263,34,08759
8551,34,08801
4067,34,08802
2771,34,08804
12254,34,08805
37972,34,08807
86,34,08808
6421,34,08809
8401,34,08810
14296,34,08812
46298,34,08816
44621,34,08817
39590,34,08820
354,34,08821
30354,34,08822
9016,34,08823
12115,34,08824
4707,34,08825
5838,34,08826
4629,34,08827
2178,34,08828
3725,34,08829
18459,34,08830
45620,34,08831
2863,34,08832
8796,34,08833
10344,34,08835
3845,34,08836
15847,34,08837
16558,34,08840
38367,34,08844
13635,34,08846
8435,34,08848
8281,34,08850
17220,34,08852
5247,34,08853
55961,34,08854
39898,34,08857
144,34,08858
21526,34,08859
53099,34,08861
12320,34,08863
29840,34,08865
5042,34,08867
6881,34,08869
18811,34,08872
49921,34,08873
22179,34,08876
23537,34,08879
4563,34,08880
16008,34,08882
8257,34,08884
7077,34,08886
1106,34,08887
10063,34,08889
17,34,08890
55223,34,08901
41153,34,08902
13982,34,08904
60,35,79837
156,35,81137
754,35,86504
1585,35,86515
3684,35,87001
22517,35,87002
10136,35,87004
799,35,87005
703,35,87006
1080,35,87007
2552,35,87008
1139,35,87010
84,35,87011
261,35,87012
5200,35,87013
654,35,87014
13105,35,87015
3730,35,87016
429,35,87017
522,35,87018
11347,35,87020
3472,35,87021
907,35,87022
665,35,87023
2214,35,87024
1237,35,87025
4063,35,87026
309,35,87027
145,35,87028
237,35,87029
44075,35,87031
291,35,87032
2207,35,87034
7268,35,87035
1868,35,87036
677,35,87037
616,35,87038
496,35,87040
881,35,87041
3644,35,87042
5052,35,87043
387,35,87044
1751,35,87045
186,35,87046
4894,35,87047
8682,35,87048
973,35,87049
969,35,87051
3182,35,87052
998,35,87053
954,35,87056
9604,35,87059
371,35,87061
1869,35,87062
323,35,87063
161,35,87064
4755,35,87068
42,35,87070
660,35,87072
569,35,87083
21204,35,87102
12123,35,87104
57680,35,87105
27013,35,87106
31183,35,87107
38647,35,87108
40432,35,87109
38587,35,87110
56490,35,87111
43584,35,87112
14477,35,87113
61623,35,87114
4117,35,87116
310,35,87117
58023,35,87120
76721,35,87121
17977,35,87122
41468,35,87123
51404,35,87124
37719,35,87144
23674,35,87301
3350,35,87305
938,35,87310
4208,35,87311
579,35,87312
5662,35,87313
149,35,87315
1304,35,87316
1956,35,87317
1832,35,87319
765,35,87320
2226,35,87321
247,35,87322
4558,35,87323
3034,35,87325
1688,35,87326
7883,35,87327
2483,35,87328
309,35,87347
604,35,87357
1111,35,87364
3193,35,87375
46293,35,87401
11034,35,87402
17603,35,87410
966,35,87412
16792,35,87413
1791,35,87415
5454,35,87416
6910,35,87417
1059,35,87418
464,35,87419
11967,35,87420
1871,35,87421
1750,35,87455
1315,35,87461
453,35,87499
15147,35,87501
31013,35,87505
12580,35,87506
45890,35,87507
18183,35,87508
1096,35,87510
2747,35,87511
199,35,87512
1007,35,87513
1345,35,87514
311,35,87515
130,35,87516
356,35,87517
91,35,87518
460,35,87519
1419,35,87520
1003,35,87521
3384,35,87522
405,35,87523
260,35,87524
72,35,87525
880,35,87527
3417,35,87528
3600,35,87529
974,35,87530
368,35,87531
18223,35,87532
185,35,87533
1270,35,87535
2957,35,87537
493,35,87538
269,35,87539
923,35,87540
247,35,87543
17950,35,87544
928,35,87548
1118,35,87549
305,35,87551
3325,35,87552
1209,35,87553
61,35,87554
2417,35,87556
6359,35,87557
606,35,87558
1445,35,87560
576,35,87562
332,35,87564
478,35,87565
3000,35,87566
1634,35,87567
442,35,87569
11706,35,87571
36,35,87573
187,35,87574
789,35,87575
454,35,87577
611,35,87578
890,35,87579
449,35,87580
141,35,87581
1350,35,87582
234,35,87583
20081,35,87701
1768,35,87710
753,35,87711
283,35,87712
283,35,87713
1151,35,87714
532,35,87715
467,35,87718
376,35,87722
408,35,87723
88,35,87724
417,35,87728
126,35,87729
27,35,87730
223,35,87731
1672,35,87732
158,35,87733
181,35,87734
90,35,87735
233,35,87736
8068,35,87740
609,35,87742
361,35,87743
654,35,87745
120,35,87746
1624,35,87747
75,35,87749
11,35,87750
431,35,87752
254,35,87753
10221,35,87801
161,35,87820
672,35,87821
884,35,87823
194,35,87824
2999,35,87825
276,35,87827
429,35,87828
922,35,87829
999,35,87830
195,35,87831
600,35,87832
7139,35,87901
829,35,87930
634,35,87931
106,35,87933
1770,35,87935
515,35,87936
3303,35,87937
125,35,87939
669,35,87940
1216,35,87941
898,35,87942
228,35,87943
37484,35,88001
1656,35,88002
894,35,88003
699,35,88004
27116,35,88005
24048,35,88007
5747,35,88008
88,35,88009
27698,35,88011
25961,35,88012
882,35,88020
18421,35,88021
1343,35,88022
2406,35,88023
236,35,88024
256,35,88025
1658,35,88026
493,35,88027
492,35,88028
1873,35,88029
23222,35,88030
195,35,88032
11,35,88033
96,35,88034
431,35,88038
465,35,88039
116,35,88040
1243,35,88041
250,35,88042
1621,35,88043
3896,35,88044
3662,35,88045
697,35,88046
1967,35,88047
3862,35,88048
408,35,88049
94,35,88051
270,35,88052
133,35,88053
37,35,88055
233,35,88056
18585,35,88061
12772,35,88063
624,35,88065
2501,35,88072
15708,35,88081
45006,35,88101
278,35,88103
123,35,88112
103,35,88113
35,35,88114
44,35,88115
455,35,88116
180,35,88118
1932,35,88119
239,35,88120
152,35,88121
1165,35,88124
90,35,88125
30,35,88126
18651,35,88130
199,35,88132
46,35,88134
1804,35,88135
44,35,88136
25490,35,88201
31561,35,88203
17217,35,88210
33721,35,88220
5179,35,88230
3238,35,88231
2525,35,88232
37149,35,88240
6141,35,88242
270,35,88250
2160,35,88252
935,35,88253
191,35,88254
128,35,88255
1925,35,88256
14343,35,88260
30,35,88262
175,35,88263
39,35,88264
243,35,88265
1349,35,88267
7,35,88268
1386,35,88301
35776,35,88310
854,35,88311
2586,35,88312
210,35,88314
2351,35,88316
1751,35,88317
381,35,88318
187,35,88321
14,35,88323
210,35,88324
899,35,88325
3054,35,88330
267,35,88336
2295,35,88337
189,35,88338
618,35,88339
3616,35,88340
538,35,88341
52,35,88342
48,35,88343
159,35,88344
8845,35,88345
3132,35,88346
100,35,88347
314,35,88348
70,35,88349
368,35,88350
256,35,88351
5188,35,88352
473,35,88353
108,35,88354
29,35,88355
6944,35,88401
129,35,88410
82,35,88411
39,35,88414
3569,35,88415
189,35,88416
25,35,88417
294,35,88418
229,35,88419
19,35,88421
68,35,88422
128,35,88424
1212,35,88426
119,35,88427
153,35,88430
49,35,88431
369,35,88434
3559,35,88435
185,35,88436
236,36,06390
21102,36,10001
81410,36,10002
56024,36,10003
3089,36,10004
7135,36,10005
3011,36,10006
6988,36,10007
61347,36,10009
31834,36,10010
50984,36,10011
24090,36,10012
27700,36,10013
31959,36,10014
54183,36,10016
16575,36,10017
5229,36,10018
42870,36,10019
0,36,10020
43631,36,10021
31924,36,10022
60998,36,10023
59283,36,10024
94600,36,10025
34003,36,10026
59707,36,10027
45141,36,10028
76003,36,10029
26999,36,10030
56438,36,10031
57331,36,10032
53926,36,10033
38908,36,10034
33969,36,10035
24711,36,10036
17416,36,10037
20300,36,10038
24527,36,10039
41905,36,10040
11661,36,10044
32270,36,10065
5199,36,10069
26121,36,10075
3,36,10103
0,36,10110
0,36,10111
0,36,10112
0,36,10115
92,36,10119
60453,36,10128
0,36,10152
0,36,10153
0,36,10154
1685,36,10162
2,36,10165
0,36,10167
0,36,10168
0,36,10169
2,36,10170
0,36,10171
0,36,10172
2,36,10173
0,36,10174
0,36,10177
9,36,10199
0,36,10271
0,36,10278
0,36,10279
7853,36,10280
4783,36,10282
39706,36,10301
19088,36,10302
26337,36,10303
42193,36,10304
41749,36,10305
55909,36,10306
14096,36,10307
27357,36,10308
32519,36,10309
24962,36,10310
0,36,10311
59304,36,10312
85510,36,10314
45713,36,10451
75371,36,10452
78309,36,10453
37337,36,10454
39665,36,10455
86547,36,10456
70496,36,10457
79492,36,10458
47308,36,10459
57311,36,10460
50502,36,10461
75784,36,10462
67970,36,10463
4534,36,10464
42230,36,10465
67813,36,10466
97060,36,10467
76103,36,10468
66631,36,10469
15293,36,10470
22922,36,10471
66358,36,10472
58519,36,10473
12281,36,10474
40931,36,10475
1219,36,10501
5487,36,10502
108,36,10503
7987,36,10504
851,36,10505
5790,36,10506
6408,36,10507
19507,36,10509
9988,36,10510
2246,36,10511
25590,36,10512
11946,36,10514
5289,36,10516
539,36,10517
1268,36,10518
316,36,10519
12810,36,10520
10875,36,10522
7444,36,10523
4421,36,10524
1809,36,10526
908,36,10527
12280,36,10528
12604,36,10530
4931,36,10532
7322,36,10533
555,36,10535
10739,36,10536
2416,36,10537
16597,36,10538
26339,36,10541
20135,36,10543
141,36,10545
1277,36,10546
7647,36,10547
3487,36,10548
16638,36,10549
37144,36,10550
19786,36,10552
10170,36,10553
4737,36,10560
31796,36,10562
23570,36,10566
19929,36,10567
12680,36,10570
38352,36,10573
5116,36,10576
6552,36,10577
681,36,10578
8675,36,10579
17208,36,10580
38982,36,10583
2282,36,10588
8475,36,10589
6767,36,10590
22540,36,10591
5117,36,10594
8195,36,10595
1729,36,10596
968,36,10597
28647,36,10598
11376,36,10601
17045,36,10603
11250,36,10604
18126,36,10605
16499,36,10606
6824,36,10607
63393,36,10701
20301,36,10703
30165,36,10704
38777,36,10705
8679,36,10706
10097,36,10707
21225,36,10708
9292,36,10709
25120,36,10710
40827,36,10801
12435,36,10803
14146,36,10804
18414,36,10805
23465,36,10901
21,36,10910
2,36,10911
5532,36,10913
414,36,10914
119,36,10915
4540,36,10916
1968,36,10917
11647,36,10918
1040,36,10919
8554,36,10920
4135,36,10921
1559,36,10922
8732,36,10923
13120,36,10924
4539,36,10925
3203,36,10926
11910,36,10927
4175,36,10928
8958,36,10930
1023,36,10931
60,36,10932
473,36,10933
48418,36,10940
13779,36,10941
47226,36,10950
38917,36,10952
252,36,10953
23045,36,10954
31521,36,10956
3291,36,10958
15093,36,10960
5950,36,10962
4298,36,10963
1472,36,10964
14791,36,10965
2353,36,10968
1267,36,10969
9993,36,10970
2126,36,10973
3152,36,10974
281,36,10975
2258,36,10976
59048,36,10977
234,36,10979
13383,36,10980
5532,36,10983
2842,36,10984
58,36,10985
1974,36,10986
3395,36,10987
896,36,10988
9293,36,10989
20631,36,10990
9621,36,10992
4769,36,10993
7085,36,10994
6756,36,10996
3122,36,10998
26883,36,11001
41356,36,11003
14016,36,11004
1806,36,11005
23821,36,11010
5914,36,11020
17729,36,11021
9027,36,11023
8002,36,11024
17962,36,11030
40782,36,11040
520,36,11042
30171,36,11050
8344,36,11096
25484,36,11101
34133,36,11102
38780,36,11103
27232,36,11104
36688,36,11105
38875,36,11106
3523,36,11109
51128,36,11201
76174,36,11203
78134,36,11204
40366,36,11205
81677,36,11206
93386,36,11207
94469,36,11208
68853,36,11209
62008,36,11210
90117,36,11211
84500,36,11212
63767,36,11213
88630,36,11214
63488,36,11215
54316,36,11216
35881,36,11217
75220,36,11218
92221,36,11219
99598,36,11220
78895,36,11221
36934,36,11222
78731,36,11223
47621,36,11224
56829,36,11225
101572,36,11226
41788,36,11228
80018,36,11229
86408,36,11230
33336,36,11231
28265,36,11232
67053,36,11233
87757,36,11234
79132,36,11235
93877,36,11236
49896,36,11237
49262,36,11238
13393,36,11239
0,36,11351
54878,36,11354
85871,36,11355
23438,36,11356
39150,36,11357
37546,36,11358
0,36,11359
18884,36,11360
28606,36,11361
17823,36,11362
6988,36,11363
34555,36,11364
42252,36,11365
13532,36,11366
41047,36,11367
109931,36,11368
38615,36,11369
39688,36,11370
0,36,11371
66636,36,11372
100820,36,11373
43600,36,11374
68733,36,11375
89830,36,11377
34981,36,11378
34821,36,11379
98592,36,11385
18556,36,11411
34882,36,11412
38912,36,11413
26148,36,11414
19341,36,11415
24861,36,11416
28967,36,11417
36256,36,11418
47211,36,11419
44354,36,11420
39127,36,11421
30425,36,11422
29987,36,11423
0,36,11424
0,36,11425
17590,36,11426
23593,36,11427
19168,36,11428
25105,36,11429
184,36,11430
60809,36,11432
32687,36,11433
59129,36,11434
53687,36,11435
17949,36,11436
0,36,11451
19148,36,11501
7406,36,11507
2653,36,11509
33048,36,11510
4673,36,11514
7556,36,11516
10549,36,11518
43341,36,11520
27273,36,11530
27633,36,11542
12065,36,11545
793,36,11547
2780,36,11548
2922,36,11549
56435,36,11550
23616,36,11552
26034,36,11553
38132,36,11554
17,36,11556
7823,36,11557
8370,36,11558
8176,36,11559
6464,36,11560
37280,36,11561
22666,36,11563
8690,36,11565
35321,36,11566
4555,36,11568
1398,36,11569
26646,36,11570
30574,36,11572
16272,36,11575
12366,36,11576
12337,36,11577
5055,36,11579
40113,36,11580
20844,36,11581
45768,36,11590
10480,36,11596
13328,36,11598
60035,36,11691
18540,36,11692
11916,36,11693
20408,36,11694
4079,36,11697
27109,36,11701
14498,36,11702
16415,36,11703
40222,36,11704
8030,36,11705
62543,36,11706
6669,36,11709
34496,36,11710
10401,36,11713
22658,36,11714
4752,36,11715
10700,36,11716
60745,36,11717
3103,36,11718
3589,36,11719
29189,36,11720
6292,36,11721
35177,36,11722
3220,36,11724
29150,36,11725
19857,36,11726
29030,36,11727
28032,36,11729
14712,36,11730
30184,36,11731
3430,36,11732
18949,36,11733
32098,36,11735
17638,36,11738
1223,36,11739
9454,36,11740
27655,36,11741
13261,36,11742
42230,36,11743
67094,36,11746
19803,36,11747
3345,36,11749
14961,36,11751
9531,36,11752
12014,36,11753
18958,36,11754
12387,36,11755
42791,36,11756
45700,36,11757
53804,36,11758
22360,36,11762
28506,36,11763
13200,36,11764
737,36,11765
12635,36,11766
14530,36,11767
21902,36,11768
9506,36,11769
137,36,11770
10007,36,11771
44837,36,11772
24235,36,11776
8968,36,11777
12709,36,11778
38421,36,11779
15524,36,11780
15814,36,11782
21288,36,11783
24655,36,11784
6344,36,11786
35772,36,11787
16821,36,11788
7895,36,11789
18511,36,11790
25076,36,11791
8523,36,11792
32298,36,11793
3165,36,11794
26030,36,11795
4056,36,11796
9041,36,11797
15347,36,11798
39553,36,11801
28127,36,11803
5010,36,11804
27172,36,11901
1343,36,11930
151,36,11931
1398,36,11932
6844,36,11933
7263,36,11934
3304,36,11935
15398,36,11937
926,36,11939
5210,36,11940
1986,36,11941
4603,36,11942
4299,36,11944
14068,36,11946
416,36,11947
1123,36,11948
14573,36,11949
16268,36,11950
13680,36,11951
4637,36,11952
13553,36,11953
3326,36,11954
3285,36,11955
349,36,11956
743,36,11957
635,36,11958
939,36,11959
1084,36,11960
12834,36,11961
494,36,11962
6622,36,11963
1858,36,11964
534,36,11965
26583,36,11967
11593,36,11968
522,36,11970
5818,36,11971
1321,36,11972
9,36,11973
408,36,11975
1565,36,11976
2467,36,11977
3255,36,11978
4990,36,11980
60,36,12007
497,36,12008
7164,36,12009
28937,36,12010
3010,36,12015
435,36,12017
7930,36,12018
14740,36,12019
31192,36,12020
929,36,12022
2196,36,12023
31,36,12024
5505,36,12025
3882,36,12027
1172,36,12028
1113,36,12029
175,36,12031
836,36,12032
7851,36,12033
802,36,12035
228,36,12036
4015,36,12037
113,36,12040
481,36,12041
271,36,12042
8509,36,12043
584,36,12045
817,36,12046
19664,36,12047
7070,36,12051
1568,36,12052
4587,36,12053
16918,36,12054
2310,36,12056
1835,36,12057
1445,36,12058
1632,36,12059
1507,36,12060
9050,36,12061
1776,36,12062
444,36,12063
563,36,12064
41776,36,12065
2143,36,12066
1506,36,12067
3201,36,12068
256,36,12069
1410,36,12070
270,36,12071
2890,36,12072
2963,36,12074
3418,36,12075
1500,36,12076
6246,36,12077
23773,36,12078
3795,36,12083
4271,36,12084
479,36,12085
1865,36,12086
1073,36,12087
69,36,12089
6262,36,12090
1304,36,12092
1666,36,12093
2268,36,12094
12606,36,12095
2193,36,12106
416,36,12108
21908,36,12110
189,36,12115
1920,36,12116
3256,36,12117
13897,36,12118
613,36,12120
1916,36,12121
4582,36,12122
5124,36,12123
606,36,12124
1373,36,12125
987,36,12130
115,36,12131
338,36,12132
3516,36,12134
804,36,12136
1679,36,12137
3168,36,12138
295,36,12139
1702,36,12140
5137,36,12143
20555,36,12144
499,36,12147
4569,36,12148
2474,36,12149
914,36,12150
708,36,12151
814,36,12153
2818,36,12154
1977,36,12155
848,36,12156
4061,36,12157
6309,36,12158
7896,36,12159
944,36,12160
160,36,12161
365,36,12164
175,36,12165
1363,36,12166
2438,36,12167
1952,36,12168
306,36,12169
4945,36,12170
405,36,12172
1753,36,12173
345,36,12174
797,36,12175
198,36,12176
518,36,12177
53606,36,12180
14733,36,12182
2620,36,12183
7148,36,12184
2037,36,12185
6277,36,12186
697,36,12187
10980,36,12188
17568,36,12189
674,36,12190
1722,36,12192
2016,36,12193
207,36,12194
154,36,12195
3031,36,12196
2233,36,12197
7903,36,12198
9628,36,12202
29952,36,12203
7349,36,12204
26977,36,12205
16395,36,12206
1948,36,12207
20702,36,12208
10121,36,12209
10158,36,12210
11303,36,12211
6489,36,12222
27582,36,12302
29857,36,12303
21482,36,12304
5716,36,12305
25636,36,12306
7692,36,12307
15335,36,12308
29343,36,12309
35040,36,12401
3385,36,12404
780,36,12405
823,36,12406
173,36,12407
804,36,12409
397,36,12410
497,36,12411
673,36,12412
2948,36,12413
10510,36,12414
277,36,12416
581,36,12417
537,36,12418
722,36,12419
363,36,12420
470,36,12421
339,36,12422
1097,36,12423
250,36,12424
576,36,12427
6602,36,12428
281,36,12429
1194,36,12430
1381,36,12431
492,36,12432
483,36,12433
751,36,12434
326,36,12435
417,36,12436
59,36,12438
305,36,12439
1980,36,12440
114,36,12441
953,36,12442
3825,36,12443
497,36,12444
5061,36,12446
388,36,12448
3367,36,12449
183,36,12450
1674,36,12451
213,36,12452
366,36,12453
297,36,12454
1988,36,12455
639,36,12456
763,36,12457
3232,36,12458
161,36,12459
277,36,12460
1634,36,12461
1484,36,12463
1020,36,12464
266,36,12465
2471,36,12466
1036,36,12468
677,36,12469
536,36,12470
215,36,12471
1572,36,12472
861,36,12473
1162,36,12474
354,36,12475
18787,36,12477
634,36,12480
1356,36,12481
680,36,12482
259,36,12483
2733,36,12484
865,36,12485
1523,36,12486
3268,36,12487
1292,36,12489
110,36,12490
1675,36,12491
271,36,12492
495,36,12493
764,36,12494
265,36,12495
1634,36,12496
4851,36,12498
2457,36,12501
1164,36,12502
775,36,12503
1395,36,12504
167,36,12507
19880,36,12508
127,36,12512
651,36,12513
2938,36,12514
1549,36,12515
1833,36,12516
509,36,12517
5870,36,12518
3109,36,12520
1644,36,12521
5172,36,12522
1798,36,12523
15598,36,12524
3311,36,12525
3686,36,12526
147,36,12527
13344,36,12528
2859,36,12529
124,36,12530
3601,36,12531
25307,36,12533
17867,36,12534
14578,36,12538
7802,36,12540
5913,36,12542
3001,36,12543
4763,36,12545
3039,36,12546
2891,36,12547
1494,36,12548
10201,36,12549
54447,36,12550
24438,36,12553
18308,36,12561
8084,36,12563
7338,36,12564
1487,36,12565
10753,36,12566
2854,36,12567
9826,36,12569
7699,36,12570
9918,36,12571
9123,36,12572
329,36,12574
2258,36,12575
2029,36,12577
2411,36,12578
4402,36,12580
2246,36,12581
6191,36,12582
2451,36,12583
885,36,12585
12540,36,12586
17228,36,12589
35102,36,12590
1486,36,12592
4275,36,12594
43398,36,12601
42810,36,12603
586,36,12604
11324,36,12701
1207,36,12719
172,36,12720
6627,36,12721
158,36,12722
1826,36,12723
245,36,12724
277,36,12725
1162,36,12726
1874,36,12729
786,36,12732
1446,36,12733
867,36,12734
118,36,12736
1910,36,12737
320,36,12738
1886,36,12740
351,36,12741
181,36,12742
389,36,12743
178,36,12745
937,36,12746
1714,36,12747
2076,36,12748
300,36,12749
187,36,12750
1054,36,12751
242,36,12752
7221,36,12754
4042,36,12758
1649,36,12759
482,36,12760
512,36,12762
942,36,12763
1802,36,12764
885,36,12765
437,36,12766
126,36,12767
1131,36,12768
253,36,12769
296,36,12770
14511,36,12771
2297,36,12775
2180,36,12776
764,36,12777
633,36,12778
2460,36,12779
2312,36,12780
307,36,12781
1668,36,12783
94,36,12784
1024,36,12785
665,36,12786
452,36,12787
2908,36,12788
1838,36,12789
4518,36,12790
737,36,12791
335,36,12792
14707,36,12801
7567,36,12803
26540,36,12804
306,36,12808
3528,36,12809
627,36,12810
127,36,12811
150,36,12812
1574,36,12814
871,36,12815
4610,36,12816
2274,36,12817
403,36,12819
2750,36,12821
6200,36,12822
238,36,12823
894,36,12824
3877,36,12827
9448,36,12828
17416,36,12831
7106,36,12832
4401,36,12833
6594,36,12834
2603,36,12835
574,36,12836
857,36,12837
608,36,12838
13588,36,12839
77,36,12841
1166,36,12842
600,36,12843
199,36,12844
4842,36,12845
3298,36,12846
605,36,12847
385,36,12849
2835,36,12850
366,36,12851
436,36,12852
1770,36,12853
259,36,12855
187,36,12856
498,36,12857
59,36,12858
2220,36,12859
748,36,12860
609,36,12861
17,36,12862
533,36,12863
36,36,12864
3663,36,12865
36915,36,12866
1509,36,12870
4084,36,12871
31,36,12872
736,36,12873
142,36,12874
719,36,12878
5025,36,12883
486,36,12884
4602,36,12885
269,36,12886
4972,36,12887
33439,36,12901
1217,36,12903
2148,36,12910
36,36,12911
1998,36,12912
1157,36,12913
1044,36,12914
2135,36,12916
1403,36,12917
2381,36,12918
3037,36,12919
2842,36,12920
2410,36,12921
65,36,12922
632,36,12923
158,36,12924
2208,36,12926
224,36,12927
2028,36,12928
3938,36,12929
634,36,12930
1236,36,12932
17,36,12933
1074,36,12934
1748,36,12935
599,36,12936
1572,36,12937
205,36,12939
1428,36,12941
646,36,12942
459,36,12943
4080,36,12944
638,36,12945
5492,36,12946
929,36,12950
546,36,12952
15836,36,12953
381,36,12955
1259,36,12956
1726,36,12957
1929,36,12958
1369,36,12959
1148,36,12960
180,36,12961
5499,36,12962
161,36,12964
516,36,12965
2915,36,12966
1223,36,12967
423,36,12969
963,36,12970
6364,36,12972
187,36,12973
1599,36,12974
265,36,12975
260,36,12976
1753,36,12977
403,36,12978
2304,36,12979
1304,36,12980
2253,36,12981
7494,36,12983
1072,36,12985
6120,36,12986
201,36,12987
1010,36,12989
4778,36,12992
1623,36,12993
2086,36,12996
1239,36,12997
526,36,12998
150,36,13020
39506,36,13021
1733,36,13024
1914,36,13026
31637,36,13027
1350,36,13028
7109,36,13029
3892,36,13030
15551,36,13031
12790,36,13032
3556,36,13033
1989,36,13034
8617,36,13035
8680,36,13036
8897,36,13037
17537,36,13039
2758,36,13040
10705,36,13041
2356,36,13042
2512,36,13044
30112,36,13045
153,36,13051
1679,36,13052
5015,36,13053
1582,36,13054
14992,36,13057
2806,36,13060
1040,36,13061
173,36,13062
1898,36,13063
64,36,13064
12390,36,13066
5368,36,13068
24931,36,13069
1023,36,13071
1123,36,13072
6423,36,13073
4488,36,13074
2393,36,13076
6735,36,13077
9866,36,13078
3631,36,13080
1169,36,13081
4871,36,13082
1809,36,13083
4409,36,13084
168,36,13087
22156,36,13088
30124,36,13090
2606,36,13092
2508,36,13101
85,36,13102
326,36,13103
15567,36,13104
6175,36,13108
2338,36,13110
1700,36,13111
1973,36,13112
287,36,13113
6356,36,13114
224,36,13115
3457,36,13116
188,36,13117
6382,36,13118
2328,36,13120
1174,36,13122
314,36,13123
124,36,13124
37205,36,13126
3895,36,13131
4244,36,13132
119,36,13134
6617,36,13135
534,36,13136
61,36,13138
4488,36,13140
596,36,13141
6451,36,13142
2873,36,13143
1531,36,13144
1926,36,13145
2443,36,13146
1281,36,13147
10750,36,13148
7941,36,13152
399,36,13153
663,36,13155
2000,36,13156
695,36,13157
1855,36,13158
5184,36,13159
2027,36,13160
385,36,13162
339,36,13163
2338,36,13164
10741,36,13165
5610,36,13166
3342,36,13167
5438,36,13202
16029,36,13203
19931,36,13204
19201,36,13205
16443,36,13206
13897,36,13207
22854,36,13208
13243,36,13209
27606,36,13210
6517,36,13211
20356,36,13212
8793,36,13214
15245,36,13215
15363,36,13219
8891,36,13224
0,36,13290
98,36,13301
1610,36,13302
1153,36,13303
1684,36,13304
293,36,13305
3625,36,13308
5889,36,13309
624,36,13310
331,36,13312
526,36,13313
443,36,13314
1419,36,13315
6460,36,13316
3784,36,13317
1325,36,13318
1079,36,13319
2018,36,13320
1049,36,13321
1076,36,13322
11323,36,13323
2149,36,13324
866,36,13325
5561,36,13326
2056,36,13327
1267,36,13328
3889,36,13329
189,36,13331
2460,36,13332
62,36,13333
1374,36,13334
1590,36,13335
790,36,13337
1206,36,13338
6941,36,13339
8205,36,13340
102,36,13341
165,36,13342
1658,36,13343
177,36,13345
6735,36,13346
1469,36,13348
10093,36,13350
65,36,13352
86,36,13353
3342,36,13354
905,36,13355
11096,36,13357
333,36,13360
824,36,13361
60,36,13362
2315,36,13363
243,36,13364
8906,36,13365
8830,36,13367
1118,36,13368
1534,36,13402
7372,36,13403
236,36,13404
725,36,13406
5453,36,13407
4280,36,13408
2374,36,13409
241,36,13410
3264,36,13411
16135,36,13413
77,36,13415
2271,36,13416
3305,36,13417
255,36,13418
1266,36,13420
14125,36,13421
2725,36,13424
1970,36,13425
1635,36,13428
2069,36,13431
1820,36,13433
286,36,13435
108,36,13436
460,36,13437
3789,36,13438
3950,36,13439
42986,36,13440
51,36,13441
104,36,13450
4629,36,13452
826,36,13454
4164,36,13456
2222,36,13459
4429,36,13460
3083,36,13461
1189,36,13464
451,36,13468
847,36,13469
725,36,13470
3540,36,13471
310,36,13472
766,36,13473
28,36,13475
3032,36,13476
1452,36,13477
3083,36,13478
3532,36,13480
256,36,13483
176,36,13484
1132,36,13485
815,36,13486
98,36,13488
658,36,13489
1361,36,13490
3641,36,13491
11596,36,13492
2070,36,13493
314,36,13494
2144,36,13495
38546,36,13501
33257,36,13502
38158,36,13601
3881,36,13602
9760,36,13603
4777,36,13605
2716,36,13606
1822,36,13607
1719,36,13608
2852,36,13612
2726,36,13613
357,36,13614
1271,36,13615
1880,36,13616
11299,36,13617
1711,36,13618
