zipCode,rent_201501,rent_imputed,homeprice_201501,homeprice_imputed,valuechange_5year,valchange_imputed
58355,1203.5,1,150000,1,0.0434468091069942,1
58356,1130.5,1,183875,1,0.0798975328465254,1
58357,1130.5,1,232700,1,0.0790127051079105,1
58361,1217,1,135900,1,0.0434468091069942,1
58362,1217,1,221575,1,0.0696300611261615,1
58363,1217,1,244350,1,0.0790127051079105,1
58365,1217,1,195925,1,0.0599589573767341,1
58366,1196,1,244350,1,0.0790127051079105,1
58367,1217,1,244350,1,0.0790127051079105,1
58368,1130.5,1,244350,1,0.0790127051079105,1
58369,1217,1,244350,1,0.0790127051079105,1
58370,1217,1,135450,1,0.0696300611261615,1
58372,1217,1,195925,1,0.0599589573767341,1
58374,1130.5,1,195775,1,0.0798975328465254,1
58377,1217,1,168975,1,0.0599589573767341,1
58379,1217,1,135450,1,0.056870813182617,1
58380,1217,1,135450,1,0.0434468091069942,1
58381,1217,1,135450,1,0.0434468091069942,1
58382,1217,1,135450,1,0.0434468091069942,1
58384,1196,1,244350,1,0.0790127051079105,1
58385,1196,1,244350,1,0.0790127051079105,1
58386,1196,1,244350,1,0.0790127051079105,1
58402,1130.5,1,173150,1,0.0759245609137934,1
58405,1130.5,1,136650,1,0.0408876474227868,1
58413,1126.75,1,173150,1,0.0759245609137934,1
58415,1130.5,1,136650,1,0.0408876474227868,1
58416,1217,1,135450,1,0.0434468091069942,1
58418,1130.5,1,232700,1,0.0790127051079105,1
58420,1130.5,1,173150,1,0.0759245609137934,1
58422,1130.5,1,232700,1,0.0790127051079105,1
58423,1130.5,1,266050,1,0.0790127051079105,1
58424,1130.5,1,173150,1,0.0759245609137934,1
58425,1217,1,135900,1,0.0434468091069942,1
58426,1130.5,1,135450,1,0.0455737165901454,1
58428,1130.5,1,232700,1,0.0790127051079105,1
58429,1130.5,1,124175,1,0.0455737165901454,1
58430,1130.5,1,266050,1,0.0790127051079105,1
58431,1130.5,1,136650,1,0.0408876474227868,1
58433,1130.5,1,136650,1,0.0408876474227868,1
58438,1130.5,1,266050,1,0.0790127051079105,1
58439,1126.75,1,173150,1,0.0759245609137934,1
58440,1130.5,1,173150,1,0.0759245609137934,1
58441,1126.75,1,136650,1,0.0408876474227868,1
58442,1130.5,1,173150,1,0.0759245609137934,1
58443,1130.5,1,135450,1,0.0455737165901454,1
58444,1130.5,1,266050,1,0.0790127051079105,1
58445,1130.5,1,135450,1,0.0543709293992547,1
58448,1180.25,1,135450,1,0.0455737165901454,1
58451,1130.5,1,266050,1,0.0790127051079105,1
58452,1217,1,135450,1,0.0455737165901454,1
58454,1130.5,1,173150,1,0.0759245609137934,1
58455,1130.5,1,135450,1,0.0455737165901454,1
58456,1130.5,1,173150,1,0.0759245609137934,1
58458,1130.5,1,136650,1,0.0408876474227868,1
58460,1130.5,1,173150,1,0.0759245609137934,1
58461,1130.5,1,136650,1,0.0408876474227868,1
58463,1130.5,1,266050,1,0.0790127051079105,1
58464,1196,1,135450,1,0.0455737165901454,1
58466,1130.5,1,136650,1,0.0408876474227868,1
58467,1130.5,1,173150,1,0.0759245609137934,1
58472,1130.5,1,136650,1,0.0408876474227868,1
58475,1130.5,1,232700,1,0.0790127051079105,1
58476,1130.5,1,173150,1,0.0798975328465254,1
58477,1130.5,1,266050,1,0.0790127051079105,1
58478,1130.5,1,232700,1,0.0790127051079105,1
