zipcode,state,actual_med_income,predicted_med_income,residual,abs_residual
18457,42,56042,49992.02349,6049.97651,6049.97651
18458,42,52656,68283.34201,-15627.34201,15627.34201
18459,42,27813,47083.97236,-19270.97236,19270.97236
18460,42,51979,47083.97236,4895.027643,4895.027643
18461,42,36563,47083.97236,-10520.97236,10520.97236
18462,42,41071,47083.97236,-6012.972357,6012.972357
18463,42,57273,61723.9646,-4450.964602,4450.964602
18464,42,59000,61723.9646,-2723.964602,2723.964602
18465,42,47292,47083.97236,208.0276434,208.0276434
18469,42,46406,51484.22667,-5078.226667,5078.226667
18471,42,121771,47083.97236,74687.02764,74687.02764
18472,42,47560,47083.97236,476.0276434,476.0276434
18503,42,15724,26492.03006,-10768.03006,10768.03006
18504,42,41693,35005.08299,6687.917012,6687.917012
18505,42,38796,35005.08299,3790.917012,3790.917012
18508,42,36118,35005.08299,1112.917012,1112.917012
18509,42,43648,35005.08299,8642.917012,8642.917012
18512,42,44688,35005.08299,9682.917012,9682.917012
18517,42,41901,43510.07883,-1609.07883,1609.07883
18518,42,49347,43510.07883,5836.92117,5836.92117
18519,42,38990,35005.08299,3984.917012,3984.917012
18602,42,102857,43510.07883,59346.92117,59346.92117
18612,42,61291,57670.76667,3620.233333,3620.233333
18615,42,51094,47083.97236,4010.027643,4010.027643
18616,42,32212,47083.97236,-14871.97236,14871.97236
18617,42,26435,35005.08299,-8570.082988,8570.082988
18618,42,59798,46295.85534,13502.14466,13502.14466
18619,42,46406,47083.97236,-677.9723566,677.9723566
18621,42,44093,43510.07883,582.9211697,582.9211697
18622,42,31944,43510.07883,-11566.07883,11566.07883
18625,42,55078,47083.97236,7994.027643,7994.027643
18626,42,53333,47083.97236,6249.027643,6249.027643
18628,42,40625,35005.08299,5619.917012,5619.917012
18629,42,48787,47083.97236,1703.027643,1703.027643
18630,42,49808,48717.85045,1090.149549,1090.149549
18631,42,58791,43510.07883,15280.92117,15280.92117
18632,42,36406,47083.97236,-10677.97236,10677.97236
18634,42,37220,35005.08299,2214.917012,2214.917012
18635,42,45651,48717.85045,-3066.850451,3066.850451
18636,42,54569,47083.97236,7485.027643,7485.027643
18640,42,44152,43510.07883,641.9211697,641.9211697
18641,42,46379,43510.07883,2868.92117,2868.92117
18642,42,42139,43510.07883,-1371.07883,1371.07883
18643,42,50817,43510.07883,7306.92117,7306.92117
18644,42,48576,43510.07883,5065.92117,5065.92117
18653,42,41667,43510.07883,-1843.07883,1843.07883
18655,42,48542,48717.85045,-175.8504515,175.8504515
18656,42,54615,51484.22667,3130.773333,3130.773333
18657,42,50278,47083.97236,3194.027643,3194.027643
18661,42,44919,43510.07883,1408.92117,1408.92117
18701,42,15227,26492.03006,-11265.03006,11265.03006
18702,42,37212,35005.08299,2206.917012,2206.917012
18704,42,47977,35005.08299,12971.91701,12971.91701
18705,42,38834,35005.08299,3828.917012,3828.917012
18706,42,39239,35005.08299,4233.917012,4233.917012
18707,42,75613,57670.76667,17942.23333,17942.23333
18708,42,75254,57670.76667,17583.23333,17583.23333
18709,42,31667,35005.08299,-3338.082988,3338.082988
18801,42,49944,47083.97236,2860.027643,2860.027643
18812,42,65556,61723.9646,3832.035398,3832.035398
18814,42,44688,47083.97236,-2395.972357,2395.972357
18816,42,42188,47083.97236,-4895.972357,4895.972357
18817,42,35781,47083.97236,-11302.97236,11302.97236
18818,42,50789,51484.22667,-695.2266667,695.2266667
18822,42,47520,47083.97236,436.0276434,436.0276434
18823,42,43472,47083.97236,-3611.972357,3611.972357
18824,42,48654,47083.97236,1570.027643,1570.027643
18825,42,47813,47083.97236,729.0276434,729.0276434
18826,42,51111,47083.97236,4027.027643,4027.027643
18829,42,47750,48717.85045,-967.8504515,967.8504515
18830,42,55125,49992.02349,5132.97651,5132.97651
18831,42,39474,47083.97236,-7609.972357,7609.972357
18834,42,52028,47083.97236,4944.027643,4944.027643
18837,42,45161,48717.85045,-3556.850451,3556.850451
18840,42,48731,47083.97236,1647.027643,1647.027643
18842,42,53542,47083.97236,6458.027643,6458.027643
18843,42,49097,47083.97236,2013.027643,2013.027643
18844,42,60294,47083.97236,13210.02764,13210.02764
18845,42,50179,47083.97236,3095.027643,3095.027643
18846,42,55781,47083.97236,8697.027643,8697.027643
18847,42,38404,47083.97236,-8679.972357,8679.972357
18848,42,48580,47083.97236,1496.027643,1496.027643
18850,42,50234,47083.97236,3150.027643,3150.027643
18851,42,44000,49992.02349,-5992.02349,5992.02349
18853,42,55795,48717.85045,7077.149549,7077.149549
18854,42,52750,47083.97236,5666.027643,5666.027643
18902,42,113606,107168.6996,6437.300429,6437.300429
18913,42,185337,107168.6996,78168.30043,78168.30043
18917,42,52109,67119.72857,-15010.72857,15010.72857
18920,42,98194,92801.75,5392.25,5392.25
18923,42,115221,124538.9524,-9317.952381,9317.952381
18925,42,125750,124538.9524,1211.047619,1211.047619
18929,42,133226,107168.6996,26057.30043,26057.30043
18930,42,83438,72575.51374,10862.48626,10862.48626
18938,42,96685,107208.5238,-10523.52381,10523.52381
18940,42,114423,107168.6996,7254.300429,7254.300429
18942,42,72442,72575.51374,-133.5137363,133.5137363
18944,42,78312,81702.10886,-3390.108861,3390.108861
18947,42,115725,92801.75,22923.25,22923.25
18950,42,133800,74586.77778,59213.22222,59213.22222
18951,42,66162,72575.51374,-6413.513736,6413.513736
18954,42,120959,107168.6996,13790.30043,13790.30043
18955,42,63629,67119.72857,-3490.728571,3490.728571
18960,42,68159,72575.51374,-4416.513736,4416.513736
18966,42,88549,86257.43155,2291.568445,2291.568445
18969,42,75465,72575.51374,2889.486264,2889.486264
18970,42,69286,67119.72857,2166.271429,2166.271429
18972,42,62689,74586.77778,-11897.77778,11897.77778
18976,42,89817,86257.43155,3559.568445,3559.568445
18980,42,96000,74586.77778,21413.22222,21413.22222
19002,42,100326,92801.75,7524.25,7524.25
19004,42,104933,107168.6996,-2235.699571,2235.699571
19006,42,90234,92801.75,-2567.75,2567.75
19007,42,48032,52754.76619,-4722.766187,4722.766187
19009,42,76111,81785.12381,-5674.12381,5674.12381
19012,42,86555,81702.10886,4852.891139,4852.891139
19013,42,27289,26492.03006,796.9699399,796.9699399
19014,42,75373,81702.10886,-6329.108861,6329.108861
19015,42,55788,57670.76667,-1882.766667,1882.766667
19017,42,77107,81785.12381,-4678.12381,4678.12381
19021,42,57052,52754.76619,4297.233813,4297.233813
19022,42,39243,35005.08299,4237.917012,4237.917012
19023,42,38790,26492.03006,12297.96994,12297.96994
19025,42,110000,107168.6996,2831.300429,2831.300429
19026,42,66783,68283.34201,-1500.342007,1500.342007
19027,42,69793,72575.51374,-2782.513736,2782.513736
19029,42,50756,46295.85534,4460.144663,4460.144663
19030,42,61776,67119.72857,-5343.728571,5343.728571
19031,42,82917,92801.75,-9884.75,9884.75
19032,42,54388,46295.85534,8092.144663,8092.144663
19033,42,63216,68283.34201,-5067.342007,5067.342007
19034,42,112813,128151.5478,-15338.54783,15338.54783
19035,42,161667,124538.9524,37128.04762,37128.04762
19036,42,53364,57670.76667,-4306.766667,4306.766667
19038,42,82275,81702.10886,572.8911392,572.8911392
19040,42,69807,72575.51374,-2768.513736,2768.513736
19041,42,123080,107168.6996,15911.30043,15911.30043
19043,42,49231,59253.44216,-10022.44216,10022.44216
19044,42,68913,72575.51374,-3662.513736,3662.513736
19046,42,78715,86257.43155,-7542.431555,7542.431555
19047,42,81100,72575.51374,8524.486264,8524.486264
19053,42,74219,72575.51374,1643.486264,1643.486264
19054,42,67637,67119.72857,517.2714286,517.2714286
19055,42,64422,67119.72857,-2697.728571,2697.728571
19056,42,69314,67119.72857,2194.271429,2194.271429
19057,42,62863,52754.76619,10108.23381,10108.23381
19060,42,123227,107168.6996,16058.30043,16058.30043
19061,42,56412,57670.76667,-1258.766667,1258.766667
19064,42,93000,81702.10886,11297.89114,11297.89114
19066,42,191711,169775.386,21935.61404,21935.61404
19067,42,91182,86257.43155,4924.568445,4924.568445
19070,42,67284,67119.72857,164.2714286,164.2714286
19072,42,107959,107168.6996,790.3004292,790.3004292
19073,42,98297,107168.6996,-8871.699571,8871.699571
19074,42,69423,59253.44216,10169.55784,10169.55784
19075,42,90132,81702.10886,8429.891139,8429.891139
19076,42,67727,52754.76619,14972.23381,14972.23381
19078,42,57211,68283.34201,-11072.34201,11072.34201
19079,42,41096,46295.85534,-5199.855337,5199.855337
19081,42,90275,81702.10886,8572.891139,8572.891139
19082,42,38029,35005.08299,3023.917012,3023.917012
19083,42,90946,81702.10886,9243.891139,9243.891139
19085,42,178233,169775.386,8457.614035,8457.614035
19086,42,91318,93776.34667,-2458.346667,2458.346667
19087,42,108409,107168.6996,1240.300429,1240.300429
19094,42,47395,52754.76619,-5359.766187,5359.766187
19095,42,67170,86257.43155,-19087.43155,19087.43155
19096,42,111563,128151.5478,-16588.54783,16588.54783
19102,42,76962,72575.51374,4386.486264,4386.486264
19103,42,63709,86257.43155,-22548.43155,22548.43155
19106,42,93720,81702.10886,12017.89114,12017.89114
19111,42,44123,46295.85534,-2172.855337,2172.855337
19114,42,54074,52754.76619,1319.233813,1319.233813
19115,42,45799,59253.44216,-13454.44216,13454.44216
19116,42,48058,59253.44216,-11195.44216,11195.44216
19118,42,77271,81702.10886,-4431.108861,4431.108861
19119,42,58378,52754.76619,5623.233813,5623.233813
19120,42,33966,26492.03006,7473.96994,7473.96994
19121,42,16105,26492.03006,-10387.03006,10387.03006
19122,42,23509,41685.6773,-18176.6773,18176.6773
19123,42,48798,60366.12863,-11568.12863,11568.12863
19124,42,28726,26492.03006,2233.96994,2233.96994
19125,42,41186,41685.6773,-499.6772983,499.6772983
19126,42,40031,46295.85534,-6264.855337,6264.855337
19128,42,62052,72575.51374,-10523.51374,10523.51374
19130,42,62721,66747.21833,-4026.218329,4026.218329
19132,42,24233,26492.03006,-2259.03006,2259.03006
19133,42,14185,26492.03006,-12307.03006,12307.03006
19135,42,35859,35005.08299,853.9170124,853.9170124
19136,42,44641,46295.85534,-1654.855337,1654.855337
19137,42,43522,46295.85534,-2773.855337,2773.855337
19138,42,34795,26492.03006,8302.96994,8302.96994
19139,42,24627,26492.03006,-1865.03006,1865.03006
19140,42,22654,26492.03006,-3838.03006,3838.03006
19141,42,29601,26492.03006,3108.96994,3108.96994
19142,42,30306,26492.03006,3813.96994,3813.96994
19143,42,30995,26492.03006,4502.96994,4502.96994
19144,42,29961,26492.03006,3468.96994,3468.96994
19145,42,35761,35005.08299,755.9170124,755.9170124
19147,42,60400,66747.21833,-6347.218329,6347.218329
19148,42,39413,35005.08299,4407.917012,4407.917012
19149,42,36906,35005.08299,1900.917012,1900.917012
19152,42,50584,46295.85534,4288.144663,4288.144663
19153,42,47138,46295.85534,842.1446629,842.1446629
19154,42,58319,59253.44216,-934.4421642,934.4421642
19301,42,98148,86257.43155,11890.56845,11890.56845
19311,42,93628,74586.77778,19041.22222,19041.22222
19312,42,123777,128151.5478,-4374.547826,4374.547826
19316,42,133828,74586.77778,59241.22222,59241.22222
19317,42,106667,107168.6996,-501.6995708,501.6995708
19320,42,67460,67119.72857,340.2714286,340.2714286
19330,42,68772,72575.51374,-3803.513736,3803.513736
19335,42,91997,92801.75,-804.75,804.75
19341,42,90114,86257.43155,3856.568445,3856.568445
19342,42,80429,86257.43155,-5828.431555,5828.431555
19344,42,59896,67119.72857,-7223.728571,7223.728571
19348,42,90196,86257.43155,3938.568445,3938.568445
19350,42,126621,107168.6996,19452.30043,19452.30043
19352,42,121241,107168.6996,14072.30043,14072.30043
19355,42,109706,107208.5238,2497.47619,2497.47619
19358,42,46875,67119.72857,-20244.72857,20244.72857
19362,42,61920,59253.44216,2666.557836,2666.557836
19363,42,62548,67119.72857,-4571.728571,4571.728571
19372,42,75347,66747.21833,8599.781671,8599.781671
19373,42,177813,128151.5478,49661.45217,49661.45217
19374,42,95519,74586.77778,20932.22222,20932.22222
19380,42,84843,86257.43155,-1414.431555,1414.431555
19382,42,90873,92801.75,-1928.75,1928.75
19401,42,48791,41685.6773,7105.322702,7105.322702
19403,42,76178,72575.51374,3602.486264,3602.486264
19405,42,50450,52754.76619,-2304.766187,2304.766187
19406,42,74104,66747.21833,7356.781671,7356.781671
19425,42,150192,145437.5455,4754.454545,4754.454545
19426,42,108814,107168.6996,1645.300429,1645.300429
19428,42,75136,52754.76619,22381.23381,22381.23381
19436,42,54519,107168.6996,-52649.69957,52649.69957
19437,42,215338,74586.77778,140751.2222,140751.2222
19440,42,74223,74586.77778,-363.7777778,363.7777778
19444,42,115993,107168.6996,8824.300429,8824.300429
19453,42,50000,57670.76667,-7670.766667,7670.766667
19454,42,87658,86257.43155,1400.568445,1400.568445
19456,42,118689,67119.72857,51569.27143,51569.27143
19457,42,68929,67119.72857,1809.271429,1809.271429
19460,42,79227,81702.10886,-2475.108861,2475.108861
19462,42,86552,86257.43155,294.5684455,294.5684455
19464,42,55900,57670.76667,-1770.766667,1770.766667
19465,42,81998,81702.10886,295.8911392,295.8911392
19468,42,71923,81702.10886,-9779.108861,9779.108861
19473,42,89224,93776.34667,-4552.346667,4552.346667
19474,42,106607,74586.77778,32020.22222,32020.22222
19492,42,63269,72575.51374,-9306.513736,9306.513736
19501,42,44886,49992.02349,-5106.02349,5106.02349
19503,42,56505,61723.9646,-5218.964602,5218.964602
19505,42,60511,61723.9646,-1212.964602,1212.964602
19506,42,65797,61723.9646,4073.035398,4073.035398
19508,42,74730,61723.9646,13006.0354,13006.0354
19510,42,77520,81702.10886,-4182.108861,4182.108861
19511,42,70898,49992.02349,20905.97651,20905.97651
19512,42,57335,61723.9646,-4388.964602,4388.964602
19518,42,76946,81702.10886,-4756.108861,4756.108861
19520,42,68688,74586.77778,-5898.777778,5898.777778
19522,42,67914,61723.9646,6190.035398,6190.035398
19523,42,66528,49992.02349,16535.97651,16535.97651
19526,42,56426,51484.22667,4941.773333,4941.773333
19530,42,57153,61723.9646,-4570.964602,4570.964602
19534,42,64479,61723.9646,2755.035398,2755.035398
19536,42,44464,49992.02349,-5528.02349,5528.02349
19539,42,72788,61723.9646,11064.0354,11064.0354
19540,42,68306,72575.51374,-4269.513736,4269.513736
19543,42,76124,81702.10886,-5578.108861,5578.108861
19544,42,58125,47083.97236,11041.02764,11041.02764
19545,42,57765,49992.02349,7772.97651,7772.97651
19547,42,72292,61723.9646,10568.0354,10568.0354
19549,42,48472,47083.97236,1388.027643,1388.027643
19550,42,39318,47083.97236,-7765.972357,7765.972357
19551,42,62685,61723.9646,961.0353982,961.0353982
19554,42,57188,49992.02349,7195.97651,7195.97651
19555,42,53958,51484.22667,2473.773333,2473.773333
19559,42,64375,49992.02349,14382.97651,14382.97651
19562,42,59542,46295.85534,13246.14466,13246.14466
19565,42,56201,61723.9646,-5522.964602,5522.964602
19567,42,58101,51484.22667,6616.773333,6616.773333
19601,42,23935,26492.03006,-2557.03006,2557.03006
19602,42,21795,26492.03006,-4697.03006,4697.03006
19606,42,64047,57670.76667,6376.233333,6376.233333
19607,42,53919,46295.85534,7623.144663,7623.144663
19608,42,77551,72575.51374,4975.486264,4975.486264
19609,42,55231,57670.76667,-2439.766667,2439.766667
19610,42,69179,72575.51374,-3396.513736,3396.513736
19701,10,83056,81702.10886,1353.891139,1353.891139
19702,10,67510,52754.76619,14755.23381,14755.23381
19703,10,51739,52754.76619,-1015.766187,1015.766187
19706,10,71691,47083.97236,24607.02764,24607.02764
19709,10,94886,93776.34667,1109.653333,1109.653333
19711,10,72209,72575.51374,-366.5137363,366.5137363
19713,10,57044,46295.85534,10748.14466,10748.14466
19730,10,64149,49992.02349,14156.97651,14156.97651
19733,10,52188,49992.02349,2195.97651,2195.97651
19734,10,85283,81702.10886,3580.891139,3580.891139
19801,10,27394,26492.03006,901.9699399,901.9699399
19802,10,40394,46295.85534,-5901.855337,5901.855337
19803,10,97944,93776.34667,4167.653333,4167.653333
19804,10,53809,46295.85534,7513.144663,7513.144663
19805,10,41980,35005.08299,6974.917012,6974.917012
19807,10,172865,169775.386,3089.614035,3089.614035
19809,10,60726,52754.76619,7971.233813,7971.233813
19810,10,87325,81702.10886,5622.891139,5622.891139
19901,10,47232,47083.97236,148.0276434,148.0276434
19904,10,54368,57670.76667,-3302.766667,3302.766667
19930,10,62438,81702.10886,-19264.10886,19264.10886
19933,10,49935,49992.02349,-57.02348993,57.02348993
19934,10,64980,57670.76667,7309.233333,7309.233333
19936,10,51250,47083.97236,4166.027643,4166.027643
19938,10,68737,57670.76667,11066.23333,11066.23333
19939,10,56289,61723.9646,-5434.964602,5434.964602
19940,10,57594,46295.85534,11298.14466,11298.14466
19941,10,46582,35005.08299,11576.91701,11576.91701
19943,10,60628,51484.22667,9143.773333,9143.773333
19944,10,62000,61723.9646,276.0353982,276.0353982
19945,10,43677,41685.6773,1991.322702,1991.322702
19946,10,58125,46295.85534,11829.14466,11829.14466
19947,10,50329,49992.02349,336.9765101,336.9765101
19950,10,57857,51484.22667,6372.773333,6372.773333
19951,10,83088,61723.9646,21364.0354,21364.0354
19952,10,47951,46295.85534,1655.144663,1655.144663
19953,10,56205,51484.22667,4720.773333,4720.773333
19954,10,57292,46295.85534,10996.14466,10996.14466
19955,10,60000,47083.97236,12916.02764,12916.02764
19958,10,54938,61723.9646,-6785.964602,6785.964602
19960,10,50922,46295.85534,4626.144663,4626.144663
19962,10,67367,57670.76667,9696.233333,9696.233333
19963,10,52766,46295.85534,6470.144663,6470.144663
19964,10,66042,49992.02349,16049.97651,16049.97651
19966,10,51581,49992.02349,1588.97651,1588.97651
19967,10,55147,61723.9646,-6576.964602,6576.964602
19968,10,61250,61723.9646,-473.9646018,473.9646018
19970,10,62992,61723.9646,1268.035398,1268.035398
19971,10,61069,52754.76619,8314.233813,8314.233813
19973,10,45600,46295.85534,-695.8553371,695.8553371
19975,10,53023,61723.9646,-8700.964602,8700.964602
19977,10,59519,57670.76667,1848.233333,1848.233333
19979,10,51700,46295.85534,5404.144663,5404.144663
20001,11,78848,66747.21833,12100.78167,12100.78167
20002,11,65000,66747.21833,-1747.218329,1747.218329
20003,11,107966,86257.43155,21708.56845,21708.56845
20005,11,81864,86257.43155,-4393.431555,4393.431555
20006,11,30208,36258.12821,-6050.128205,6050.128205
20008,11,100953,86257.43155,14695.56845,14695.56845
20009,11,88684,66747.21833,21936.78167,21936.78167
20010,11,65287,66747.21833,-1460.218329,1460.218329
20011,11,54488,66747.21833,-12259.21833,12259.21833
20012,11,78356,107208.5238,-28852.52381,28852.52381
20015,11,159016,169775.386,-10759.38596,10759.38596
20016,11,118141,102807.5862,15333.41379,15333.41379
20017,11,56980,86257.43155,-29277.43155,29277.43155
20018,11,52317,86257.43155,-33940.43155,33940.43155
20019,11,34832,36258.12821,-1426.128205,1426.128205
20020,11,34685,36258.12821,-1573.128205,1573.128205
20024,11,72870,66747.21833,6122.781671,6122.781671
20032,11,31184,36258.12821,-5074.128205,5074.128205
20036,11,78935,86257.43155,-7322.431555,7322.431555
20037,11,76948,86257.43155,-9309.431555,9309.431555
20105,51,127464,124538.9524,2925.047619,2925.047619
20106,51,80031,81702.10886,-1671.108861,1671.108861
20109,51,65017,52754.76619,12262.23381,12262.23381
20110,51,75584,72575.51374,3008.486264,3008.486264
20111,51,85829,81702.10886,4126.891139,4126.891139
20112,51,139902,124538.9524,15363.04762,15363.04762
20115,51,70845,81702.10886,-10857.10886,10857.10886
20117,51,103214,86257.43155,16956.56845,16956.56845
20120,51,111272,107168.6996,4103.300429,4103.300429
20121,51,92115,92801.75,-686.75,686.75
20124,51,167400,145437.5455,21962.45455,21962.45455
20130,51,51458,81702.10886,-30244.10886,30244.10886
20132,51,129180,124538.9524,4641.047619,4641.047619
20136,51,128444,124538.9524,3905.047619,3905.047619
20137,51,108333,107168.6996,1164.300429,1164.300429
20139,51,144464,67119.72857,77344.27143,77344.27143
20141,51,124180,124538.9524,-358.952381,358.952381
20143,51,139938,107168.6996,32769.30043,32769.30043
20144,51,115667,107168.6996,8498.300429,8498.300429
20147,51,122115,107168.6996,14946.30043,14946.30043
20148,51,161433,145437.5455,15995.45455,15995.45455
20151,51,122054,92801.75,29252.25,29252.25
20152,51,144250,124538.9524,19711.04762,19711.04762
20155,51,127974,124538.9524,3435.047619,3435.047619
20158,51,120991,124538.9524,-3547.952381,3547.952381
20164,51,87288,86257.43155,1030.568445,1030.568445
20165,51,129827,124538.9524,5288.047619,5288.047619
20166,51,106797,92801.75,13995.25,13995.25
20170,51,104371,92801.75,11569.25,11569.25
20171,51,141433,128151.5478,13281.45217,13281.45217
20175,51,112815,107168.6996,5646.300429,5646.300429
20176,51,113668,107168.6996,6499.300429,6499.300429
20180,51,123594,124538.9524,-944.952381,944.952381
20186,51,78161,81702.10886,-3541.108861,3541.108861
20187,51,116206,107168.6996,9037.300429,9037.300429
20190,51,94806,92801.75,2004.25,2004.25
20191,51,108013,107168.6996,844.3004292,844.3004292
20194,51,131926,145437.5455,-13511.54545,13511.54545
20197,51,136677,145437.5455,-8760.545455,8760.545455
20198,51,61837,86257.43155,-24420.43155,24420.43155
20317,11,21591,58635.76812,-37044.76812,37044.76812
20601,24,93020,93776.34667,-756.3466667,756.3466667
20602,24,79611,81702.10886,-2091.108861,2091.108861
20603,24,102605,93776.34667,8828.653333,8828.653333
20606,24,58472,81702.10886,-23230.10886,23230.10886
20607,24,123851,124538.9524,-687.952381,687.952381
20609,24,53203,72575.51374,-19372.51374,19372.51374
20611,24,64773,92801.75,-28028.75,28028.75
20612,24,42143,74586.77778,-32443.77778,32443.77778
20613,24,106571,93776.34667,12794.65333,12794.65333
20615,24,114375,81702.10886,32672.89114,32672.89114
20616,24,91645,93776.34667,-2131.346667,2131.346667
20617,24,96042,93776.34667,2265.653333,2265.653333
20618,24,85875,68283.34201,17591.65799,17591.65799
20619,24,97114,81702.10886,15411.89114,15411.89114
20620,24,74801,81702.10886,-6901.108861,6901.108861
20621,24,61731,68283.34201,-6552.342007,6552.342007
20622,24,98750,92801.75,5948.25,5948.25
20623,24,139960,124538.9524,15421.04762,15421.04762
20624,24,68750,68283.34201,466.6579926,466.6579926
20625,24,62440,74586.77778,-12146.77778,12146.77778
20626,24,122969,81702.10886,41266.89114,41266.89114
20628,24,82159,93776.34667,-11617.34667,11617.34667
20629,24,143523,49992.02349,93530.97651,93530.97651
20630,24,118646,93776.34667,24869.65333,24869.65333
20632,24,50987,92801.75,-41814.75,41814.75
20634,24,79944,81702.10886,-1758.108861,1758.108861
20636,24,102500,107168.6996,-4668.699571,4668.699571
20637,24,128750,107168.6996,21581.30043,21581.30043
20639,24,123906,107168.6996,16737.30043,16737.30043
20640,24,68431,81702.10886,-13271.10886,13271.10886
20645,24,96000,93776.34667,2223.653333,2223.653333
20646,24,104971,107168.6996,-2197.699571,2197.699571
20653,24,73958,72575.51374,1382.486264,1382.486264
20657,24,90399,93776.34667,-3377.346667,3377.346667
20658,24,82000,81702.10886,297.8911392,297.8911392
20659,24,89831,93776.34667,-3945.346667,3945.346667
20662,24,85069,81702.10886,3366.891139,3366.891139
20664,24,64276,81702.10886,-17426.10886,17426.10886
20667,24,70699,72575.51374,-1876.513736,1876.513736
20670,24,60104,49992.02349,10111.97651,10111.97651
20674,24,91667,81702.10886,9964.891139,9964.891139
20675,24,89934,93776.34667,-3842.346667,3842.346667
20677,24,130857,107168.6996,23688.30043,23688.30043
20678,24,80087,81702.10886,-1615.108861,1615.108861
20680,24,76952,61723.9646,15228.0354,15228.0354
20684,24,89063,81702.10886,7360.891139,7360.891139
20685,24,109750,93776.34667,15973.65333,15973.65333
20687,24,60511,72575.51374,-12064.51374,12064.51374
20688,24,61458,81702.10886,-20244.10886,20244.10886
20689,24,127375,107168.6996,20206.30043,20206.30043
20690,24,95192,93776.34667,1415.653333,1415.653333
20692,24,74919,81702.10886,-6783.108861,6783.108861
20693,24,110924,107168.6996,3755.300429,3755.300429
20705,24,76486,92801.75,-16315.75,16315.75
20706,24,69879,81702.10886,-11823.10886,11823.10886
20708,24,60754,86257.43155,-25503.43155,25503.43155
20710,24,42962,52754.76619,-9792.766187,9792.766187
20711,24,69338,66747.21833,2590.781671,2590.781671
20712,24,44104,66747.21833,-22643.21833,22643.21833
20715,24,107361,93776.34667,13584.65333,13584.65333
20716,24,96409,93776.34667,2632.653333,2632.653333
20720,24,130890,124538.9524,6351.047619,6351.047619
20721,24,119851,124538.9524,-4687.952381,4687.952381
20722,24,56133,72575.51374,-16442.51374,16442.51374
20723,24,108318,107168.6996,1149.300429,1149.300429
20733,24,96311,93776.34667,2534.653333,2534.653333
20735,24,100651,93776.34667,6874.653333,6874.653333
20737,24,59427,52754.76619,6672.233813,6672.233813
20740,24,61952,72575.51374,-10623.51374,10623.51374
20744,24,90248,93776.34667,-3528.346667,3528.346667
20745,24,60629,72575.51374,-11946.51374,11946.51374
20746,24,62449,72575.51374,-10126.51374,10126.51374
20747,24,61188,81702.10886,-20514.10886,20514.10886
20748,24,62112,81702.10886,-19590.10886,19590.10886
20751,24,98241,107168.6996,-8927.699571,8927.699571
20754,24,109211,107168.6996,2042.300429,2042.300429
20755,24,58643,81785.12381,-23142.12381,23142.12381
20758,24,85179,92801.75,-7622.75,7622.75
20759,24,137216,145437.5455,-8221.545455,8221.545455
20762,24,51631,81785.12381,-30154.12381,30154.12381
20763,24,67330,66747.21833,582.7816712,582.7816712
20765,24,84573,81785.12381,2787.87619,2787.87619
20769,24,118990,124538.9524,-5548.952381,5548.952381
20770,24,59857,72575.51374,-12718.51374,12718.51374
20774,24,91855,93776.34667,-1921.346667,1921.346667
20776,24,94741,92801.75,1939.25,1939.25
20777,24,180583,145437.5455,35145.45455,35145.45455
20778,24,103550,124538.9524,-20988.95238,20988.95238
20781,24,66210,72575.51374,-6365.513736,6365.513736
20782,24,59574,72575.51374,-13001.51374,13001.51374
20783,24,57787,66747.21833,-8960.218329,8960.218329
20784,24,56678,72575.51374,-15897.51374,15897.51374
20785,24,60324,72575.51374,-12251.51374,12251.51374
20794,24,77313,86257.43155,-8944.431555,8944.431555
20815,24,131994,169775.386,-37781.38596,37781.38596
20816,24,168693,169775.386,-1082.385965,1082.385965
20817,24,170293,169775.386,517.6140351,517.6140351
20818,24,192891,169775.386,23115.61404,23115.61404
20832,24,119743,124538.9524,-4795.952381,4795.952381
20833,24,137411,145437.5455,-8026.545455,8026.545455
20837,24,122663,107168.6996,15494.30043,15494.30043
20838,24,132344,124538.9524,7805.047619,7805.047619
20839,24,54917,92801.75,-37884.75,37884.75
20841,24,149022,145437.5455,3584.454545,3584.454545
20842,24,78608,92801.75,-14193.75,14193.75
20851,24,82201,86257.43155,-4056.431555,4056.431555
20852,24,97600,92801.75,4798.25,4798.25
20853,24,100435,107168.6996,-6733.699571,6733.699571
20854,24,192648,169775.386,22872.61404,22872.61404
20855,24,120603,107168.6996,13434.30043,13434.30043
20860,24,109922,107168.6996,2753.300429,2753.300429
20861,24,161369,145437.5455,15931.45455,15931.45455
20866,24,93828,93776.34667,51.65333333,51.65333333
20868,24,130347,107168.6996,23178.30043,23178.30043
20871,24,126685,124538.9524,2146.047619,2146.047619
20872,24,103125,107168.6996,-4043.699571,4043.699571
20874,24,84560,93776.34667,-9216.346667,9216.346667
20877,24,64976,72575.51374,-7599.513736,7599.513736
20879,24,89182,81702.10886,7479.891139,7479.891139
20880,24,116429,74586.77778,41842.22222,41842.22222
20886,24,77136,81702.10886,-4566.108861,4566.108861
20895,24,122896,124538.9524,-1642.952381,1642.952381
20896,24,128750,74586.77778,54163.22222,54163.22222
20899,24,19375,74586.77778,-55211.77778,55211.77778
20901,24,93023,107168.6996,-14145.69957,14145.69957
20903,24,56903,66747.21833,-9844.218329,9844.218329
20904,24,70628,86257.43155,-15629.43155,15629.43155
20906,24,72354,86257.43155,-13903.43155,13903.43155
