zip,com_elecrate,ind_elecrate,res_elecrate
8360,12.804,10.874,13.777
8361,12.804,10.874,13.777
8401,12.804,10.874,13.777
8402,12.804,10.874,13.777
8403,12.804,10.874,13.777
8406,12.804,10.874,13.777
8501,11.696,9.6055,12.7155
8502,11.696,9.6055,12.7155
8505,11.693,8,13.349
8510,12.126,11.399,12.64
8511,12.126,11.399,12.64
8512,11.696,9.6055,12.7155
8514,12.126,11.399,12.64
8515,11.696,9.6055,12.7155
8518,11.693,8,13.349
8520,11.696,9.6055,12.7155
8525,11.696,9.6055,12.7155
8527,12.126,11.399,12.64
8528,11.266,7.812,12.791
8530,11.83733333,9.133,13.11266667
8533,12.126,11.399,12.64
8534,11.696,9.6055,12.7155
8535,12.126,11.399,12.64
8536,11.266,7.812,12.791
8540,11.266,7.812,12.791
8542,11.266,7.812,12.791
8544,11.266,7.812,12.791
8550,11.696,9.6055,12.7155
8551,11.696,9.6055,12.7155
8553,11.266,7.812,12.791
8554,11.693,8,13.349
8555,12.126,11.399,12.64
8556,12.126,11.399,12.64
8558,11.696,9.6055,12.7155
8559,10.82166667,8.683,11.96766667
8560,11.696,9.6055,12.7155
8561,12.126,11.399,12.64
8562,12.126,11.399,12.64
8608,11.266,7.812,12.791
8609,11.266,7.812,12.791
8610,11.266,7.812,12.791
8611,11.693,8,13.349
8618,11.266,7.812,12.791
8619,11.266,7.812,12.791
8620,11.266,7.812,12.791
8628,11.693,8,13.349
8629,11.266,7.812,12.791
8638,11.266,7.812,12.791
8640,12.126,11.399,12.64
8641,12.126,11.399,12.64
8648,11.266,7.812,12.791
8690,11.266,7.812,12.791
8691,11.696,9.6055,12.7155
8701,12.126,11.399,12.64
8720,12.126,11.399,12.64
8721,12.126,11.399,12.64
8722,12.126,11.399,12.64
8723,12.126,11.399,12.64
8724,12.126,11.399,12.64
8730,12.126,11.399,12.64
8731,12.465,11.1365,13.2085
8732,12.126,11.399,12.64
8733,12.126,11.399,12.64
8734,12.126,11.399,12.64
8735,12.126,11.399,12.64
8736,12.126,11.399,12.64
8738,12.126,11.399,12.64
8740,12.126,11.399,12.64
8741,12.126,11.399,12.64
8742,12.126,11.399,12.64
8750,12.126,11.399,12.64
8751,12.126,11.399,12.64
8752,12.465,11.1365,13.2085
8753,12.465,11.1365,13.2085
8755,12.126,11.399,12.64
8757,12.126,11.399,12.64
8758,12.465,11.1365,13.2085
8759,12.465,11.1365,13.2085
8801,12.126,11.399,12.64
8802,12.126,11.399,12.64
8804,12.126,11.399,12.64
8805,11.266,7.812,12.791
8807,11.696,9.6055,12.7155
8809,12.126,11.399,12.64
8810,11.696,9.6055,12.7155
8812,11.266,7.812,12.791
8816,11.696,9.6055,12.7155
8817,11.266,7.812,12.791
8820,11.266,7.812,12.791
8822,12.126,11.399,12.64
8823,11.266,7.812,12.791
8824,11.266,7.812,12.791
8825,10.1725,8.9305,10.998
8826,12.126,11.399,12.64
8827,12.126,11.399,12.64
8828,12.126,11.399,12.64
8829,12.126,11.399,12.64
8830,11.266,7.812,12.791
8831,11.696,9.6055,12.7155
8832,11.696,9.6055,12.7155
8833,12.126,11.399,12.64
8835,11.266,7.812,12.791
8836,11.696,9.6055,12.7155
8837,11.696,9.6055,12.7155
8840,11.266,7.812,12.791
8844,11.696,9.6055,12.7155
8846,11.266,7.812,12.791
8848,10.1725,8.9305,10.998
8850,11.266,7.812,12.791
8852,11.266,7.812,12.791
8853,11.696,9.6055,12.7155
8854,11.266,7.812,12.791
8857,12.126,11.399,12.64
8858,12.126,11.399,12.64
8859,12.126,11.399,12.64
8861,11.696,9.6055,12.7155
8863,11.266,7.812,12.791
8865,10.1725,8.9305,10.998
8867,12.126,11.399,12.64
8868,12.126,11.399,12.64
8869,11.266,7.812,12.791
8872,11.696,9.6055,12.7155
8873,11.266,7.812,12.791
8876,11.696,9.6055,12.7155
8879,12.126,11.399,12.64
8880,11.266,7.812,12.791
8882,11.696,9.6055,12.7155
8884,12.126,11.399,12.64
8886,12.126,11.399,12.64
8887,12.126,11.399,12.64
8888,12.126,11.399,12.64
8889,12.126,11.399,12.64
8901,11.266,7.812,12.791
8902,11.266,7.812,12.791
8904,11.266,7.812,12.791
10001,18.369,16.822,20.9
10002,18.369,16.822,20.9
10003,18.369,16.822,20.9
10004,18.369,16.822,20.9
10005,18.369,16.822,20.9
10006,18.369,16.822,20.9
10007,18.369,16.822,20.9
10009,18.369,16.822,20.9
10010,18.369,16.822,20.9
10011,18.369,16.822,20.9
10012,18.369,16.822,20.9
10013,18.369,16.822,20.9
10014,18.369,16.822,20.9
10016,18.369,16.822,20.9
10017,18.369,16.822,20.9
10018,18.369,16.822,20.9
10019,18.369,16.822,20.9
10020,18.369,16.822,20.9
10021,18.369,16.822,20.9
10022,18.369,16.822,20.9
10023,18.369,16.822,20.9
10024,18.369,16.822,20.9
10025,18.369,16.822,20.9
10026,18.369,16.822,20.9
10027,18.369,16.822,20.9
10028,18.369,16.822,20.9
10029,18.369,16.822,20.9
10030,18.369,16.822,20.9
10031,18.369,16.822,20.9
10032,18.369,16.822,20.9
10033,18.369,16.822,20.9
10034,18.369,16.822,20.9
10035,18.369,16.822,20.9
10036,18.369,16.822,20.9
10037,18.369,16.822,20.9
10038,18.369,16.822,20.9
10039,18.369,16.822,20.9
10040,18.369,16.822,20.9
10044,18.369,16.822,20.9
10045,18.369,16.822,20.9
10065,18.369,16.822,20.9
10069,18.369,16.822,20.9
10075,18.369,16.822,20.9
10105,18.369,16.822,20.9
10118,18.369,16.822,20.9
10119,18.369,16.822,20.9
10128,18.369,16.822,20.9
10158,18.369,16.822,20.9
10199,18.369,16.822,20.9
10278,18.369,16.822,20.9
10279,18.369,16.822,20.9
10280,14.8175,12.317,16.8455
10281,18.369,16.822,20.9
10282,18.369,16.822,20.9
10301,18.369,16.822,20.9
10302,18.369,16.822,20.9
10303,18.369,16.822,20.9
10304,18.369,16.822,20.9
10305,18.369,16.822,20.9
10306,18.369,16.822,20.9
10307,18.369,16.822,20.9
10308,18.369,16.822,20.9
10309,18.369,16.822,20.9
10310,18.369,16.822,20.9
10311,18.369,16.822,20.9
10312,18.369,16.822,20.9
10314,18.369,16.822,20.9
10451,18.369,16.822,20.9
10452,18.369,16.822,20.9
10453,18.369,16.822,20.9
10454,18.369,16.822,20.9
10455,18.369,16.822,20.9
10456,18.369,16.822,20.9
10457,18.369,16.822,20.9
10458,18.369,16.822,20.9
10459,18.369,16.822,20.9
10460,18.369,16.822,20.9
10461,18.369,16.822,20.9
10462,18.369,16.822,20.9
10463,18.369,16.822,20.9
10464,18.369,16.822,20.9
10465,18.369,16.822,20.9
10466,18.369,16.822,20.9
10467,18.369,16.822,20.9
10468,18.369,16.822,20.9
10469,18.369,16.822,20.9
10470,18.369,16.822,20.9
10471,18.369,16.822,20.9
10472,18.369,16.822,20.9
10473,18.369,16.822,20.9
10474,18.369,16.822,20.9
10475,18.369,16.822,20.9
10501,12.251,7.249,13.779
10502,18.369,16.822,20.9
10504,16.5935,14.617,19.193
10505,12.251,7.249,13.779
10506,15.146,12.161,17.38833333
10507,15.31,12.0355,17.3395
10509,13.5345,9.8305,15.6325
10510,18.369,16.822,20.9
10511,18.369,16.822,20.9
10512,11.1855,7.454,13.3025
10514,18.369,16.822,20.9
10516,11.1855,7.454,13.3025
10517,18.369,16.822,20.9
10518,12.251,7.249,13.779
10519,12.251,7.249,13.779
10520,18.369,16.822,20.9
10522,18.369,16.822,20.9
10523,18.369,16.822,20.9
10524,11.1855,7.454,13.3025
10526,12.251,7.249,13.779
10527,12.251,7.249,13.779
10528,18.369,16.822,20.9
10530,18.369,16.822,20.9
10532,18.369,16.822,20.9
10533,18.369,16.822,20.9
10535,15.31,12.0355,17.3395
10536,15.31,12.0355,17.3395
10537,13.58,10.57666667,15.835
10538,18.369,16.822,20.9
10541,15.31,12.0355,17.3395
10543,18.369,16.822,20.9
10546,18.369,16.822,20.9
10547,15.31,12.0355,17.3395
10548,18.369,16.822,20.9
10549,15.31,12.0355,17.3395
10550,18.369,16.822,20.9
10552,18.369,16.822,20.9
10553,18.369,16.822,20.9
10560,13.5345,9.8305,15.6325
10562,18.369,16.822,20.9
10566,18.369,16.822,20.9
10567,13.58,10.57666667,15.835
10570,18.369,16.822,20.9
10573,16.5935,14.617,19.193
10576,15.146,12.161,17.38833333
10577,16.5935,14.617,19.193
10578,12.251,7.249,13.779
10579,11.1855,7.454,13.3025
10580,18.369,16.822,20.9
10583,18.369,16.822,20.9
10588,15.31,12.0355,17.3395
10589,12.251,7.249,13.779
10590,13.5345,9.8305,15.6325
10591,18.369,16.822,20.9
10594,18.369,16.822,20.9
10595,18.369,16.822,20.9
10597,12.251,7.249,13.779
10598,15.31,12.0355,17.3395
10601,18.369,16.822,20.9
10603,18.369,16.822,20.9
10604,16.5935,14.617,19.193
10605,18.369,16.822,20.9
10606,18.369,16.822,20.9
10607,18.369,16.822,20.9
10701,18.369,16.822,20.9
10703,18.369,16.822,20.9
10704,18.369,16.822,20.9
10705,18.369,16.822,20.9
10706,18.369,16.822,20.9
10707,18.369,16.822,20.9
10708,18.369,16.822,20.9
10709,18.369,16.822,20.9
10710,18.369,16.822,20.9
10801,18.369,16.822,20.9
10803,18.369,16.822,20.9
10804,18.369,16.822,20.9
10805,18.369,16.822,20.9
10901,12.091,8.538,15.398
10910,12.091,8.538,15.398
10913,12.091,8.538,15.398
10914,11.1055,8.0985,14.112
10916,11.1055,8.0985,14.112
10917,12.091,8.538,15.398
10918,11.1055,8.0985,14.112
10919,12.091,8.538,15.398
10920,12.091,8.538,15.398
10921,12.091,8.538,15.398
10922,10.12,7.659,12.826
10923,12.091,8.538,15.398
10924,11.1055,8.0985,14.112
10925,11.6905,9.722,13.684
10926,12.091,8.538,15.398
10927,12.091,8.538,15.398
10928,11.1055,8.0985,14.112
10930,11.1055,8.0985,14.112
10931,12.091,8.538,15.398
10932,12.091,8.538,15.398
10933,12.091,8.538,15.398
10940,12.091,8.538,15.398
10941,11.1055,8.0985,14.112
10950,12.091,8.538,15.398
10952,12.091,8.538,15.398
10953,10.12,7.659,12.826
10954,12.091,8.538,15.398
10956,12.091,8.538,15.398
10958,12.091,8.538,15.398
10960,12.091,8.538,15.398
10962,12.091,8.538,15.398
10963,12.091,8.538,15.398
10964,11.6905,9.722,13.684
10965,12.091,8.538,15.398
10968,12.091,8.538,15.398
10969,12.091,8.538,15.398
10970,12.091,8.538,15.398
10973,12.091,8.538,15.398
10974,12.091,8.538,15.398
10975,11.1055,8.0985,14.112
10976,12.091,8.538,15.398
10977,12.091,8.538,15.398
10979,12.091,8.538,15.398
10980,11.1055,8.0985,14.112
10983,12.091,8.538,15.398
10984,12.091,8.538,15.398
10985,12.091,8.538,15.398
10986,11.1055,8.0985,14.112
10987,11.6905,9.722,13.684
10988,12.091,8.538,15.398
10989,12.091,8.538,15.398
10990,11.44566667,9.198666667,13.62133333
10992,11.1055,8.0985,14.112
10993,12.091,8.538,15.398
10994,12.091,8.538,15.398
10996,10.12,7.659,12.826
10998,12.091,8.538,15.398
11001,18.369,16.822,20.9
11003,18.369,16.822,20.9
11004,18.369,16.822,20.9
11005,18.369,16.822,20.9
11020,18.369,16.822,20.9
11021,18.369,16.822,20.9
11040,18.369,16.822,20.9
11042,18.369,16.822,20.9
11101,18.369,16.822,20.9
11102,18.369,16.822,20.9
11103,18.369,16.822,20.9
11104,18.369,16.822,20.9
11105,18.369,16.822,20.9
11106,18.369,16.822,20.9
11109,18.369,16.822,20.9
11201,18.369,16.822,20.9
11203,18.369,16.822,20.9
11204,18.369,16.822,20.9
11205,18.369,16.822,20.9
11206,18.369,16.822,20.9
11207,18.369,16.822,20.9
11208,18.369,16.822,20.9
11209,18.369,16.822,20.9
11210,18.369,16.822,20.9
11211,18.369,16.822,20.9
11212,18.369,16.822,20.9
11213,18.369,16.822,20.9
11214,18.369,16.822,20.9
11215,18.369,16.822,20.9
11216,18.369,16.822,20.9
11217,18.369,16.822,20.9
11218,18.369,16.822,20.9
11219,18.369,16.822,20.9
11220,18.369,16.822,20.9
11221,18.369,16.822,20.9
11222,18.369,16.822,20.9
11223,18.369,16.822,20.9
11224,18.369,16.822,20.9
11225,18.369,16.822,20.9
11226,18.369,16.822,20.9
11228,18.369,16.822,20.9
11229,18.369,16.822,20.9
11230,18.369,16.822,20.9
11231,18.369,16.822,20.9
11232,18.369,16.822,20.9
11233,18.369,16.822,20.9
11234,18.369,16.822,20.9
11235,18.369,16.822,20.9
11236,18.369,16.822,20.9
11237,18.369,16.822,20.9
11238,18.369,16.822,20.9
11239,18.369,16.822,20.9
11252,18.369,16.822,20.9
11354,18.369,16.822,20.9
11355,18.369,16.822,20.9
11356,18.369,16.822,20.9
11357,18.369,16.822,20.9
11358,18.369,16.822,20.9
11359,18.369,16.822,20.9
11360,18.369,16.822,20.9
11361,18.369,16.822,20.9
11362,18.369,16.822,20.9
11363,18.369,16.822,20.9
11364,18.369,16.822,20.9
11365,18.369,16.822,20.9
11366,18.369,16.822,20.9
11367,18.369,16.822,20.9
11368,18.369,16.822,20.9
11369,18.369,16.822,20.9
11370,18.369,16.822,20.9
11372,18.369,16.822,20.9
11373,18.369,16.822,20.9
11374,18.369,16.822,20.9
11375,18.369,16.822,20.9
11377,18.369,16.822,20.9
11378,18.369,16.822,20.9
11379,18.369,16.822,20.9
11385,18.369,16.822,20.9
11411,18.369,16.822,20.9
11412,18.369,16.822,20.9
11413,18.369,16.822,20.9
11414,18.369,16.822,20.9
11415,18.369,16.822,20.9
11416,18.369,16.822,20.9
11417,18.369,16.822,20.9
11418,18.369,16.822,20.9
11419,18.369,16.822,20.9
11420,18.369,16.822,20.9
11421,18.369,16.822,20.9
11422,18.369,16.822,20.9
11423,18.369,16.822,20.9
11426,18.369,16.822,20.9
11427,18.369,16.822,20.9
11428,18.369,16.822,20.9
11429,18.369,16.822,20.9
11430,18.369,16.822,20.9
11432,18.369,16.822,20.9
11433,18.369,16.822,20.9
11434,18.369,16.822,20.9
11435,18.369,16.822,20.9
11436,18.369,16.822,20.9
11559,18.369,16.822,20.9
11580,18.369,16.822,20.9
11581,18.369,16.822,20.9
11691,18.369,16.822,20.9
11692,18.369,16.822,20.9
11693,18.369,16.822,20.9
11694,18.369,16.822,20.9
12007,10.12,7.659,12.826
12008,14.348,18.305,14.978
12009,14.348,18.305,14.978
12010,14.348,18.305,14.978
12015,10.12,7.659,12.826
12017,14.14,11.603,14.6055
12018,13.2995,12.777,14.3785
12019,14.348,18.305,14.978
12020,13.2995,12.777,14.3785
12022,14.20933333,13.837,14.72966667
12023,12.234,12.982,13.902
12025,14.348,18.305,14.978
12027,14.348,18.305,14.978
12028,14.348,18.305,14.978
12029,14.45366667,12.41433333,15.09
12031,14.348,18.305,14.978
12032,14.348,18.305,14.978
12033,14.348,18.305,14.978
12035,14.348,18.305,14.978
12036,13.2995,12.777,14.3785
12037,13.2995,12.777,14.3785
12041,14.348,18.305,14.978
12042,10.12,7.659,12.826
12043,14.348,18.305,14.978
12046,12.234,12.982,13.902
12047,13.2995,12.777,14.3785
12051,10.12,7.659,12.826
12052,13.2995,12.777,14.3785
12053,14.348,18.305,14.978
12054,14.348,18.305,14.978
12056,14.348,18.305,14.978
12057,13.0535,13.225,13.978
12058,10.12,7.659,12.826
12059,12.234,12.982,13.902
12060,12.251,7.249,13.779
12061,13.2995,12.777,14.3785
12062,13.2995,12.777,14.3785
12063,14.348,18.305,14.978
12064,14.348,18.305,14.978
12065,13.2995,12.777,14.3785
12066,14.348,18.305,14.978
12067,12.234,12.982,13.902
12068,14.348,18.305,14.978
12070,14.348,18.305,14.978
12071,14.348,18.305,14.978
12072,14.348,18.305,14.978
12073,14.348,18.305,14.978
12074,14.348,18.305,14.978
12075,13.2995,12.777,14.3785
12076,12.23966667,11.071,13.861
12077,14.348,18.305,14.978
12078,14.348,18.305,14.978
12083,10.12,7.659,12.826
12084,14.348,18.305,14.978
12086,14.348,18.305,14.978
12087,10.12,7.659,12.826
12090,12.786,11.233,13.91166667
12092,14.348,18.305,14.978
12093,13.2995,12.777,14.3785
12094,14.348,18.305,14.978
12095,14.348,18.305,14.978
12106,12.23966667,11.071,13.861
12108,14.348,18.305,14.978
12110,14.348,18.305,14.978
12115,12.251,7.249,13.779
12116,13.2995,12.777,14.3785
12117,14.348,18.305,14.978
12118,13.2995,12.777,14.3785
12120,10.12,7.659,12.826
12121,13.2995,12.777,14.3785
12122,12.23966667,11.071,13.861
12123,13.2995,12.777,14.3785
12125,14.45366667,12.41433333,15.09
12130,13.2995,12.777,14.3785
12131,13.2995,12.777,14.3785
12134,14.348,18.305,14.978
12136,12.251,7.249,13.779
12137,14.348,18.305,14.978
12138,13.59675,12.414,14.29175
12139,14.348,18.305,14.978
12140,13.2995,12.777,14.3785
12143,12.234,12.982,13.902
12144,14.348,18.305,14.978
12147,12.234,12.982,13.902
12148,14.348,18.305,14.978
12149,14.348,18.305,14.978
12150,14.348,18.305,14.978
12151,13.2995,12.777,14.3785
12153,13.2995,12.777,14.3785
12154,13.2995,12.777,14.3785
12155,13.2995,12.777,14.3785
12156,12.234,12.982,13.902
12157,14.348,18.305,14.978
12158,12.234,12.982,13.902
12159,14.348,18.305,14.978
12160,14.348,18.305,14.978
12164,14.348,18.305,14.978
12165,12.251,7.249,13.779
12166,14.348,18.305,14.978
12167,13.2995,12.777,14.3785
12168,14.20933333,13.837,14.72966667
12169,13.2995,12.777,14.3785
12170,13.2995,12.777,14.3785
12172,10.12,7.659,12.826
12173,10.12,7.659,12.826
12175,13.2995,12.777,14.3785
12176,10.12,7.659,12.826
12180,14.348,18.305,14.978
12182,14.348,18.305,14.978
12183,14.348,18.305,14.978
12184,12.23966667,11.071,13.861
12185,14.348,18.305,14.978
12186,12.234,12.982,13.902
12187,14.348,18.305,14.978
12188,13.2995,12.777,14.3785
12189,14.348,18.305,14.978
12190,14.348,18.305,14.978
12192,12.234,12.982,13.902
12193,12.234,12.982,13.902
12194,14.348,18.305,14.978
12195,12.251,7.249,13.779
12196,13.2995,12.777,14.3785
12197,13.2995,12.777,14.3785
12198,13.2995,12.777,14.3785
12202,14.348,18.305,14.978
12203,14.348,18.305,14.978
12204,14.348,18.305,14.978
12205,14.348,18.305,14.978
12206,14.348,18.305,14.978
12207,14.348,18.305,14.978
12208,14.348,18.305,14.978
12209,14.348,18.305,14.978
12210,14.348,18.305,14.978
12211,14.348,18.305,14.978
12226,14.348,18.305,14.978
12246,14.348,18.305,14.978
12302,14.348,18.305,14.978
12303,14.348,18.305,14.978
12304,14.348,18.305,14.978
12305,14.348,18.305,14.978
12306,14.348,18.305,14.978
12307,14.348,18.305,14.978
12308,14.348,18.305,14.978
12309,14.348,18.305,14.978
12401,10.12,7.659,12.826
12404,10.12,7.659,12.826
12405,10.12,7.659,12.826
12406,12.251,7.249,13.779
12409,10.12,7.659,12.826
12410,11.1855,7.454,13.3025
12411,10.12,7.659,12.826
12412,11.1855,7.454,13.3025
12413,10.12,7.659,12.826
12414,12.234,12.982,13.902
12416,11.1855,7.454,13.3025
12417,10.12,7.659,12.826
12418,11.1855,7.454,13.3025
12419,10.12,7.659,12.826
12421,11.1855,7.454,13.3025
12422,10.12,7.659,12.826
12423,10.12,7.659,12.826
12424,11.1855,7.454,13.3025
12427,10.12,7.659,12.826
12428,11.48733333,7.815333333,14.001
12430,11.1855,7.454,13.3025
12431,10.12,7.659,12.826
12433,10.12,7.659,12.826
12434,12.251,7.249,13.779
12435,11.48733333,7.815333333,14.001
12436,11.1855,7.454,13.3025
12438,12.251,7.249,13.779
12439,11.1855,7.454,13.3025
12440,10.12,7.659,12.826
12441,12.251,7.249,13.779
12442,11.1855,7.454,13.3025
12443,10.12,7.659,12.826
12444,11.1855,7.454,13.3025
12446,10.12,7.659,12.826
12448,10.12,7.659,12.826
12449,10.12,7.659,12.826
12450,10.12,7.659,12.826
12451,10.12,7.659,12.826
12454,11.1855,7.454,13.3025
12455,11.1855,7.454,13.3025
12456,10.12,7.659,12.826
12457,11.1855,7.454,13.3025
12458,10.12,7.659,12.826
12459,12.251,7.249,13.779
12460,10.12,7.659,12.826
12461,10.12,7.659,12.826
12463,11.1855,7.454,13.3025
12464,11.1855,7.454,13.3025
12465,11.1855,7.454,13.3025
12466,10.12,7.659,12.826
12468,11.1855,7.454,13.3025
12469,12.23966667,11.071,13.861
12470,10.12,7.659,12.826
12472,10.12,7.659,12.826
12473,10.12,7.659,12.826
12474,12.251,7.249,13.779
12475,10.12,7.659,12.826
12477,12.234,12.982,13.902
12480,11.1855,7.454,13.3025
12481,10.12,7.659,12.826
12482,10.12,7.659,12.826
12484,10.12,7.659,12.826
12485,11.1855,7.454,13.3025
12486,10.12,7.659,12.826
12487,10.12,7.659,12.826
12491,10.12,7.659,12.826
12492,11.1855,7.454,13.3025
12494,11.1855,7.454,13.3025
12495,11.1855,7.454,13.3025
12496,11.1855,7.454,13.3025
12498,10.12,7.659,12.826
12501,12.39633333,9.106666667,14.697
12502,11.1855,7.454,13.3025
12503,11.1855,7.454,13.3025
12507,10.12,7.659,12.826
12508,10.12,7.659,12.826
12513,12.251,7.249,13.779
12514,10.12,7.659,12.826
12515,10.12,7.659,12.826
12516,11.1855,7.454,13.3025
12517,14.14,11.603,14.6055
12518,11.1055,8.0985,14.112
12520,10.12,7.659,12.826
12521,11.1855,7.454,13.3025
12522,11.1855,7.454,13.3025
12523,12.23966667,11.071,13.861
12524,10.12,7.659,12.826
12525,10.12,7.659,12.826
12526,12.234,12.982,13.902
12528,10.12,7.659,12.826
12529,14.14,11.603,14.6055
12531,11.1855,7.454,13.3025
12533,11.1855,7.454,13.3025
12534,12.23966667,11.071,13.861
12538,10.12,7.659,12.826
12540,11.1855,7.454,13.3025
12542,10.12,7.659,12.826
12543,10.12,7.659,12.826
12545,11.1855,7.454,13.3025
12546,13.3045,10.81925,14.88075
12547,10.12,7.659,12.826
12548,10.12,7.659,12.826
12549,11.1055,8.0985,14.112
12550,11.1055,8.0985,14.112
12553,11.1055,8.0985,14.112
12561,10.12,7.659,12.826
12563,13.5345,9.8305,15.6325
12564,12.39633333,9.106666667,14.697
12565,12.251,7.249,13.779
12566,11.1055,8.0985,14.112
12567,10.12,7.659,12.826
12569,10.12,7.659,12.826
12570,11.1855,7.454,13.3025
12571,12.234,12.982,13.902
12572,10.12,7.659,12.826
12575,11.1055,8.0985,14.112
12577,11.1055,8.0985,14.112
12578,10.12,7.659,12.826
12580,10.12,7.659,12.826
12581,10.12,7.659,12.826
12582,11.1855,7.454,13.3025
12583,12.234,12.982,13.902
12585,10.12,7.659,12.826
12586,11.1055,8.0985,14.112
12589,11.1055,8.0985,14.112
12590,10.12,7.659,12.826
12592,12.39633333,9.106666667,14.697
12594,12.39633333,9.106666667,14.697
12601,10.12,7.659,12.826
12603,10.12,7.659,12.826
12604,10.12,7.659,12.826
12701,12.171,7.8935,14.5885
12719,11.05133333,7.368,12.88
12720,12.251,7.249,13.779
12721,12.091,8.538,15.398
12723,9.650666667,6.481333333,10.77466667
12725,11.1855,7.454,13.3025
12726,10.5315,6.783,11.621
12729,12.091,8.538,15.398
12732,12.171,7.8935,14.5885
12733,12.251,7.249,13.779
12734,12.251,7.249,13.779
12737,12.171,7.8935,14.5885
12738,12.251,7.249,13.779
12740,11.1855,7.454,13.3025
12741,10.07,6.5635,11.4305
12742,12.251,7.249,13.779
12743,12.171,7.8935,14.5885
12745,12.251,7.249,13.779
12746,12.091,8.538,15.398
12747,11.1855,7.454,13.3025
12748,12.251,7.249,13.779
12750,12.251,7.249,13.779
12751,12.251,7.249,13.779
12752,12.251,7.249,13.779
12754,11.1855,7.454,13.3025
12758,11.1855,7.454,13.3025
12759,12.251,7.249,13.779
12760,10.07,6.5635,11.4305
12762,12.251,7.249,13.779
12763,12.171,7.8935,14.5885
12764,10.5315,6.783,11.621
12765,11.1855,7.454,13.3025
12766,12.251,7.249,13.779
12768,11.1855,7.454,13.3025
12770,11.05133333,7.368,12.88
12771,14.2975,4.269,16.937
12775,12.171,7.8935,14.5885
12776,12.251,7.249,13.779
12777,12.171,7.8935,14.5885
12779,12.251,7.249,13.779
12780,12.905,5.399,15.56666667
12783,12.171,7.8935,14.5885
12785,12.091,8.538,15.398
12786,12.251,7.249,13.779
12788,11.1855,7.454,13.3025
12789,11.1855,7.454,13.3025
12790,12.171,7.8935,14.5885
12791,12.091,8.538,15.398
12792,12.251,7.249,13.779
12801,14.348,18.305,14.978
12803,14.348,18.305,14.978
12804,14.348,18.305,14.978
12808,14.348,18.305,14.978
12809,13.2995,12.777,14.3785
12810,14.348,18.305,14.978
12811,14.348,18.305,14.978
12812,13.2995,12.777,14.3785
12814,14.348,18.305,14.978
12815,14.348,18.305,14.978
12816,12.786,11.233,13.91166667
12817,14.348,18.305,14.978
12819,13.0535,13.225,13.978
12821,14.348,18.305,14.978
12822,14.348,18.305,14.978
12823,13.2995,12.777,14.3785
12824,14.348,18.305,14.978
12827,13.2995,12.777,14.3785
12828,14.348,18.305,14.978
12831,14.348,18.305,14.978
12832,12.786,11.233,13.91166667
12833,14.348,18.305,14.978
12834,13.2995,12.777,14.3785
12835,14.348,18.305,14.978
12836,14.348,18.305,14.978
12837,12.786,11.233,13.91166667
12838,14.348,18.305,14.978
12839,14.348,18.305,14.978
12842,13.2995,12.777,14.3785
12843,14.348,18.305,14.978
12844,14.348,18.305,14.978
12845,14.348,18.305,14.978
12846,14.348,18.305,14.978
12847,13.2995,12.777,14.3785
12849,12.251,7.249,13.779
12850,14.348,18.305,14.978
12851,14.348,18.305,14.978
12852,13.2995,12.777,14.3785
12853,14.348,18.305,14.978
12855,14.348,18.305,14.978
12856,14.348,18.305,14.978
12857,14.348,18.305,14.978
12858,14.348,18.305,14.978
12859,14.348,18.305,14.978
12860,14.348,18.305,14.978
12861,13.0535,13.225,13.978
12863,14.348,18.305,14.978
12864,14.348,18.305,14.978
12865,12.786,11.233,13.91166667
12866,13.2995,12.777,14.3785
12870,14.348,18.305,14.978
12871,13.2995,12.777,14.3785
12872,14.348,18.305,14.978
12873,12.786,11.233,13.91166667
12874,14.348,18.305,14.978
12878,14.348,18.305,14.978
12883,13.0535,13.225,13.978
12885,14.348,18.305,14.978
12886,14.348,18.305,14.978
12887,12.786,11.233,13.91166667
12901,12.251,7.249,13.779
12910,12.251,7.249,13.779
12911,12.251,7.249,13.779
12912,13.2995,12.777,14.3785
12913,14.348,18.305,14.978
12914,14.348,18.305,14.978
12916,14.348,18.305,14.978
12917,13.2995,12.777,14.3785
12918,12.251,7.249,13.779
12919,12.251,7.249,13.779
12920,13.2995,12.777,14.3785
12921,12.251,7.249,13.779
12922,14.348,18.305,14.978
12923,12.251,7.249,13.779
12924,12.251,7.249,13.779
12926,13.2995,12.777,14.3785
12927,14.348,18.305,14.978
12928,12.35533333,11.341,13.73733333
12929,12.251,7.249,13.779
12932,13.2995,12.777,14.3785
12934,12.251,7.249,13.779
12935,12.251,7.249,13.779
12936,12.51933333,11.04233333,14.00433333
12937,14.348,18.305,14.978
12939,14.348,18.305,14.978
12941,13.2995,12.777,14.3785
12942,13.2995,12.777,14.3785
12943,13.2995,12.777,14.3785
12944,11.605,7.411,13.5175
12945,14.348,18.305,14.978
12946,13.2995,12.777,14.3785
12950,12.251,7.249,13.779
12952,12.251,7.249,13.779
12953,13.2995,12.777,14.3785
12955,12.251,7.249,13.779
12956,13.2995,12.777,14.3785
12957,14.348,18.305,14.978
12958,12.251,7.249,13.779
12959,12.251,7.249,13.779
12960,14.348,18.305,14.978
12961,14.348,18.305,14.978
12962,13.2995,12.777,14.3785
12964,13.2995,12.777,14.3785
12965,14.348,18.305,14.978
12966,14.348,18.305,14.978
12967,14.348,18.305,14.978
