Black,Multiple,Population,White,Total_Race_Count,Other,Native_Hawaiian_Other_Pacific,Asian,American_Indian_and_Alaskan_Native,state,zip code tabulation area
728,21,1590,820,1590,0,0,1,20,01,36579
391,115,5420,4583,5420,265,3,10,53,01,36580
153,2,224,61,224,1,0,0,7,01,36581
4526,401,24624,18880,24624,260,16,360,181,01,36582
9,4,639,614,639,1,2,2,7,01,36583
214,5,772,536,772,1,0,2,14,01,36584
198,10,972,757,972,0,0,1,6,01,36585
443,180,12053,11148,12053,152,15,8,107,01,36587
0,2,20,14,20,0,0,3,1,01,36590
434,16,1057,589,1057,2,1,9,6,01,36602
7021,43,7922,793,7922,37,1,15,12,01,36603
4910,124,10456,5241,10456,66,2,78,35,01,36604
20996,450,30111,8175,30111,188,31,163,108,01,36605
9494,311,18733,8391,18733,216,9,251,61,01,36606
4128,52,6852,2600,6852,19,0,30,23,01,36607
9929,564,36864,24822,36864,447,13,937,152,01,36608
9887,493,25846,13808,25846,442,31,1088,97,01,36609
12874,90,13209,181,13209,30,1,6,27,01,36610
2049,71,6106,3848,6106,54,1,33,50,01,36611
4226,32,4541,263,4541,11,0,0,9,01,36612
5865,163,12749,6541,12749,63,1,19,97,01,36613
353,9,391,24,391,2,0,0,3,01,36615
27,0,27,0,27,0,0,0,0,01,36616
13693,127,13967,116,13967,10,1,4,16,01,36617
9426,198,16737,6825,16737,125,4,105,54,01,36618
707,258,14269,12726,14269,158,17,310,93,01,36619
152,27,659,431,659,5,0,40,4,01,36688
4151,209,17847,12986,17847,150,5,298,48,01,36693
7084,767,45118,35068,45118,491,24,1534,150,01,36695
15686,183,24268,8196,24268,27,5,118,53,01,36701
10615,94,13643,2842,13643,46,0,32,14,01,36703
758,1,784,25,784,0,0,0,0,01,36720
327,5,472,140,472,0,0,0,0,01,36722
212,0,230,16,230,2,0,0,0,01,36723
3228,27,4814,1552,4814,4,0,0,3,01,36726
28,0,61,31,61,0,0,0,2,01,36727
367,8,461,85,461,0,0,1,0,01,36728
4400,72,8395,3795,8395,79,1,43,5,01,36732
898,16,1207,290,1207,1,0,1,1,01,36736
708,7,952,237,952,0,0,0,0,01,36738
1021,9,1328,295,1328,1,0,0,2,01,36740
961,12,2554,1543,2554,28,0,1,9,01,36742
5001,43,7419,2341,7419,3,0,25,6,01,36744
1408,31,3260,1781,3260,21,11,5,3,01,36748
451,15,1089,615,1089,2,0,0,6,01,36749
610,34,2901,2194,2901,49,7,4,3,01,36750
899,3,945,41,945,1,0,0,1,01,36751
740,26,1644,866,1644,4,0,1,7,01,36752
70,0,85,13,85,1,0,1,0,01,36753
276,1,344,67,344,0,0,0,0,01,36754
3604,32,6165,2470,6165,12,4,30,13,01,36756
446,17,1412,945,1412,0,1,0,3,01,36758
1010,5,1501,473,1501,0,0,0,13,01,36759
897,7,1161,245,1161,10,0,1,1,01,36761
22,1,139,116,139,0,0,0,0,01,36763
915,7,1294,358,1294,14,0,0,0,01,36765
14,0,25,11,25,0,0,0,0,01,36766
1694,3,2012,310,2012,0,0,0,5,01,36767
777,4,1096,306,1096,5,1,2,1,01,36768
2028,7,3014,967,3014,1,0,1,10,01,36769
418,2,512,85,512,7,0,0,0,01,36773
604,0,800,192,800,4,0,0,0,01,36775
1355,6,1489,127,1489,0,0,1,0,01,36776
1207,8,2405,1171,2405,15,1,0,3,01,36782
492,8,945,436,945,0,0,3,6,01,36783
3274,43,7754,4347,7754,24,2,45,19,01,36784
847,6,1165,303,1165,3,5,0,1,01,36785
3078,8,3365,273,3365,3,1,0,2,01,36786
7,0,139,130,139,1,0,1,0,01,36790
54,10,1169,1101,1169,4,0,0,0,01,36792
32,6,568,524,568,1,0,1,4,01,36793
9804,284,22214,11054,22214,612,39,365,56,01,36801
4473,241,16861,11739,16861,132,15,184,77,01,36804
5034,532,33201,24963,33201,496,15,2077,84,01,36830
6150,350,22071,14580,22071,276,4,643,68,01,36832
255,60,3150,2768,3150,16,0,41,10,01,36849
1759,18,2630,822,2630,14,0,2,15,01,36850
297,29,2129,1787,2129,1,0,14,1,01,36852
1850,75,8269,6252,8269,32,0,30,30,01,36853
3611,163,14576,10575,14576,66,10,134,17,01,36854
317,15,1551,1210,1551,2,0,2,5,01,36855
1423,151,3719,1951,3719,112,43,25,14,01,36856
286,11,441,137,441,0,0,5,2,01,36858
13,0,34,16,34,5,0,0,0,01,36859
1293,11,1580,263,1580,9,0,0,4,01,36860
366,42,3264,2810,3264,29,0,10,7,01,36861
3724,62,6623,2782,6623,37,0,15,3,01,36862
4901,153,11672,6450,11672,106,1,22,39,01,36863
11,0,23,12,23,0,0,0,0,01,36865
1386,49,3955,2487,3955,18,1,6,8,01,36866
7594,482,22210,13582,22210,251,29,189,83,01,36867
9425,350,18751,8567,18751,254,33,52,70,01,36869
2938,415,18783,15026,18783,200,18,114,72,01,36870
608,21,1277,626,1277,13,0,7,2,01,36871
1765,77,7901,5957,7901,57,1,14,30,01,36874
1256,89,4622,3193,4622,30,10,16,28,01,36875
1810,214,11414,9190,11414,78,8,56,58,01,36877
483,30,2114,1494,2114,16,1,88,2,01,36879
286,0,329,38,329,0,0,5,0,01,36901
1487,21,4098,2554,4098,21,0,6,9,01,36904
1454,11,1930,457,1930,5,0,0,3,01,36907
344,12,2417,2059,2417,0,0,1,1,01,36908
11,0,35,24,35,0,0,0,0,01,36910
1706,13,2017,294,2017,0,0,0,4,01,36912
7,0,53,46,53,0,0,0,0,01,36913
147,2,627,471,627,4,0,2,1,01,36915
459,1,709,249,709,0,0,0,0,01,36916
1148,8,2143,985,2143,0,0,0,2,01,36919
220,1,1035,808,1035,3,0,3,0,01,36921
458,0,656,196,656,0,0,1,1,01,36922
2611,7,3115,482,3115,7,2,1,5,01,36925
0,1,51,50,51,0,0,0,0,01,38852
1542,1364,17603,10213,17603,489,638,1237,2120,02,99501
744,2058,24168,16478,24168,351,484,2224,1829,02,99502
798,1424,14563,7486,14563,654,482,1853,1866,02,99503
4098,4159,40914,23713,40914,817,1031,3349,3747,02,99504
799,369,6174,4527,6174,200,56,112,111,02,99505
737,507,7749,6082,7749,157,33,179,54,02,99506
1512,3266,37850,24359,37850,1115,467,3947,3184,02,99507
3308,3578,35857,17354,35857,1325,1786,4223,4283,02,99508
5,1,353,315,353,0,0,6,26,02,99510
0,0,0,0,0,0,0,0,0,02,99513
701,1810,22441,15352,22441,585,164,2231,1598,02,99515
315,851,20095,17265,20095,161,28,795,680,02,99516
487,1269,16645,11151,16645,336,402,1707,1293,02,99517
502,893,10225,6617,10225,305,242,845,821,02,99518
27,15,1316,1138,1316,16,0,25,95,02,99519
0,4,320,298,320,3,0,2,13,02,99540
13,35,326,64,326,20,5,171,18,02,99546
0,0,61,3,61,0,0,0,58,02,99547
0,2,73,2,73,0,0,0,69,02,99548
0,2,102,15,102,0,0,0,85,02,99549
0,5,197,73,197,0,0,5,114,02,99550
1,7,627,22,627,0,0,1,596,02,99551
0,7,346,18,346,0,0,0,321,02,99552
184,48,1027,239,1027,40,15,445,56,02,99553
0,17,677,14,677,0,0,3,643,02,99554
0,21,221,33,221,0,0,0,167,02,99555
5,108,2510,2269,2510,9,1,20,98,02,99556
3,63,726,120,726,1,0,1,538,02,99557
0,3,85,3,85,0,0,0,79,02,99558
55,462,7632,1461,7632,36,24,155,5439,02,99559
1,3,418,14,418,0,0,0,400,02,99561
0,22,938,22,938,1,0,3,890,02,99563
0,4,91,31,91,1,0,3,52,02,99564
0,9,78,16,78,3,0,1,49,02,99565
0,28,192,139,192,0,0,0,25,02,99566
72,571,9211,7847,9211,60,7,149,505,02,99567
0,24,279,239,279,1,1,0,14,02,99568
0,0,64,7,64,0,0,0,57,02,99569
2,11,160,91,160,1,0,3,52,02,99571
0,7,296,282,296,0,1,2,4,02,99572
5,63,1115,805,1115,2,3,6,231,02,99573
10,207,2348,1628,2348,12,1,244,246,02,99574
0,9,105,8,105,0,0,0,88,02,99575
9,264,2603,750,2603,9,4,32,1535,02,99576
606,1454,25771,21707,25771,270,79,663,992,02,99577
0,0,296,7,296,0,0,0,289,02,99578
0,8,109,52,109,1,5,0,43,02,99579
0,5,115,6,115,0,0,0,104,02,99580
0,3,762,24,762,0,0,1,734,02,99581
0,0,35,7,35,0,0,1,27,02,99583
0,10,417,11,417,0,0,1,395,02,99585
1,17,605,382,605,0,0,1,204,02,99586
5,68,2250,2052,2250,18,2,64,41,02,99587
3,96,980,726,980,3,10,5,137,02,99588
0,2,243,11,243,0,0,0,230,02,99589
0,12,194,13,194,0,0,0,169,02,99590
0,2,102,10,102,0,0,0,90,02,99591
0,7,178,8,178,0,0,0,163,02,99602
32,442,9840,8563,9840,47,8,92,656,02,99603
0,37,1093,21,1093,1,0,0,1034,02,99604
0,13,211,187,211,0,1,2,8,02,99605
1,54,469,66,469,1,0,0,347,02,99606
1,24,216,14,216,1,0,0,176,02,99607
0,11,569,19,569,0,0,0,539,02,99609
6,99,2167,1938,2167,16,2,11,95,02,99610
72,1022,15122,12326,15122,116,54,194,1338,02,99611
9,43,938,152,938,30,2,342,360,02,99612
1,50,434,249,434,2,1,5,126,02,99613
0,2,639,13,639,0,0,0,624,02,99614
91,1009,12899,7366,12899,397,87,2654,1295,02,99615
0,2,577,11,577,1,0,2,561,02,99620
0,25,723,16,723,0,0,1,681,02,99621
0,5,321,11,321,0,0,0,305,02,99622
0,4,90,24,90,0,0,0,62,02,99624
0,5,72,9,72,0,0,0,58,02,99625
1,14,282,7,282,0,0,0,260,02,99626
0,83,406,177,406,1,3,2,140,02,99627
0,2,443,17,443,1,0,0,423,02,99628
0,7,191,6,191,0,0,0,178,02,99630
3,4,228,215,228,0,2,1,3,02,99631
0,26,813,34,813,0,0,6,747,02,99632
0,131,544,242,544,2,2,2,165,02,99633
0,0,354,10,354,0,0,0,344,02,99634
0,14,510,18,510,0,1,0,477,02,99636
2,12,590,26,590,6,0,1,543,02,99637
0,0,18,1,18,0,0,0,17,02,99638
3,64,1131,898,1131,6,1,4,155,02,99639
0,36,174,31,174,0,0,1,106,02,99640
0,9,496,12,496,0,0,0,475,02,99641
0,3,218,24,218,0,0,0,191,02,99643
0,15,175,25,175,0,0,1,134,02,99644
300,1612,25176,21358,25176,160,68,284,1394,02,99645
0,2,44,13,44,0,0,0,29,02,99647
0,2,113,3,113,0,0,0,108,02,99648
0,14,80,14,80,0,0,0,52,02,99649
0,1,568,10,568,0,0,0,557,02,99650
0,3,61,3,61,0,0,1,54,02,99651
7,219,3703,3164,3703,23,2,19,269,02,99652
7,9,159,108,159,0,0,1,34,02,99653
528,3516,52168,44058,52168,416,141,721,2788,02,99654
0,25,669,15,669,1,3,0,625,02,99655
0,9,25,4,25,0,0,0,12,02,99656
0,4,329,15,329,0,0,0,310,02,99657
0,25,616,21,616,0,0,0,570,02,99658
0,10,401,22,401,0,0,0,369,02,99659
2,23,479,53,479,3,1,3,394,02,99660
24,51,978,168,978,13,2,339,381,02,99661
1,1,480,5,480,0,0,0,473,02,99662
5,52,414,279,414,0,0,4,74,02,99663
98,344,4932,3663,4932,22,21,111,673,02,99664
0,5,83,3,83,0,0,0,75,02,99665
0,3,189,13,189,0,0,2,171,02,99666
0,0,65,65,65,0,0,0,0,02,99667
0,0,86,20,86,0,0,0,66,02,99668
37,763,14191,12463,14191,97,25,153,653,02,99669
0,3,79,10,79,0,0,1,65,02,99670
1,0,556,24,556,0,0,1,530,02,99671
4,153,3704,3342,3704,19,2,35,149,02,99672
4,78,1444,1220,1444,4,0,24,114,02,99674
3,51,1546,1404,1546,9,4,11,64,02,99676
0,5,88,27,88,1,1,1,53,02,99677
2,132,891,47,891,2,1,0,707,02,99678
1,3,373,15,373,0,0,0,354,02,99679
0,5,408,12,408,0,0,0,391,02,99680
0,5,325,13,325,0,0,0,307,02,99681
4,12,373,191,373,3,0,2,161,02,99682
3,28,524,456,524,0,0,5,32,02,99683
4,44,688,103,688,1,0,4,532,02,99684
295,236,4224,1673,4224,317,96,1346,261,02,99685
24,251,4005,3270,4005,26,32,76,326,02,99686
4,107,2759,2477,2759,9,2,18,142,02,99688
2,102,662,281,662,1,12,27,237,02,99689
0,1,280,14,280,0,0,0,265,02,99690
0,11,95,7,95,0,0,0,77,02,99691
5,9,152,42,152,7,0,82,7,02,99692
1,29,248,175,248,2,7,22,12,02,99693
7,126,1512,1250,1512,19,4,11,95,02,99694
0,0,7,0,7,0,0,0,7,02,99695
1522,1603,19019,12316,19019,340,101,690,2447,02,99701
207,166,2647,2126,2647,43,12,69,24,02,99702
975,492,7065,4831,7065,364,135,173,95,02,99703
2,0,24,21,24,0,0,1,0,02,99704
692,1331,22544,18763,22544,215,40,434,1069,02,99705
0,0,13,2,13,0,0,0,11,02,99706
862,2119,29830,23069,29830,354,89,904,2433,02,99709
102,852,13866,11946,13866,119,16,186,645,02,99712
10,49,1385,1252,1385,3,0,15,56,02,99714
0,5,208,2,208,0,0,0,201,02,99720
1,29,324,23,324,0,1,0,270,02,99721
0,10,152,7,152,0,0,0,135,02,99722
41,365,4213,713,4213,34,99,384,2577,02,99723
0,1,84,1,84,0,0,0,82,02,99724
1,2,30,19,30,0,0,0,8,02,99726
0,8,416,11,416,0,0,0,397,02,99727
1,11,231,179,231,4,0,2,34,02,99729
0,3,144,102,144,1,0,0,38,02,99730
0,0,10,10,10,0,0,0,0,02,99732
0,6,104,10,104,0,0,0,88,02,99733
13,27,845,707,845,15,3,8,72,02,99734
0,5,122,11,122,0,0,0,106,02,99736
69,180,5011,4434,5011,63,18,56,191,02,99737
1,3,187,145,187,0,0,1,37,02,99738
0,9,330,24,330,0,0,1,296,02,99739
3,10,585,46,585,1,3,1,521,02,99740
0,29,470,138,470,1,0,3,299,02,99741
0,3,681,26,681,0,0,1,651,02,99742
4,49,1069,976,1069,2,0,16,22,02,99743
2,14,226,199,226,2,1,1,7,02,99744
2,0,78,1,78,0,0,0,75,02,99745
0,3,277,18,277,0,0,0,256,02,99746
0,3,239,24,239,0,0,0,212,02,99747
0,5,190,11,190,0,0,0,174,02,99748
1,10,363,24,363,0,0,0,328,02,99749
0,6,374,8,374,0,0,0,360,02,99750
0,1,151,13,151,0,0,1,136,02,99751
29,260,3553,664,3553,17,11,41,2531,02,99752
0,24,332,12,332,0,0,1,295,02,99753
0,2,96,1,96,0,0,0,93,02,99754
1,6,217,204,217,5,0,1,0,02,99755
0,15,119,84,119,0,0,0,20,02,99756
0,3,17,9,17,0,0,0,5,02,99757
0,10,210,9,210,1,0,0,190,02,99758
0,1,189,20,189,0,1,0,167,02,99759
3,54,785,534,785,2,0,3,189,02,99760
2,12,514,13,514,0,0,0,487,02,99761
19,450,4038,1195,4038,19,9,85,2261,02,99762
3,49,668,25,668,0,1,0,590,02,99763
0,36,290,68,290,1,0,1,184,02,99764
0,1,264,13,264,1,0,0,249,02,99765
3,28,678,43,678,1,0,0,603,02,99766
0,0,24,1,24,0,0,0,23,02,99767
0,10,175,14,175,0,0,3,148,02,99768
0,3,671,33,671,0,0,1,634,02,99769
1,87,841,33,841,0,0,0,720,02,99770
0,1,251,9,251,0,0,0,241,02,99771
0,7,567,22,567,0,0,2,536,02,99772
0,0,262,15,262,0,0,0,247,02,99773
1,5,78,5,78,1,0,0,66,02,99774
53,59,1251,896,1251,8,3,120,112,02,99775
0,9,124,6,124,0,0,0,109,02,99776
0,7,246,24,246,1,0,1,213,02,99777
1,0,254,32,254,0,0,0,221,02,99778
8,117,1535,1039,1535,5,0,6,360,02,99780
0,10,167,3,167,0,0,1,153,02,99781
0,10,556,45,556,0,0,0,501,02,99782
0,13,145,9,145,0,0,0,123,02,99783
0,12,190,23,190,0,0,0,155,02,99784
2,11,388,18,388,2,0,0,355,02,99785
1,10,259,29,259,0,0,0,219,02,99786
0,0,69,10,69,0,0,0,59,02,99788
1,11,402,40,402,0,0,0,350,02,99789
0,2,20,14,20,0,0,0,4,02,99790
0,2,237,16,237,0,0,0,219,02,99791
261,2790,29164,20286,29164,355,204,1860,3408,02,99801
4,60,479,61,479,2,0,0,352,02,99820
18,177,2111,1528,2111,31,14,59,284,02,99824
0,11,120,96,120,2,0,1,10,02,99825
0,19,442,404,442,1,1,5,12,02,99826
10,157,2602,2093,2602,21,0,15,306,02,99827
3,108,777,253,777,1,0,4,408,02,99829
1,72,561,95,561,7,1,0,385,02,99830
0,7,104,66,104,0,0,0,31,02,99832
14,253,3202,2569,3202,35,6,98,227,02,99833
47,871,8880,5797,8880,113,30,529,1493,02,99835
0,1,52,47,52,0,0,2,2,02,99836
0,39,968,885,968,4,1,5,34,02,99840
1,4,133,126,133,0,0,1,1,02,99841
79,1250,13508,9204,13508,93,27,943,1912,02,99901
1,2,31,28,31,0,0,0,0,02,99903
0,3,231,221,231,0,0,0,7,02,99918
1,26,531,467,531,2,2,4,29,02,99919
5,222,1920,1382,1920,5,6,11,289,02,99921
2,36,384,51,384,4,1,0,290,02,99922
0,4,87,79,87,2,1,0,1,02,99923
2,89,819,350,819,4,1,4,369,02,99925
6,84,1460,145,1460,3,10,2,1210,02,99926
0,10,94,74,94,0,0,0,10,02,99927
3,221,2338,1691,2338,5,1,33,384,02,99929
0,1,20,2,20,0,0,0,17,04,84531
0,4,280,2,280,1,1,0,272,04,84536
1024,330,9369,5931,9369,1696,22,114,252,04,85003
432,189,4965,3265,4965,740,6,132,201,04,85004
1305,987,25742,13463,25742,8935,35,266,751,04,85006
1880,537,14040,7374,14040,3479,17,313,440,04,85007
5360,2318,56145,30274,56145,14909,141,894,2249,04,85008
2534,1868,52520,24795,52520,21650,39,249,1385,04,85009
364,191,6390,5013,6390,464,5,168,185,04,85012
1348,659,19314,14167,19314,1728,37,607,768,04,85013
1597,986,24782,16713,24782,3476,34,499,1477,04,85014
3153,1716,37644,22310,37644,6497,113,1962,1893,04,85015
1625,1242,33896,24248,33896,4491,36,989,1265,04,85016
2603,1617,38872,19429,38872,12009,76,1982,1156,04,85017
1194,1103,36065,29523,36065,2739,44,721,741,04,85018
1311,1050,25042,12788,25042,8360,42,843,648,04,85019
1197,1018,32850,25739,32850,3480,42,697,677,04,85020
2617,1406,37743,24772,37743,5722,70,1408,1748,04,85021
1738,1348,46395,37995,46395,3100,54,1446,714,04,85022
1211,1068,31274,23674,31274,3705,58,1051,507,04,85023
554,732,22898,19856,22898,704,52,813,187,04,85024
1124,1191,37140,29276,37140,2639,90,2271,549,04,85027
242,408,19157,17627,19157,338,16,402,124,04,85028
2082,1604,43233,31121,43233,6160,84,1086,1096,04,85029
1586,1156,30493,14552,30493,12343,39,258,559,04,85031
1821,1936,65485,51453,65485,7502,118,1809,846,04,85032
2716,1962,53037,28819,53037,18109,67,444,920,04,85033
636,205,5582,2850,5582,1627,3,59,202,04,85034
2739,1885,47486,20665,47486,20614,67,429,1087,04,85035
3556,2007,44771,23343,44771,13683,70,1349,763,04,85037
6054,1305,29352,10315,29352,10354,153,439,732,04,85040
7831,2479,54947,25122,54947,16570,111,1501,1333,04,85041
7076,1667,40962,19377,40962,10711,102,974,1055,04,85042
2844,1189,30560,14633,30560,10539,35,672,648,04,85043
2490,1391,37993,29788,37993,1499,78,1890,857,04,85044
262,206,7238,6010,7238,136,1,581,42,04,85045
1548,1227,33449,27017,33449,900,68,2333,356,04,85048
458,633,25736,22740,25736,520,14,1266,105,04,85050
2608,1649,40375,25849,40375,7371,97,1545,1256,04,85051
1214,998,28480,22679,28480,2445,46,617,481,04,85053
173,139,5384,4636,5384,104,5,293,34,04,85054
375,467,18104,15281,18104,353,17,1512,99,04,85083
427,548,17517,14645,17517,426,37,1332,102,04,85085
846,1111,40495,36106,40495,1092,58,917,365,04,85086
99,187,7708,7092,7708,119,6,167,38,04,85087
119,200,12246,11566,12246,191,12,106,52,04,85118
210,481,21219,19482,21219,674,10,185,177,04,85119
312,629,28168,25193,28168,1479,19,212,324,04,85120
4,45,2178,29,2178,24,6,2,2068,04,85121
2293,2633,50942,34082,50942,8583,80,870,2401,04,85122
440,491,10677,7844,10677,1419,22,56,405,04,85123
1050,684,14823,8754,14823,2395,15,127,1798,04,85128
1742,554,18017,7870,18017,5528,959,761,603,04,85131
2084,784,33556,22641,33556,3835,35,294,3883,04,85132
0,11,630,399,630,217,0,2,1,04,85135
14,70,2329,1952,2329,259,1,8,25,04,85137
3153,1735,33633,23599,33633,2936,85,1391,734,04,85138
1166,1001,17979,11608,17979,2557,45,470,1132,04,85139
1264,1421,36711,29580,36711,3340,59,677,370,04,85140
6,35,515,315,515,147,0,0,12,04,85141
1773,1721,48870,39805,48870,3830,93,1200,448,04,85142
2168,1576,35015,27005,35015,2948,137,727,454,04,85143
42,124,2106,1708,2106,176,1,22,33,04,85145
10,138,4543,83,4543,20,2,0,4290,04,85147
34,52,1368,604,1368,582,0,12,84,04,85172
17,103,2872,2033,2872,640,0,18,61,04,85173
4,114,2120,1372,2120,566,0,6,58,04,85192
76,143,4906,2957,4906,1072,5,12,641,04,85193
156,153,6721,5498,6721,669,9,61,175,04,85194
2519,1881,46092,30548,46092,7553,167,772,2652,04,85201
2442,1565,37275,25419,37275,4514,231,1239,1865,04,85202
1116,1127,35541,26367,35541,4908,137,388,1498,04,85203
1691,2474,60885,41824,60885,12550,359,763,1224,04,85204
953,1107,39858,34763,39858,1978,86,537,434,04,85205
950,810,33154,28570,33154,1777,64,641,342,04,85206
845,1186,44744,39224,44744,2259,54,770,406,04,85207
765,1063,34762,29193,34762,2688,78,528,447,04,85208
1044,1124,37377,31847,37377,1942,96,992,332,04,85209
1715,1511,36464,22458,36464,8617,251,624,1288,04,85210
926,960,24492,19841,24492,1588,103,804,270,04,85212
674,781,31797,27570,31797,1719,86,584,383,04,85213
216,343,15963,14671,15963,321,14,249,149,04,85215
2028,1753,42796,32320,42796,3012,48,2862,773,04,85224
3796,2788,69810,46397,69810,11845,171,3262,1551,04,85225
1616,1363,37376,28237,37376,1575,66,3797,722,04,85226
1330,1388,37564,29596,37564,2221,120,2502,407,04,85233
1298,1555,50014,42295,50014,2372,106,1972,416,04,85234
801,518,29821,25524,29821,359,16,1774,829,04,85248
1532,1214,36908,29548,36908,1075,42,3259,238,04,85249
208,350,15906,14624,15906,302,19,316,87,04,85250
944,1088,34390,29127,34390,1886,56,730,559,04,85251
183,313,17047,15671,17047,147,11,685,37,04,85253
649,938,45801,40957,45801,679,34,2303,241,04,85254
413,655,37270,34331,37270,272,31,1510,58,04,85255
12,202,4974,661,4974,99,5,7,3988,04,85256
602,830,26755,21929,26755,2090,42,582,680,04,85257
261,402,23342,21753,23342,176,18,651,81,04,85258
309,459,21422,19369,21422,208,11,978,88,04,85259
568,785,36056,32169,36056,429,28,1936,141,04,85260
134,170,11275,10615,11275,84,8,239,25,04,85262
7,14,2111,2055,2111,22,3,9,1,04,85263
3,41,1249,302,1249,44,0,3,856,04,85264
129,176,11406,10792,11406,73,5,216,15,04,85266
221,306,22684,21352,22684,239,22,414,130,04,85268
3148,2390,57348,39671,57348,6243,170,3987,1739,04,85281
3081,1941,48671,35999,48671,3915,303,1851,1581,04,85282
3077,1935,44813,28864,44813,4565,161,2126,4085,04,85283
329,405,16479,14073,16479,308,14,1257,93,04,85284
1782,1426,38930,28488,38930,1988,72,4813,361,04,85286
1442,1433,38332,30769,38332,1400,75,2873,340,04,85295
1243,1428,36799,30083,36799,1776,81,1905,283,04,85296
947,1025,26979,22068,26979,1182,41,1475,241,04,85297
749,578,21479,18157,21479,485,26,1400,84,04,85298
4846,2805,60161,31375,60161,18649,110,953,1423,04,85301
2535,1438,36909,26086,36909,4508,109,1447,786,04,85302
2548,1345,30310,15801,30310,8582,56,1395,583,04,85303
961,939,25883,20872,25883,1795,60,935,321,04,85304
805,545,10822,6797,10822,1848,14,598,215,04,85305
828,859,24191,19915,24191,1443,40,777,329,04,85306
842,530,9230,5831,9230,1539,33,333,122,04,85307
1581,1822,63876,54651,63876,2195,100,3026,501,04,85308
203,67,1485,1093,1485,33,3,67,19,04,85309
276,522,19007,17132,19007,373,25,549,130,04,85310
8,24,1197,811,1197,303,3,3,45,04,85320
29,159,4435,2659,4435,301,4,36,1247,04,85321
18,20,752,528,752,180,0,1,5,04,85322
3754,1663,39507,20634,39507,11580,174,971,731,04,85323
7,64,2886,2712,2886,55,0,12,36,04,85324
3,36,1212,1124,1212,28,0,6,15,04,85325
3433,1971,51705,33278,51705,11244,98,702,979,04,85326
1,7,259,220,259,27,0,0,4,04,85328
194,507,26960,25266,26960,421,12,452,108,04,85331
10,49,2146,1978,2146,72,3,8,26,04,85332
1,30,790,521,790,235,0,2,1,04,85333
17,54,1482,1130,1482,249,0,13,19,04,85334
2090,1582,31787,19346,31787,7719,88,511,451,04,85335
3,11,700,424,700,261,0,1,0,04,85336
37,106,2793,1309,2793,851,0,19,471,04,85337
2794,1840,41115,28725,41115,6013,76,1188,479,04,85338
5873,1779,35586,16167,35586,5884,108,2527,3248,04,85339
1815,1054,26262,19183,26262,2635,45,1283,247,04,85340
1,0,39,23,39,15,0,0,0,04,85341
2,29,1578,1383,1578,131,2,10,21,04,85342
1,7,196,118,196,68,0,0,2,04,85343
63,484,9147,4692,9147,1542,4,63,2299,04,85344
2783,2135,56208,41192,56208,7756,83,1335,924,04,85345
14,87,4423,4096,4423,135,0,12,79,04,85346
2,26,716,525,716,155,0,1,7,04,85347
19,36,2786,2496,2786,214,3,7,11,04,85348
86,722,25517,16127,25517,8396,17,47,122,04,85349
558,616,21214,13274,21214,5906,27,87,746,04,85350
401,146,27789,26836,27789,145,8,185,68,04,85351
3,27,461,312,461,113,0,0,6,04,85352
2968,1392,31011,16392,31011,8904,74,793,488,04,85353
106,196,6645,4849,6645,1370,10,16,98,04,85354
387,266,8745,7151,8745,648,9,217,67,04,85355
51,151,4539,3605,4539,682,4,14,32,04,85356
10,16,761,510,761,195,0,3,27,04,85357
1,6,222,202,222,9,2,1,1,04,85360
52,202,6700,5613,6700,709,9,35,80,04,85361
4,17,663,626,663,9,0,1,6,04,85362
263,210,6156,4515,6156,900,6,173,89,04,85363
1960,3527,74904,48853,74904,17815,121,1234,1394,04,85364
1061,1958,46558,36021,46558,6086,116,754,562,04,85365
207,444,20429,18265,20429,1122,21,184,186,04,85367
2,41,419,38,419,161,0,3,174,04,85371
207,274,17356,16317,17356,317,5,176,60,04,85373
1876,1358,47146,39299,47146,3575,68,703,267,04,85374
304,178,27703,26862,27703,86,20,199,54,04,85375
16,45,3051,2901,3051,24,0,56,9,04,85377
2493,2024,39732,30387,39732,2912,91,1504,321,04,85379
753,670,24249,20692,24249,1043,43,862,186,04,85381
1029,1102,40454,35442,40454,1320,53,1266,242,04,85382
820,1020,37182,32323,37182,988,35,1831,165,04,85383
172,164,9573,8567,9573,530,8,93,39,04,85387
1464,1009,23490,18643,23490,1376,74,731,193,04,85388
18,137,8621,7729,8621,582,2,43,110,04,85390
3266,1671,35310,22706,35310,5475,98,1593,501,04,85392
1593,783,25922,19439,25922,2015,34,1657,401,04,85395
490,439,12163,9730,12163,1106,21,272,105,04,85396
108,398,13345,11004,13345,1104,14,111,606,04,85501
0,8,2069,7,2069,0,1,0,2053,04,85530
3,20,623,570,623,24,0,6,0,04,85531
34,122,2943,2200,2943,486,3,12,86,04,85533
11,55,2588,2266,2588,218,1,7,30,04,85534
0,0,21,16,21,0,0,0,5,04,85535
0,15,408,360,408,11,1,1,20,04,85536
22,113,4520,3599,4520,686,1,16,83,04,85539
44,138,2874,2020,2874,563,1,27,81,04,85540
83,389,21877,20189,21877,643,23,121,429,04,85541
2,15,3196,34,3196,7,0,0,3138,04,85542
18,120,3822,3325,3822,281,4,4,70,04,85543
